Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Alpedrete;28019-28014-28012;2017;7;9;Madrid;32.2 (18:00);14.7 (07:20);23.5;33 (17:30);15 (20:50);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;9;Madrid;28.8 (17:00);14.5 (06:40);21.6;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;9;Madrid;30.2 (17:40);15.8 (05:20);23;11 (15:10);2 (00:10);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;9;Madrid;30.3 (18:10);17.3 (05:10);23.8;31 (20:40);17 (19:00);0;0;0;0;0
Valdemorillo;28015;2017;7;9;Madrid;30.2 (17:40);15.8 (05:20);23;11 (15:10);2 (00:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;10;Madrid;21.9 (17:40);10.6 (04:20);16.3;40 (09:30);24 (07:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;10;Madrid;34.1 (19:00);17.0 (07:20);25.5;28 (16:10);14 (20:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;10;Madrid;28.6 (17:50);9.2 (07:10);18.9;38 (01:40);15 (01:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;10;Madrid;28.5 (18:00);11.7 (07:20);20.1;30 (17:00);15 (15:20);0.1;0.1;0;0;0
Somosierra;28020-28021-28024;2017;7;10;Madrid;24.8 (17:30);11.6 (06:50);18.2;33 (14:20);11 (16:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;10;Madrid;29.6 (18:50);17.0 (07:20);23.3;31 (14:30);11 (14:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;10;Madrid;32.7 (18:20);17.3 (07:10);25;50 (13:50);25 (14:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;10;Madrid;33.2 (17:30);17.4 (07:20);25.3;33 (14:30);19 (18:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;10;Madrid;27.8 (16:50);16.2 (07:10);22;36 (13:20);17 (17:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;10;Madrid;33.0 (18:00);16.2 (07:30);24.6;33 (16:50);18 (19:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;10;Madrid;31.9 (18:00);15.3 (07:20);23.6;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;10;Madrid;32.6 (16:50);18.6 (07:30);25.6;30 (19:10);13 (18:30);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;10;Madrid;33.4 (17:10);16.2 (07:50);24.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;10;Madrid;25.3 (19:20);10.0 (06:00);17.6;42 (02:00);31 (02:10);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;10;Madrid;30.6 (19:20);15.6 (07:10);23.1;42 (02:20);23 (02:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;10;Madrid;31.6 (17:10);15.8 (07:20);23.7;38 (01:50);19 (03:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;10;Madrid;28.4 (17:50);14.1 (07:10);21.3;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;10;Madrid;30.3 (17:50);15.1 (07:20);22.7;22 (14:00);2 (14:00);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;10;Madrid;30.5 (18:10);16.8 (07:10);23.6;34 (14:30);19 (15:00);0;0;0;0;0
Valdemorillo;28015;2017;7;10;Madrid;30.3 (17:50);15.1 (07:20);22.7;22 (14:00);2 (14:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;11;Madrid;24.1 (18:10);12.8 (03:00);18.5;24 (12:40);16 (04:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;11;Madrid;35.7 (19:40);15.6 (06:40);25.7;28 (14:30);11 (14:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;11;Madrid;30.8 (18:10);9.0 (07:00);19.9;18 (16:10);7 (13:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;11;Madrid;31.2 (18:50);10.7 (06:40);21;25 (16:50);10 (16:20);0.3;0.2;0.1;0;0
Somosierra;28020-28021-28024;2017;7;11;Madrid;27.4 (17:40);13.3 (05:50);20.3;31 (16:30);9 (16:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;11;Madrid;31.8 (19:30);16.3 (05:10);24;25 (17:20);12 (17:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;11;Madrid;34.7 (18:10);15.2 (07:30);25;58 (14:20);22 (17:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;11;Madrid;35.2 (19:00);16.0 (05:30);25.6;32 (15:30);21 (18:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;11;Madrid;30.3 (18:20);15.7 (07:00);23;34 (14:40);13 (15:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;11;Madrid;35.2 (18:50);15.3 (07:40);25.3;30 (17:00);14 (16:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;11;Madrid;34.3 (18:50);13.8 (06:50);24;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;11;Madrid;34.3 (16:10);18.8 (07:50);26.5;31 (18:50);13 (18:20);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;11;Madrid;34.9 (16:50);14.6 (07:10);24.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;11;Madrid;27.1 (18:40);13.8 (06:10);20.5;31 (01:50);21 (01:50);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;11;Madrid;32.8 (19:50);15.1 (07:00);23.9;27 (15:20);13 (02:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;11;Madrid;33.8 (17:30);16.1 (07:00);24.9;41 (15:20);14 (02:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;11;Madrid;31.0 (17:00);14.9 (07:00);22.9;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;11;Madrid;32.6 (18:10);15.6 (07:30);24.1;8 (17:40);1 (00:30);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;11;Madrid;32.9 (17:50);16.5 (07:00);24.7;34 (19:20);17 (17:10);0;0;0;0;0
Valdemorillo;28015;2017;7;11;Madrid;31.0 (17:00);14.9 (07:00);22.9;0;0;0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;12;Madrid;27.5 (17:30);14.9 (06:30);21.2;26 (17:30);10 (03:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;12;Madrid;38.9 (18:10);16.3 (07:30);27.6;32 (18:20);17 (18:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;12;Madrid;32.5 (18:30);10.8 (07:00);21.7;27 (14:40);11 (14:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;12;Madrid;33.8 (17:00);12.4 (07:10);23.1;25 (18:50);12 (17:40);0.3;0.2;0.1;0;0
Somosierra;28020-28021-28024;2017;7;12;Madrid;29.8 (18:20);15.3 (07:40);22.5;26 (15:40);8 (16:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;12;Madrid;34.6 (19:20);16.2 (07:00);25.4;24 (14:00);9 (14:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;12;Madrid;37.6 (17:30);17.2 (07:40);27.4;50 (18:00);21 (19:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;12;Madrid;38.3 (19:00);16.1 (07:20);27.2;33 (17:20);21 (17:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;12;Madrid;33.4 (17:30);19.3 (07:00);26.4;43 (10:50);15 (19:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;12;Madrid;38.1 (18:40);16.5 (07:50);27.3;33 (19:00);16 (19:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;12;Madrid;37.5 (17:40);15.2 (07:30);26.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;12;Madrid;37.4 (16:10);20.1 (07:40);28.8;27 (15:10);12 (18:50);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;12;Madrid;37.7 (17:20);15.2 (06:50);26.5;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;12;Madrid;30.5 (18:10);14.2 (07:00);22.3;33 (17:20);20 (17:20);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;12;Madrid;36.3 (19:00);19.8 (07:10);28;27 (05:20);15 (05:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;12;Madrid;37.4 (17:20);21.6 (07:20);29.5;34 (18:10);16 (19:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;12;Madrid;33.9 (16:40);17.0 (06:50);25.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;12;Madrid;35.8 (17:20);19.6 (07:30);27.7;19 (17:40);2 (17:40);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;12;Madrid;36.4 (18:30);19.4 (07:10);27.9;35 (16:20);18 (19:00);0;0;0;0;0
Valdemorillo;28015;2017;7;12;Madrid;36.4 (18:30);19.4 (07:10);27.9;35 (16:20);18 (19:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;13;Madrid;30.0 (15:30);18.9 (03:50);24.4;51 (12:30);26 (07:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;13;Madrid;41.6 (16:50);19.3 (07:20);30.4;31 (18:30);16 (20:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;13;Madrid;34.4 (16:30);11.6 (07:10);23;28 (12:50);15 (12:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;13;Madrid;36.3 (16:00);13.6 (06:50);24.9;31 (15:00);15 (17:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;7;13;Madrid;31.5 (16:30);16.7 (06:00);24.1;28 (15:10);10 (11:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;13;Madrid;37.8 (17:10);19.4 (04:10);28.6;29 (17:50);8 (00:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;13;Madrid;41.1 (17:40);19.3 (06:30);30.2;61 (16:30);35 (18:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;13;Madrid;40.9 (16:50);19.1 (06:20);30;38 (18:00);23 (17:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;13;Madrid;36.2 (17:40);21.1 (07:00);28.7;43 (17:00);18 (16:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;13;Madrid;41.0 (17:20);18.9 (07:00);29.9;62 (17:40);25 (18:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;13;Madrid;39.9 (17:40);17.5 (07:00);28.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;13;Madrid;40.3 (17:00);22.9 (06:50);31.6;43 (17:50);19 (17:20);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;13;Madrid;40.8 (17:20);18.3 (07:10);29.5;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;13;Madrid;32.9 (16:20);18.7 (02:50);25.8;39 (16:10);22 (17:50);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;13;Madrid;38.7 (17:10);20.0 (07:00);29.4;33 (17:20);15 (16:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;13;Madrid;39.7 (17:40);21.6 (06:30);30.7;45 (16:20);23 (17:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;13;Madrid;36.6 (17:20);20.7 (07:50);28.6;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;13;Madrid;37.9 (17:50);19.8 (07:10);28.9;12 (16:20);3 (17:50);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;13;Madrid;39.3 (17:20);22.0 (07:00);30.6;46 (16:30);27 (16:30);0;0;0;0;0
Valdemorillo;28015;2017;7;13;Madrid;37.9 (17:50);19.8 (07:10);28.9;12 (16:20);3 (17:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;14;Madrid;27.5 (16:30);19.7 (23:59);23.6;35 (06:50);25 (07:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;14;Madrid;41.0 (17:50);19.3 (07:10);30.1;40 (17:10);19 (17:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;14;Madrid;33.0 (17:30);12.9 (07:20);22.9;29 (15:30);12 (15:00);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;14;Madrid;35.1 (16:50);15.0 (07:20);25;33 (17:40);17 (17:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;7;14;Madrid;31.1 (16:40);17.9 (23:00);24.5;28 (15:20);8 (16:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;14;Madrid;37.1 (17:50);21.8 (03:00);29.4;30 (17:00);11 (20:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;14;Madrid;40.6 (17:20);21.6 (07:00);31.1;55 (16:10);30 (19:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;14;Madrid;40.5 (16:40);21.3 (07:20);30.9;46 (18:40);26 (18:40);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;14;Madrid;35.6 (17:00);23.2 (03:50);29.4;32 (16:30);16 (16:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;14;Madrid;40.4 (17:40);21.7 (04:10);31.1;42 (17:40);22 (18:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;14;Madrid;39.5 (17:40);20.4 (05:50);29.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;14;Madrid;39.6 (16:30);24.7 (09:00);32.1;41 (19:20);18 (19:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;14;Madrid;40.6 (16:50);20.0 (07:50);30.3;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;14;Madrid;31.2 (16:50);19.6 (23:59);25.4;40 (18:40);22 (18:30);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;14;Madrid;37.5 (15:50);21.1 (07:00);29.3;31 (18:30);18 (18:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;14;Madrid;39.3 (17:30);21.7 (06:30);30.5;37 (15:50);18 (17:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;14;Madrid;35.9 (17:00);21.0 (06:00);28.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;14;Madrid;37.4 (16:20);21.8 (07:40);29.6;21 (17:40);3 (17:40);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;14;Madrid;38.4 (16:30);24.4 (05:30);31.4;41 (15:10);23 (16:10);0;0;0;0;0
Valdemorillo;28015;2017;7;14;Madrid;38.4 (16:30);24.4 (05:30);31.4;41 (15:10);23 (16:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;15;Madrid;27.6 (16:50);17.7 (07:00);22.7;26 (15:20);13 (07:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;15;Madrid;38.5 (18:10);21.5 (07:30);30;24 (16:30);13 (09:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;15;Madrid;32.9 (18:40);10.3 (06:40);21.6;16 (14:40);8 (14:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;15;Madrid;34.1 (16:50);12.6 (06:30);23.3;22 (14:50);10 (01:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;7;15;Madrid;30.3 (17:30);16.0 (06:40);23.1;22 (15:10);8 (00:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;15;Madrid;34.3 (19:20);19.9 (07:20);27.1;25 (23:10);12 (23:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;15;Madrid;37.1 (18:00);20.4 (07:10);28.7;41 (15:10);17 (22:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;15;Madrid;38.7 (19:00);20.7 (06:40);29.7;28 (01:40);17 (15:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;15;Madrid;33.1 (18:00);20.4 (07:10);26.7;36 (23:00);22 (22:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;15;Madrid;37.5 (19:20);22.0 (07:50);29.8;39 (23:00);18 (23:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;15;Madrid;37.6 (18:40);22.2 (07:30);29.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;15;Madrid;37.2 (17:20);23.3 (07:40);30.3;32 (00:30);16 (02:20);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;15;Madrid;37.7 (17:10);20.2 (08:10);29;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;15;Madrid;30.3 (16:40);17.5 (01:30);23.9;33 (18:00);19 (18:00);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;15;Madrid;36.5 (19:10);20.4 (04:40);28.4;33 (23:10);18 (23:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;15;Madrid;37.1 (17:30);21.5 (03:00);29.3;40 (23:59);18 (23:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;15;Madrid;34.3 (19:10);18.8 (07:10);26.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;15;Madrid;35.4 (17:30);20.9 (04:30);28.2;10 (17:30);2 (10:50);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;15;Madrid;36.4 (18:10);21.0 (06:50);28.7;33 (15:00);15 (00:10);0;0;0;0;0
Valdemorillo;28015;2017;7;15;Madrid;36.4 (18:10);21.0 (06:50);28.7;33 (15:00);15 (00:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;16;Madrid;28.0 (16:10);16.9 (04:30);22.4;40 (17:00);21 (17:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;16;Madrid;38.5 (18:10);22.0 (07:10);30.3;29 (02:20);19 (01:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;16;Madrid;33.2 (17:00);11.7 (06:40);22.5;19 (15:50);8 (18:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;16;Madrid;0;0;0;0;0;0;0;0;0;0
Somosierra;28020-28021-28024;2017;7;16;Madrid;29.6 (17:20);17.0 (07:20);23.3;27 (15:10);13 (05:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;16;Madrid;34.2 (19:10);20.7 (05:00);27.5;24 (01:50);10 (00:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;16;Madrid;37.3 (17:10);21.0 (07:00);29.1;46 (16:10);18 (00:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;16;Madrid;37.9 (19:00);21.1 (07:20);29.5;24 (00:50);15 (18:00);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;16;Madrid;32.7 (18:00);21.4 (06:40);27.1;39 (01:40);22 (01:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;16;Madrid;37.6 (17:30);21.6 (06:30);29.6;31 (00:50);18 (00:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;16;Madrid;37.2 (19:10);19.8 (07:30);28.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;16;Madrid;37.5 (16:30);24.4 (07:30);30.9;32 (01:00);16 (00:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;16;Madrid;37.5 (17:20);21.0 (07:40);29.3;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;16;Madrid;29.5 (16:10);17.5 (06:50);23.5;32 (05:00);21 (05:00);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;16;Madrid;36.3 (17:20);21.2 (07:10);28.8;31 (01:10);18 (01:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;16;Madrid;37.1 (16:50);20.1 (07:30);28.6;41 (02:40);20 (00:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;16;Madrid;34.3 (17:30);18.6 (07:10);26.4;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;16;Madrid;35.2 (18:50);21.8 (07:20);28.5;8 (10:50);1 (10:00);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;16;Madrid;36.3 (17:10);22.1 (07:00);29.2;33 (17:20);17 (00:50);0;0;0;0;0
Valdemorillo;28015;2017;7;16;Madrid;36.3 (17:10);22.1 (07:00);29.2;33 (17:20);17 (00:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;17;Madrid;26.0 (16:20);16.5 (06:40);21.3;45 (22:40);27 (02:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;17;Madrid;37.4 (16:50);21.6 (07:40);29.5;36 (02:50);24 (03:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;17;Madrid;31.4 (18:20);11.2 (07:00);21.3;21 (17:40);7 (12:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;17;Madrid;0;0;0;0;0;0;0;0;0;
Somosierra;28020-28021-28024;2017;7;17;Madrid;27.6 (17:50);16.4 (07:50);22;30 (13:00);17 (10:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;17;Madrid;33.3 (19:00);19.2 (06:00);26.3;26 (19:00);9 (16:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;17;Madrid;36.6 (18:40);21.3 (07:20);28.9;50 (16:00);22 (18:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;17;Madrid;36.9 (19:00);21.8 (07:20);29.4;29 (16:30);22 (16:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;17;Madrid;31.1 (18:00);19.4 (07:10);25.3;34 (11:20);16 (19:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;17;Madrid;36.1 (17:00);23.3 (05:40);29.7;39 (17:50);18 (17:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;17;Madrid;35.4 (18:10);18.8 (07:20);27.1;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;17;Madrid;35.6 (16:50);24.2 (09:30);29.9;33 (18:10);13 (17:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;17;Madrid;37.0 (17:30);22.5 (08:20);29.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;17;Madrid;28.5 (18:10);16.3 (06:50);22.4;37 (13:20);22 (13:30);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;17;Madrid;34.1 (17:30);19.4 (07:30);26.7;25 (18:20);12 (17:50);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;17;Madrid;35.2 (16:20);20.4 (07:30);27.8;39 (21:30);15 (19:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;17;Madrid;32.5 (17:20);18.5 (06:20);25.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;17;Madrid;33.8 (17:50);20.9 (07:30);27.3;12 (11:00);2 (10:20);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;17;Madrid;34.1 (18:10);20.6 (07:40);27.3;30 (16:00);18 (17:00);0;0;0;0;0
Valdemorillo;28015;2017;7;17;Madrid;34.1 (18:10);20.6 (07:40);27.3;30 (16:00);18 (17:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;18;Madrid;25.1 (16:00);16.4 (04:50);20.8;49 (17:00);29 (05:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;18;Madrid;38.7 (17:50);23.6 (07:30);31.2;40 (22:00);25 (22:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;7;18;Madrid;31.1 (18:40);11.3 (07:20);21.2;33 (15:30);13 (15:00);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;7;18;Madrid;32.3 (18:10);14.0 (07:00);23.1;37 (23:30);17 (14:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;7;18;Madrid;27.1 (17:10);18.1 (07:00);22.6;40 (04:20);19 (10:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;7;18;Madrid;33.9 (19:20);19.6 (06:50);26.8;33 (19:40);18 (22:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;7;18;Madrid;37.4 (19:00);21.3 (05:30);29.4;61 (21:40);39 (21:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;7;18;Madrid;38.0 (18:20);23.0 (07:20);30.5;54 (22:30);33 (21:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;7;18;Madrid;31.9 (18:30);19.6 (06:40);25.8;41 (12:00);22 (23:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;7;18;Madrid;36.8 (18:50);23.5 (07:40);30.1;36 (22:50);19 (19:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;7;18;Madrid;36.5 (18:50);20.3 (06:00);28.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;7;18;Madrid;36.6 (17:20);24.2 (07:10);30.4;43 (19:20);19 (22:30);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;7;18;Madrid;36.5 (17:50);22.7 (07:30);29.6;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;7;18;Madrid;27.3 (16:20);17.0 (06:00);22.1;46 (16:50);22 (13:20);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;7;18;Madrid;34.5 (19:00);19.2 (07:00);26.9;28 (15:50);13 (09:50);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;7;18;Madrid;35.8 (17:50);22.1 (06:30);28.9;48 (20:00);18 (20:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;7;18;Madrid;32.6 (17:40);18.1 (06:50);25.3;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;7;18;Madrid;34.2 (17:40);20.5 (02:50);27.4;13 (19:40);1 (10:10);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;7;18;Madrid;35.0 (18:10);20.9 (06:40);27.9;33 (20:20);18 (20:10);0;0;0;0;0
Valdemorillo;28015;2017;7;18;Madrid;35.0 (18:10);20.9 (06:40);27.9;33 (20:20);18 (20:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;7;19;Madrid;22.6 (16:40);13.2 (23:59);17.9;41 (14:40);23 (03:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;7;19;Madrid;33.7 (16:40);22.3 (07:10);28;33 (17:40);14 (17:10);0;0;0;0;0
