Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Aranjuez;28025-28041-28054;2017;1;3;Madrid;11.4 (15:40);-0.3 (05:30);5.5;19 (10:10);13 (10:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;3;Madrid;11.7 (16:20);-2.3 (08:50);4.7;18 (15:40);7 (15:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;3;Madrid;12.3 (13:20);-3.2 (05:20);4.6;20 (19:10);12 (19:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;3;Madrid;9.3 (14:10);0.2 (01:20);4.8;20 (10:20);9 (00:50);0.3;0;0;0;0.3
San Sebastián de Los Reyes;28029-28036-28046;2017;1;3;Madrid;0;0;0;0;0;0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;1;3;Madrid;10.0 (17:00);0.1 (04:40);5.1;11 (12:30);5 (12:10);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;1;3;Madrid;11.3 (16:40);-0.3 (08:40);5.5;0;0;0;0;0;0;0
Alcala de Henares;28051-28031-28052;2017;1;3;Madrid;11.6 (16:10);-1.1 (09:00);5.3;17 (15:20);12 (15:20);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;1;3;Madrid;12.5 (16:40);-0.1 (06:20);6.2;9 (23:20);6 (23:20);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;1;3;Madrid;7.7 (15:10);1.0 (07:30);4.3;26 (13:00);10 (07:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;1;3;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;1;3;Madrid;11.8 (16:10);-0.8 (06:30);5.5;0;0;0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;1;3;Madrid;10.2 (16:40);2.4 (06:50);6.3;12 (15:10);4 (10:30);0;0;0;0;0
Tielmes;28049-28054-28053;2017;1;3;Madrid;11.1 (15:50);-0.5 (06:40);5.3;0;0;0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;1;3;Madrid;8.0 (15:00);0.9 (07:50);4.4;32 (23:59);24 (23:59);0;0;0;0;
Alpedrete;28018-28010-28008;2017;1;3;Madrid;12.5 (16:40);0.5 (09:00);6.5;12 (13:00);5 (13:10);0;0;0;0;
Rozas de Puerto Real;28017-28007;2017;1;3;Madrid;10.1 (13:50);1.7 (01:50);5.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;1;3;Madrid;0;0;0;14 (16:10);9 (16:20);0;0;0;0;
Valdemorillo;28015;2017;1;3;Madrid;3.6 (14:20);-1.9 (05:50);0.8;10 (00:10);6 (02:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;1;4;Madrid;3.6 (14:00);0.9 (05:40);2.2;33 (14:50);19 (16:10);0.2;0;0.2;0;0
Aranjuez;28025-28041-28054;2017;1;4;Madrid;9.7 (16:50);-0.8 (06:50);4.4;15 (03:20);9 (04:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;4;Madrid;11.4 (15:10);1.7 (02:00);6.5;32 (14:40);10 (13:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;4;Madrid;12.0 (13:10);2.4 (01:10);7.2;32 (21:30);15 (13:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;4;Madrid;5.4 (12:50);2.6 (07:20);4;39 (16:20);12 (22:40);1.1;0;1.1;0;0
Madrid. El Goloso;28029-28036-28046;2017;1;4;Madrid;12.7 (16:20);-0.5 (04:30);6.1;16 (15:10);7 (15:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;1;4;Madrid;11.8 (15:00);-1.3 (08:10);5.3;42 (14:10);17 (16:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;1;4;Madrid;12.5 (15:10);-2.5 (08:30);5;18 (16:10);13 (16:00);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;1;4;Madrid;11.2 (17:10);-1.1 (08:30);5;18 (13:40);12 (13:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;1;4;Madrid;12.1 (16:10);2.9 (08:50);7.5;31 (16:20);15 (17:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;1;4;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;1;4;Madrid;14.2 (16:00);-1.5 (06:00);6.3;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;1;4;Madrid;11.9 (15:50);2.9 (09:20);7.4;13 (15:10);7 (15:10);0;0;0;0;0
Tielmes;28002-28003-28043;2017;1;4;Madrid;10.2 (13:10);-1.5 (08:50);4.3;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;1;4;Madrid;4.5 (13:10);2.1 (00:20);3.3;59 (21:40);41 (21:40);0;0;0;0;
Alpedrete;28019-28014-28012;2017;1;4;Madrid;14.0 (12:40);3.5 (08:30);8.8;34 (19:40);18 (14:30);0;0;0;0;
Torrelodones;28018-28010-28008;2017;1;4;Madrid;14.2 (16:10);2.7 (06:20);8.4;34 (15:50);18 (15:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;1;4;Madrid;10.3 (15:10);3.6 (10:00);7;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;1;4;Madrid;0;0;0;30 (06:50);13 (08:20);0;0;0;0;
Valdemorillo;28015;2017;1;4;Madrid;13.0 (16:20);2.5 (06:40);7.8;32 (18:10);17 (17:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;1;5;Madrid;4.9 (15:40);-1.4 (08:30);1.8;33 (01:10);23 (01:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;1;5;Madrid;12.0 (16:40);0.1 (23:30);6.1;14 (01:50);8 (16:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;5;Madrid;15.5 (15:50);-3.0 (23:59);6.3;19 (00:10);5 (00:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;5;Madrid;13.3 (13:20);-0.7 (23:59);6.3;47 (09:30);24 (09:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;5;Madrid;7.0 (15:50);0.0 (23:30);3.5;39 (08:30);12 (09:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;1;5;Madrid;8.0 (16:50);0.2 (23:59);4.1;10 (13:10);6 (19:20);0.2;0.2;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;1;5;Madrid;11.5 (16:40);0.0 (23:40);5.8;22 (00:50);11 (19:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;1;5;Madrid;12.3 (17:00);-1.8 (23:59);5.3;11 (04:50);8 (05:00);0.2;0.2;0;0;0
Arganda del Rey;28051-28031-28052;2017;1;5;Madrid;12.8 (17:00);1.2 (23:59);7;10 (07:40);7 (07:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;1;5;Madrid;12.0 (15:00);3.2 (09:30);7.6;14 (12:00);9 (22:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;1;5;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;1;5;Madrid;11.5 (16:50);-0.9 (23:40);5.3;0;0;0.4;0.2;0.2;0;0
Madrid. Retiro;28001-28004-28009;2017;1;5;Madrid;0;0;0;0;0;0;0;0;0;
Tielmes;28002-28003-28043;2017;1;5;Madrid;11.9 (16:10);0.2 (10:00);6;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;1;5;Madrid;5.5 (14:50);-0.9 (23:50);2.3;59 (02:30);41 (00:10);0;0;0;0;
Alpedrete;28019-28014-28012;2017;1;5;Madrid;15.8 (15:00);2.3 (06:30);9.1;23 (17:20);13 (17:20);0;0;0;0;
Torrelodones;28018-28010-28008;2017;1;5;Madrid;13.6 (16:50);0.7 (09:10);7.2;16 (11:50);12 (22:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;1;5;Madrid;11.3 (12:50);4.3 (05:50);7.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;1;5;Madrid;0;0;0;32 (02:20);16 (02:20);0;0;0;0;
Valdemorillo;28015;2017;1;5;Madrid;13.0 (16:30);0.9 (09:30);6.9;22 (00:30);12 (00:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;1;6;Madrid;9.5 (13:40);1.4 (20:50);5.4;30 (05:00);19 (05:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;1;6;Madrid;12.7 (16:00);-3.4 (09:30);4.6;16 (23:00);10 (23:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;6;Madrid;14.2 (14:10);-5.4 (08:30);4.4;17 (15:10);8 (15:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;6;Madrid;12.0 (13:10);-5.7 (06:50);3.2;15 (14:00);9 (14:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;6;Madrid;10.6 (14:20);-0.8 (06:20);4.9;16 (14:50);11 (15:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;1;6;Madrid;10.1 (13:40);-3.1 (09:10);3.5;17 (13:20);9 (13:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;1;6;Madrid;12.2 (16:40);-3.5 (09:00);4.3;18 (13:40);11 (06:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;1;6;Madrid;12.7 (17:40);-6.0 (08:00);3.3;12 (11:00);8 (11:00);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;1;6;Madrid;13.1 (16:20);-3.7 (06:50);4.7;11 (21:50);6 (10:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;1;6;Madrid;10.0 (13:50);2.4 (08:20);6.2;15 (15:50);12 (11:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;1;6;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;1;6;Madrid;12.4 (16:00);-4.3 (08:40);4;0;0;0.2;0;0.2;0;0
Madrid. Retiro;28001-28004-28009;2017;1;6;Madrid;0;0;0;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;1;6;Madrid;12.5 (16:20);-3.2 (09:00);4.6;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;1;6;Madrid;8.2 (14:30);-0.9 (00:10);3.6;25 (10:10);18 (20:50);0;0;0;0;
Alpedrete;28019-28014-28012;2017;1;6;Madrid;14.6 (13:50);-0.2 (06:10);7.2;13 (14:30);7 (14:10);0;0;0;0;
Torrelodones;28018-28010-28008;2017;1;6;Madrid;11.7 (15:10);0.2 (05:40);5.9;19 (14:00);11 (13:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;1;6;Madrid;11.7 (14:40);1.2 (07:10);6.4;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;1;6;Madrid;0;0;0;15 (13:50);10 (13:50);0;0;0;0;
Valdemorillo;28015;2017;1;6;Madrid;11.3 (16:10);0.4 (07:40);5.9;18 (22:00);12 (22:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;1;7;Madrid;9.9 (13:00);1.7 (06:50);5.8;22 (03:20);15 (03:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;1;7;Madrid;12.3 (16:40);-4.6 (08:00);3.9;17 (00:40);10 (00:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;7;Madrid;13.7 (15:00);-7.5 (08:00);3.1;13 (15:40);5 (15:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;7;Madrid;11.6 (14:30);-8.1 (07:30);1.8;13 (14:40);6 (11:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;7;Madrid;9.2 (15:00);0.0 (04:40);4.6;27 (15:30);5 (00:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;1;7;Madrid;11.0 (16:20);-4.9 (08:20);3;8 (12:30);4 (12:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;1;7;Madrid;11.6 (16:20);-4.7 (08:00);3.5;0;0;0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;1;7;Madrid;13.1 (16:20);-5.5 (08:10);3.8;15 (10:50);11 (10:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;1;7;Madrid;13.6 (16:30);-3.4 (08:30);5.1;12 (11:10);8 (11:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;1;7;Madrid;9.6 (16:20);1.6 (09:00);5.6;13 (12:50);8 (14:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;1;7;Madrid;12.4 (16:10);-3.8 (07:30);4.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;1;7;Madrid;12.6 (15:10);-5.3 (08:20);3.7;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;1;7;Madrid;10.4 (15:00);0.8 (09:10);5.6;14 (00:10);5 (00:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;1;7;Madrid;12.9 (16:20);-4.3 (08:20);4.3;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;1;7;Madrid;8.2 (14:20);0.5 (19:40);4.3;22 (15:00);15 (14:30);0;0;0;0;
Alpedrete;28019-28014-28012;2017;1;7;Madrid;15.1 (14:50);-1.8 (08:10);6.7;12 (16:20);6 (16:20);0;0;0;0;
Torrelodones;28018-28010-28008;2017;1;7;Madrid;12.3 (15:30);-2.0 (08:20);5.2;15 (14:40);7 (16:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;1;7;Madrid;11.9 (15:10);0.1 (05:00);6;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;1;7;Madrid;0;0;0;12 (16:30);8 (14:50);0;0;0;0;
Valdemorillo;28015;2017;1;7;Madrid;11.9 (16:10);-0.8 (07:50);5.5;13 (01:30);9 (01:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;1;8;Madrid;10.1 (13:10);-0.8 (23:59);4.7;28 (22:00);17 (18:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;1;8;Madrid;11.3 (16:40);-6.2 (07:10);2.6;12 (00:20);7 (00:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;8;Madrid;16.1 (15:20);-6.6 (07:50);4.8;15 (16:30);8 (16:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;8;Madrid;15.4 (13:10);-6.6 (06:50);4.4;32 (16:40);15 (16:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;8;Madrid;9.6 (13:10);-0.9 (23:59);4.4;22 (15:10);8 (15:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;1;8;Madrid;12.7 (16:10);-4.5 (08:50);4.1;10 (13:30);5 (19:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;1;8;Madrid;14.1 (16:40);-4.5 (08:20);4.8;0;0;0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;1;8;Madrid;14.7 (16:50);-6.2 (09:00);4.3;12 (05:20);8 (03:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;1;8;Madrid;13.7 (17:00);-5.6 (08:40);4;10 (14:40);6 (17:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;1;8;Madrid;11.8 (14:10);1.8 (02:30);6.8;14 (15:10);9 (20:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;1;8;Madrid;14.0 (15:50);-3.6 (07:50);5.2;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;1;8;Madrid;15.2 (16:20);-5.3 (08:10);4.9;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;1;8;Madrid;11.8 (16:00);0.4 (08:40);6.1;20 (21:40);8 (22:00);0;0;0;0;0
Tielmes;28002-28003-28043;2017;1;8;Madrid;12.3 (15:10);-5.8 (08:40);3.3;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;1;8;Madrid;8.9 (13:00);-0.6 (23:00);4.1;33 (23:40);25 (23:40);0;0;0;0;
Alpedrete;28019-28014-28012;2017;1;8;Madrid;18.2 (14:50);-0.9 (07:10);8.7;15 (16:20);9 (16:30);0;0;0;0;
Torrelodones;28018-28010-28008;2017;1;8;Madrid;14.0 (15:50);-1.1 (06:50);6.4;19 (19:30);11 (19:30);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;1;8;Madrid;13.0 (15:10);-0.1 (05:50);6.4;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;1;8;Madrid;0;0;0;12 (16:40);9 (16:20);0;0;0;0;
Valdemorillo;28015;2017;1;8;Madrid;13.2 (16:10);-0.3 (06:30);6.4;18 (20:50);11 (20:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;1;9;Madrid;6.6 (13:00);-2.0 (06:00);2.3;32 (19:10);19 (01:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;1;9;Madrid;13.4 (16:10);-4.7 (07:00);4.3;14 (15:00);8 (15:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;9;Madrid;15.0 (14:00);-5.1 (07:30);5;19 (16:10);9 (16:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;9;Madrid;12.9 (14:40);-3.9 (07:40);4.5;39 (23:50);24 (23:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;9;Madrid;4.6 (15:30);-2.8 (09:10);0.9;29 (14:20);9 (13:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;1;9;Madrid;11.6 (16:50);-2.9 (07:40);4.4;11 (13:30);5 (02:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;1;9;Madrid;13.3 (16:40);-3.5 (06:20);4.9;24 (12:30);13 (01:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;1;9;Madrid;13.4 (16:00);-5.4 (08:50);4;15 (15:20);9 (11:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;1;9;Madrid;13.7 (16:10);-4.2 (08:20);4.8;12 (15:40);7 (16:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;1;9;Madrid;10.0 (15:50);0.6 (07:30);5.3;21 (17:00);11 (05:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;1;9;Madrid;13.2 (16:20);-3.0 (08:00);5.1;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;1;9;Madrid;14.1 (16:20);-4.0 (06:20);5.1;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;1;9;Madrid;11.4 (16:00);1.2 (07:40);6.3;12 (15:30);5 (10:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;1;9;Madrid;13.9 (14:20);-4.4 (07:50);4.7;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;1;9;Madrid;4.2 (14:00);-5.1 (08:10);-0.5;44 (22:20);32 (22:20);0;0;0;0;
Alpedrete;28019-28014-28012;2017;1;9;Madrid;14.3 (16:20);-0.3 (08:40);7;27 (22:20);15 (22:20);0;0;0;0;
Torrelodones;28018-28010-28008;2017;1;9;Madrid;12.9 (15:30);0.1 (08:40);6.5;26 (21:30);14 (03:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;1;9;Madrid;11.1 (16:00);2.1 (09:00);6.6;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;1;9;Madrid;0;0;0;43 (21:00);26 (21:00);0;0;0;0;
Valdemorillo;28015;2017;1;9;Madrid;11.8 (15:20);0.3 (08:40);6.1;15 (23:40);9 (23:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;1;10;Madrid;0.4 (01:10);-2.4 (10:10);-1;56 (10:10);34 (10:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;1;10;Madrid;13.4 (15:10);-2.1 (01:00);5.6;16 (16:20);9 (16:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;1;10;Madrid;6.7 (20:10);-1.4 (00:40);2.6;53 (10:30);15 (10:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;1;10;Madrid;6.8 (09:10);2.9 (01:40);4.9;68 (23:30);32 (23:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;1;10;Madrid;2.2 (21:00);-1.3 (01:30);0.5;55 (22:30);15 (23:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;1;10;Madrid;10.6 (15:20);0.3 (00:00);5.5;22 (19:30);8 (14:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;1;10;Madrid;12.1 (15:00);-0.2 (00:20);6;32 (16:50);21 (16:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;1;10;Madrid;0;0;0;0;0;0;0;0;0;
