Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Robledo de Chavela;28016-28006;2017;5;1;Madrid;17.9 (16:50);3.9 (07:20);10.9;44 (00:30);19 (00:30);0;0;0;0;0
Valdemorillo;28015;2017;5;1;Madrid;17.3 (16:30);2.0 (07:10);9.6;43 (00:10);23 (01:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;2;Madrid;13.9 (17:00);2.7 (05:40);8.3;26 (16:30);11 (15:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;5;2;Madrid;25.1 (19:20);6.0 (06:10);15.6;22 (09:10);15 (09:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;5;2;Madrid;20.4 (18:40);1.4 (03:50);10.9;25 (13:00);11 (13:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;2;Madrid;19.4 (17:40);1.8 (03:50);10.6;25 (13:10);12 (14:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;5;2;Madrid;17.7 (18:00);3.8 (02:00);10.8;23 (13:00);6 (16:40);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;5;2;Madrid;21.4 (19:50);7.0 (04:40);14.2;26 (15:00);10 (15:00);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;5;2;Madrid;24.6 (17:40);5.8 (04:50);15.2;35 (13:00);16 (19:20);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;5;2;Madrid;0;0;0;0;0;0;0;0;0;
Alcala de Henares;28051-28031-28052;2017;5;2;Madrid;24.9 (16:50);5.6 (05:00);15.2;26 (16:50);12 (17:50);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;5;2;Madrid;21.0 (18:30);8.4 (04:20);14.7;24 (13:50);13 (13:40);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;5;2;Madrid;24.7 (16:30);6.3 (04:40);15.5;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;5;2;Madrid;24.5 (18:30);4.4 (04:30);14.5;0;0;0.2;0.2;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;5;2;Madrid;23.9 (16:00);9.4 (05:10);16.6;23 (20:00);9 (18:10);0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;5;2;Madrid;23.8 (17:00);4.6 (06:00);14.2;0;0;0;0;0;0;0
Tielmes;28049-28054-28053;2017;5;2;Madrid;16.8 (16:50);3.1 (03:20);9.9;32 (13:00);18 (12:20);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;5;2;Madrid;22.8 (17:00);7.4 (02:00);15.1;26 (16:40);14 (18:10);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;5;2;Madrid;24.2 (17:10);7.9 (00:30);16.1;31 (14:30);14 (05:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;5;2;Madrid;20.8 (17:30);6.2 (03:50);13.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;5;2;Madrid;22.5 (17:50);7.2 (07:40);14.8;32 (16:40);16 (18:00);0;0;0;0;0
Valdemorillo;28015;2017;5;2;Madrid;23.3 (19:00);8.6 (07:50);15.9;25 (14:10);12 (18:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;3;Madrid;17.6 (18:20);6.4 (03:10);12;23 (19:30);15 (21:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;5;3;Madrid;28.1 (18:10);9.1 (05:30);18.6;27 (04:30);14 (04:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;5;3;Madrid;23.8 (17:40);2.0 (07:20);12.9;27 (14:30);11 (13:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;3;Madrid;22.4 (16:50);2.5 (06:00);12.4;23 (18:00);12 (14:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;5;3;Madrid;19.6 (18:00);6.4 (05:10);13;21 (17:00);10 (20:00);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;5;3;Madrid;24.1 (18:40);9.2 (07:20);16.7;28 (16:00);11 (18:40);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;5;3;Madrid;27.0 (17:50);7.9 (07:00);17.5;37 (20:10);15 (19:50);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;5;3;Madrid;0;0;0;0;0;0;0;0;0;
Alcala de Henares;28051-28031-28052;2017;5;3;Madrid;27.6 (17:40);8.0 (07:20);17.8;19 (18:20);10 (18:40);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;5;3;Madrid;22.7 (17:10);10.6 (05:30);16.7;28 (15:00);13 (01:50);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;5;3;Madrid;26.8 (16:20);10.7 (07:00);18.7;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;5;3;Madrid;26.9 (18:00);7.2 (07:10);17;0;0;0;0;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;5;3;Madrid;26.7 (16:40);12.3 (07:30);19.5;24 (19:10);11 (05:30);0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;5;3;Madrid;26.8 (17:20);7.5 (07:50);17.1;0;0;0;0;0;0;0
Tielmes;28049-28054-28053;2017;5;3;Madrid;19.2 (16:30);7.9 (07:30);13.6;26 (12:10);14 (12:10);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;5;3;Madrid;25.9 (18:20);9.0 (07:20);17.4;26 (17:50);9 (15:40);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;5;3;Madrid;26.2 (16:30);8.3 (07:30);17.3;34 (15:20);14 (00:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;5;3;Madrid;23.4 (18:40);9.8 (06:10);16.6;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;5;3;Madrid;24.7 (18:30);8.8 (07:30);16.8;26 (15:00);13 (16:10);0;0;0;0;0
Valdemorillo;28015;2017;5;3;Madrid;25.1 (16:50);10.2 (07:00);17.7;23 (15:00);14 (03:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;4;Madrid;0;0;0;0;0;0;0;0;0;0
Aranjuez;28025-28041-28054;2017;5;4;Madrid;28.6 (17:50);11.7 (06:50);20.2;33 (23:50);21 (23:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;5;4;Madrid;22.1 (13:30);4.2 (06:30);13.2;16 (14:30);8 (13:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;4;Madrid;21.7 (14:40);4.5 (07:00);13.1;22 (14:40);10 (14:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;5;4;Madrid;18.3 (14:30);8.3 (06:50);13.3;32 (22:30);14 (23:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;5;4;Madrid;24.3 (18:40);10.2 (06:10);17.2;15 (23:20);6 (17:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;5;4;Madrid;27.1 (17:20);9.8 (05:40);18.5;28 (12:20);12 (23:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;5;4;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;5;4;Madrid;28.3 (18:10);12.5 (07:20);20.4;24 (01:50);12 (01:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;5;4;Madrid;22.4 (18:00);11.4 (07:10);16.9;30 (13:40);10 (19:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;5;4;Madrid;26.1 (17:50);11.3 (05:50);18.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;5;4;Madrid;26.7 (17:30);8.5 (06:30);17.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;5;4;Madrid;26.2 (17:40);14.5 (08:00);20.4;19 (22:10);10 (22:10);0;0;0;0;0
Tielmes;28002-28003-28043;2017;5;4;Madrid;27.5 (17:40);10.4 (07:40);18.9;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;5;4;Madrid;17.5 (18:10);9.1 (07:10);13.3;38 (23:59);21 (20:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;5;4;Madrid;25.7 (17:30);10.2 (06:30);18;22 (23:30);11 (23:59);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;5;4;Madrid;26.0 (17:40);10.8 (05:50);18.4;30 (22:50);18 (22:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;5;4;Madrid;23.0 (18:20);11.1 (07:30);17.1;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;5;4;Madrid;23.9 (16:50);12.0 (04:20);17.9;20 (21:20);11 (11:30);0;0;0;0;0
Valdemorillo;28015;2017;5;4;Madrid;24.5 (18:10);11.4 (07:10);17.9;21 (09:50);11 (07:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;5;Madrid;12.1 (00:10);0.5 (22:20);6.3;68 (12:40);38 (16:00);19.4;0;0.4;7.2;11.8
Aranjuez;28025-28041-28054;2017;5;5;Madrid;25.6 (14:30);11.5 (23:40);18.6;56 (20:00);28 (19:50);1.6;0;0;0.5;1.1
Rascafría;28034-28035-28040;2017;5;5;Madrid;18.9 (13:30);5.8 (22:30);12.3;37 (19:10);13 (19:10);8.4;0;0.4;2.2;5.8
Buitrago del Lozoya;28003-28045-28044;2017;5;5;Madrid;18.6 (14:50);7.0 (23:40);12.8;41 (17:20);23 (19:50);2.7;0;0;0;2.7
Somosierra;28020-28021-28024;2017;5;5;Madrid;15.9 (02:40);3.7 (22:30);9.8;58 (15:10);25 (15:20);7.4;0;0.8;0.7;5.9
Madrid. El Goloso;28029-28036-28046;2017;5;5;Madrid;21.5 (14:30);9.6 (23:59);15.6;41 (14:30);15 (14:30);1;0;0.6;0;0.4
Madrid Aeropuerto;28055-28050-28033;2017;5;5;Madrid;24.9 (14:40);11.9 (23:59);18.4;63 (21:20);43 (21:10);0.5;0.2;0;0;0.3
Alcala de Henares;28022-28027-28037;2017;5;5;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;5;5;Madrid;24.8 (14:50);11.4 (23:40);18.1;58 (20:50);37 (20:40);0.4;0;0;0;0.4
Colmenar Viejo;28039-28038-28032;2017;5;5;Madrid;18.7 (14:20);7.3 (22:30);13;49 (16:00);27 (15:30);1.9;0;1.2;0.3;0.4
Madrid. Ciudad Universitaria;28011-28013-28005;2017;5;5;Madrid;22.4 (13:30);10.0 (23:00);16.2;0;0;0.7;0;0.2;0;0.5
Pozuelo de Alarcón;28030-28028-28026;2017;5;5;Madrid;22.1 (14:20);10.2 (23:30);16.2;0;0;2.2;0;1;0.4;0.8
Madrid. Retiro;28001-28004-28009;2017;5;5;Madrid;23.0 (14:10);11.6 (22:50);17.3;49 (20:10);20 (20:00);0.2;0;0;0;0.2
Tielmes;28002-28003-28043;2017;5;5;Madrid;24.7 (15:30);11.7 (23:59);18.2;0;0;1.2;0;0;0.2;1
Puerto Alto del León;28049-28054-28053;2017;5;5;Madrid;13.6 (00:00);2.8 (21:50);8.2;58 (20:50);34 (21:40);7.4;0;0.4;1.6;5.4
Alpedrete;28019-28014-28012;2017;5;5;Madrid;19.5 (01:00);9.0 (23:30);14.3;35 (14:50);18 (19:50);3.8;0;0.4;1.4;2
Torrelodones;28018-28010-28008;2017;5;5;Madrid;20.8 (13:40);8.9 (23:20);14.8;46 (14:40);25 (15:40);3.2;0;0.7;0.8;1.7
Rozas de Puerto Real;28017-28007;2017;5;5;Madrid;19.5 (00:30);7.9 (22:10);13.7;0;0;2.8;0;0;1;1.8
Robledo de Chavela;28016-28006;2017;5;5;Madrid;19.7 (13:10);9.3 (22:10);14.5;42 (18:50);23 (13:30);1.5;0;0.2;0.1;1.2
Valdemorillo;28015;2017;5;5;Madrid;19.1 (00:00);8.7 (23:59);13.9;39 (14:20);24 (14:20);4.4;0;0.6;1.8;2
Puerto de Navacerrada;28048-28047-28023;2017;5;6;Madrid;12.1 (16:30);-0.8 (07:20);5.7;40 (00:10);19 (08:50);0.2;0.2;0;0;0
Aranjuez;28025-28041-28054;2017;5;6;Madrid;22.0 (18:30);8.1 (07:30);15.1;32 (18:10);15 (18:10);0.2;0.2;0;0;0
Rascafría;28034-28035-28040;2017;5;6;Madrid;17.4 (17:40);3.0 (07:30);10.2;28 (16:40);11 (11:50);1.2;1;0.2;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;6;Madrid;18.1 (17:00);2.1 (07:40);10.1;34 (13:10);15 (18:00);0.3;0.3;0;0;0
Somosierra;28020-28021-28024;2017;5;6;Madrid;15.1 (18:00);2.7 (07:00);8.9;27 (17:20);11 (13:40);0.4;0.4;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;5;6;Madrid;18.7 (17:10);7.8 (07:20);13.3;24 (16:50);11 (17:00);0.2;0.2;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;5;6;Madrid;21.8 (18:00);7.9 (07:30);14.8;46 (17:30);23 (00:50);0.1;0.1;0;0;0
Alcala de Henares;28022-28027-28037;2017;5;6;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;5;6;Madrid;21.7 (17:10);8.3 (07:30);15;34 (16:00);21 (17:20);0.2;0.2;0;0;0
Colmenar Viejo;28039-28038-28032;2017;5;6;Madrid;17.9 (16:30);4.7 (05:40);11.3;30 (16:10);13 (18:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;5;6;Madrid;22.0 (17:40);8.3 (07:40);15.2;0;0;0.2;0.2;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;5;6;Madrid;20.3 (19:30);8.8 (07:40);14.5;0;0;0.2;0.2;0;0;0
Madrid. Retiro;28001-28004-28009;2017;5;6;Madrid;21.0 (15:40);9.6 (07:40);15.3;30 (18:00);11 (16:00);0.1;0.1;0;0;0
Tielmes;28002-28003-28043;2017;5;6;Madrid;21.2 (16:50);7.7 (07:40);14.5;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;5;6;Madrid;14.3 (17:20);0.6 (07:40);7.5;40 (09:00);28 (09:00);0.2;0.2;0;0;0
Alpedrete;28019-28014-28012;2017;5;6;Madrid;19.2 (20:00);6.0 (05:40);12.6;23 (09:40);12 (09:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;5;6;Madrid;19.3 (18:10);5.0 (07:20);12.1;30 (14:00);11 (17:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;5;6;Madrid;15.9 (18:20);6.7 (06:10);11.3;0;0;0.2;0.2;0;0;0
Robledo de Chavela;28016-28006;2017;5;6;Madrid;19.4 (19:00);3.8 (07:40);11.6;33 (16:40);20 (16:20);0;0;0;0;0
Valdemorillo;28015;2017;5;6;Madrid;19.0 (16:10);5.2 (07:40);12.1;28 (16:40);17 (16:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;7;Madrid;16.0 (16:50);3.4 (02:30);9.7;28 (15:40);12 (00:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;5;7;Madrid;28.2 (17:50);5.9 (07:30);17.1;27 (16:20);11 (12:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;5;7;Madrid;23.3 (19:10);2.0 (07:10);12.6;23 (14:20);9 (16:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;7;Madrid;23.3 (18:10);3.3 (05:50);13.3;20 (12:50);9 (14:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;5;7;Madrid;20.2 (17:50);3.9 (06:40);12.1;27 (18:10);7 (11:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;5;7;Madrid;23.8 (18:20);8.4 (07:30);16.1;19 (16:00);8 (17:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;5;7;Madrid;26.7 (18:10);6.8 (06:30);16.8;26 (10:40);17 (16:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;5;7;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;5;7;Madrid;28.2 (17:20);7.3 (07:20);17.8;21 (15:20);12 (15:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;5;7;Madrid;22.4 (19:10);9.3 (07:30);15.8;22 (14:40);12 (16:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;5;7;Madrid;26.5 (17:00);6.5 (07:40);16.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;5;7;Madrid;26.8 (18:50);5.7 (06:50);16.2;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;5;7;Madrid;26.4 (16:10);12.3 (07:10);19.3;22 (10:20);12 (10:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;5;7;Madrid;26.4 (16:30);7.1 (07:30);16.7;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;5;7;Madrid;19.2 (19:30);4.4 (06:10);11.8;24 (14:00);16 (02:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;5;7;Madrid;26.3 (18:40);7.5 (06:50);16.9;17 (15:30);8 (03:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;5;7;Madrid;25.9 (18:00);6.8 (07:00);16.3;24 (02:30);13 (23:59);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;5;7;Madrid;23.2 (17:40);8.4 (07:10);15.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;5;7;Madrid;25.0 (18:00);7.2 (07:10);16.1;31 (01:20);15 (01:30);0;0;0;0;0
Valdemorillo;28015;2017;5;7;Madrid;25.1 (19:30);9.1 (07:30);17.1;25 (18:20);12 (02:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;8;Madrid;16.0 (16:50);3.4 (02:30);9.7;28 (15:40);12 (00:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;5;8;Madrid;28.2 (17:50);5.9 (07:30);17.1;27 (16:20);11 (12:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;5;8;Madrid;23.3 (19:10);2.0 (07:10);12.6;23 (14:20);9 (16:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;8;Madrid;23.3 (18:10);3.3 (05:50);13.3;20 (12:50);9 (14:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;5;8;Madrid;20.2 (17:50);3.9 (06:40);12.1;27 (18:10);7 (11:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;5;8;Madrid;23.8 (18:20);8.4 (07:30);16.1;19 (16:00);8 (17:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;5;8;Madrid;26.7 (18:10);6.8 (06:30);16.8;26 (10:40);17 (16:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;5;8;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;5;8;Madrid;28.2 (17:20);7.3 (07:20);17.8;21 (15:20);12 (15:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;5;8;Madrid;22.4 (19:10);9.3 (07:30);15.8;22 (14:40);12 (16:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;5;8;Madrid;26.5 (17:00);6.5 (07:40);16.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;5;8;Madrid;26.8 (18:50);5.7 (06:50);16.2;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;5;8;Madrid;26.4 (16:10);12.3 (07:10);19.3;22 (10:20);12 (10:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;5;8;Madrid;26.4 (16:30);7.1 (07:30);16.7;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;5;8;Madrid;19.2 (19:30);4.4 (06:10);11.8;24 (14:00);16 (02:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;5;8;Madrid;26.3 (18:40);7.5 (06:50);16.9;17 (15:30);8 (03:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;5;8;Madrid;25.9 (18:00);6.8 (07:00);16.3;24 (02:30);13 (23:59);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;5;8;Madrid;23.2 (17:40);8.4 (07:10);15.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;5;8;Madrid;25.0 (18:00);7.2 (07:10);16.1;31 (01:20);15 (01:30);0;0;0;0;0
Valdemorillo;28015;2017;5;8;Madrid;25.1 (19:30);9.1 (07:30);17.1;25 (18:20);12 (02:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;9;Madrid;17.0 (13:10);7.7 (23:59);12.3;57 (16:30);29 (17:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;5;9;Madrid;29.7 (16:50);12.0 (07:00);20.9;35 (17:10);14 (17:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;5;9;Madrid;24.2 (16:10);5.6 (07:00);14.9;29 (18:10);10 (14:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;9;Madrid;23.7 (16:10);6.8 (06:40);15.3;33 (14:00);17 (18:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;5;9;Madrid;20.1 (18:20);9.4 (23:59);14.8;42 (17:30);19 (14:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;5;9;Madrid;26.0 (16:40);12.5 (07:30);19.3;33 (19:00);12 (15:40);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;5;9;Madrid;29.5 (16:20);10.7 (07:30);20.1;59 (17:30);38 (19:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;5;9;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;5;9;Madrid;29.6 (15:30);10.6 (07:30);20.1;48 (19:30);33 (19:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;5;9;Madrid;23.7 (16:10);14.8 (23:59);19.3;46 (17:20);27 (19:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;5;9;Madrid;29.8 (17:00);12.8 (06:10);21.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;5;9;Madrid;27.7 (16:00);9.4 (06:50);18.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;5;9;Madrid;28.8 (15:30);16.1 (07:10);22.4;48 (19:00);20 (19:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;5;9;Madrid;29.4 (15:30);11.0 (08:10);20.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;5;9;Madrid;19.7 (17:10);9.5 (23:59);14.6;46 (21:30);23 (21:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;5;9;Madrid;25.4 (17:00);13.0 (07:20);19.2;31 (18:00);15 (02:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;5;9;Madrid;27.2 (16:30);14.9 (04:30);21.1;50 (18:40);26 (19:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;5;9;Madrid;23.1 (16:20);12.4 (05:00);17.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;5;9;Madrid;25.4 (15:40);11.9 (07:10);18.6;41 (19:30);21 (18:20);0;0;0;0;0
Valdemorillo;28015;2017;5;9;Madrid;25.8 (16:50);13.5 (06:50);19.6;41 (20:30);25 (20:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;5;10;Madrid;16.0 (16:50);3.4 (02:30);9.7;28 (15:40);12 (00:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;5;10;Madrid;28.2 (17:50);5.9 (07:30);17.1;27 (16:20);11 (12:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;5;10;Madrid;23.3 (19:10);2.0 (07:10);12.6;23 (14:20);9 (16:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;5;10;Madrid;23.3 (18:10);3.3 (05:50);13.3;20 (12:50);9 (14:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;5;10;Madrid;20.2 (17:50);3.9 (06:40);12.1;27 (18:10);7 (11:10);0;0;0;0;0
