Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Buitrago del Lozoya;28003-28045-28044;2017;8;10;Madrid;23.3 (19:00);3.6 (07:10);13.4;39 (00:50);18 (00:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;10;Madrid;20.6 (18:10);2.8 (06:50);11.7;42 (00:40);19 (00:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;10;Madrid;0;0;0;0;0;0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;10;Madrid;27.8 (18:30);11.5 (07:40);19.6;48 (00:50);26 (22:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;10;Madrid;29.0 (18:10);11.5 (07:30);20.3;40 (00:20);22 (10:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;10;Madrid;23.9 (19:00);7.8 (06:50);15.8;49 (01:10);26 (01:10);0.5;0;0;0.5;0
Colmenar Viejo;28039-28038-28032;2017;8;10;Madrid;27.7 (17:40);11.1 (07:00);19.4;49 (00:50);23 (02:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;10;Madrid;27.6 (18:20);10.9 (07:40);19.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;10;Madrid;27.0 (16:40);12.6 (08:00);19.8;58 (01:30);23 (00:30);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;10;Madrid;27.2 (18:10);12.3 (07:20);19.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;10;Madrid;20.3 (17:40);2.3 (06:30);11.3;40 (02:30);29 (02:20);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;10;Madrid;26.2 (17:20);8.3 (07:30);17.3;33 (19:00);19 (18:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;10;Madrid;27.7 (17:30);7.8 (07:50);17.8;32 (00:20);15 (00:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;10;Madrid;25.1 (17:40);11.0 (07:30);18.1;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;10;Madrid;26.8 (18:20);6.9 (07:20);16.8;13 (16:00);2 (20:10);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;10;Madrid;27.5 (19:10);9.8 (07:10);18.7;37 (21:20);19 (22:30);0;0;0;0;0
Valdemorillo;28015;2017;8;10;Madrid;27.5 (19:10);9.8 (07:10);18.7;37 (21:20);19 (22:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;11;Madrid;19.5 (16:20);8.3 (07:50);13.9;27 (19:30);18 (21:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;11;Madrid;31.0 (17:40);11.9 (08:00);21.4;27 (00:20);14 (02:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;11;Madrid;26.6 (16:10);3.3 (07:40);15;24 (17:20);10 (14:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;11;Madrid;26.3 (18:00);6.3 (07:50);16.3;31 (13:10);15 (13:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;11;Madrid;22.8 (18:10);6.5 (05:10);14.6;28 (12:40);9 (09:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;11;Madrid;27.2 (19:50);10.8 (07:30);19;22 (21:30);10 (23:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;11;Madrid;30.2 (19:10);12.8 (07:10);21.5;35 (00:20);17 (00:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;11;Madrid;31.4 (18:20);13.5 (07:50);22.4;31 (00:10);18 (00:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;11;Madrid;26.6 (17:30);8.5 (07:00);17.6;34 (12:40);19 (01:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;11;Madrid;30.2 (17:40);12.3 (07:50);21.3;54 (00:50);23 (01:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;11;Madrid;30.2 (19:00);12.5 (07:40);21.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;11;Madrid;29.1 (16:10);13.5 (08:20);21.3;45 (01:20);15 (01:00);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;11;Madrid;30.1 (17:10);14.0 (07:50);22.1;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;11;Madrid;22.9 (19:00);6.9 (05:40);14.9;40 (17:20);25 (16:10);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;11;Madrid;29.3 (18:00);9.9 (07:10);19.6;32 (18:20);18 (17:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;11;Madrid;30.3 (18:50);10.1 (08:00);20.2;28 (05:20);16 (20:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;11;Madrid;27.6 (17:20);10.0 (08:10);18.8;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;11;Madrid;30.0 (17:50);11.2 (07:50);20.6;9 (10:40);2 (19:20);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;11;Madrid;30.0 (18:20);11.7 (07:50);20.8;29 (20:20);17 (21:40);0;0;0;0;0
Valdemorillo;28015;2017;8;11;Madrid;30.0 (18:20);11.7 (07:50);20.8;29 (20:20);17 (21:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;12;Madrid;23.7 (15:50);11.9 (02:50);17.8;27 (15:00);13 (21:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;12;Madrid;33.4 (18:40);12.3 (06:50);22.9;49 (16:40);9 (11:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;12;Madrid;30.3 (17:00);4.5 (07:30);17.4;27 (17:20);8 (14:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;12;Madrid;30.5 (19:20);6.3 (07:30);18.4;28 (17:20);11 (17:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;12;Madrid;27.0 (18:10);10.5 (07:30);18.8;26 (14:10);7 (10:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;12;Madrid;29.5 (18:40);13.6 (07:40);21.6;22 (02:50);9 (02:40);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;12;Madrid;32.8 (18:30);14.3 (07:10);23.5;32 (00:40);16 (00:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;12;Madrid;34.3 (19:00);14.0 (07:20);24.1;32 (01:10);18 (01:00);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;12;Madrid;29.4 (17:30);14.1 (06:30);21.8;33 (04:00);20 (00:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;12;Madrid;33.0 (17:50);14.5 (08:00);23.8;39 (01:40);22 (01:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;12;Madrid;32.7 (17:40);12.8 (07:50);22.8;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;12;Madrid;32.4 (16:50);17.6 (07:40);25;36 (00:30);19 (01:40);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;12;Madrid;32.2 (17:10);13.3 (08:10);22.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;12;Madrid;26.6 (17:50);12.6 (07:30);19.6;47 (18:30);17 (18:20);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;12;Madrid;32.0 (17:50);13.2 (07:20);22.6;26 (18:30);11 (01:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;12;Madrid;32.7 (18:30);14.0 (07:10);23.4;28 (03:20);13 (02:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;12;Madrid;30.0 (18:00);13.1 (06:50);21.6;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;12;Madrid;30.8 (16:00);16.0 (08:30);23.4;7 (13:50);1 (10:00);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;12;Madrid;31.7 (18:50);14.9 (07:30);23.3;27 (01:30);16 (03:10);0;0;0;0;0
Valdemorillo;28015;2017;8;12;Madrid;36.4 (18:30);19.4 (07:10);27.9;35 (16:20);18 (19:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;13;Madrid;26.4 (16:50);13.5 (07:10);19.9;37 (16:40);18 (08:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;13;Madrid;35.8 (18:30);15.4 (07:50);25.6;23 (23:59);14 (23:59);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;13;Madrid;30.0 (18:20);6.4 (07:30);18.2;24 (18:10);9 (18:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;13;Madrid;30.6 (18:30);8.7 (07:00);19.7;27 (16:10);13 (15:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;13;Madrid;27.1 (17:00);12.8 (07:10);20;23 (13:40);10 (12:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;13;Madrid;31.2 (18:40);16.4 (02:50);23.8;23 (17:30);10 (02:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;13;Madrid;34.2 (18:00);16.0 (07:40);25.1;35 (17:30);15 (16:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;13;Madrid;35.3 (17:30);16.6 (07:50);25.9;22 (23:59);13 (15:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;13;Madrid;30.5 (17:20);17.0 (07:30);23.8;33 (01:30);20 (03:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;13;Madrid;34.2 (17:40);17.3 (07:30);25.8;29 (02:40);17 (02:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;13;Madrid;34.4 (18:10);14.1 (07:40);24.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;13;Madrid;34.2 (16:40);20.2 (07:50);27.2;27 (02:30);12 (03:20);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;13;Madrid;34.4 (17:10);15.2 (08:10);24.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;13;Madrid;26.6 (16:40);14.6 (06:30);20.6;34 (16:00);17 (04:40);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;13;Madrid;33.2 (17:20);18.8 (00:30);26;28 (02:40);18 (02:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;13;Madrid;34.4 (17:40);18.9 (07:50);26.7;36 (14:40);17 (03:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;13;Madrid;31.6 (19:00);15.4 (07:50);23.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;13;Madrid;32.5 (16:40);17.8 (07:50);25.1;13 (14:30);2 (12:30);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;13;Madrid;33.5 (17:10);17.5 (07:30);25.5;30 (16:40);14 (04:00);0;0;0;0;0
Valdemorillo;28015;2017;8;13;Madrid;33.5 (17:10);17.5 (07:30);25.5;30 (16:40);14 (04:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;14;Madrid;26.5 (13:50);14.3 (06:00);20.4;48 (02:00);28 (23:59);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;14;Madrid;36.8 (17:40);19.8 (07:50);28.3;37 (03:00);23 (01:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;14;Madrid;31.6 (15:40);8.8 (07:00);20.2;36 (15:00);18 (14:00);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;14;Madrid;31.5 (17:20);11.3 (07:10);21.4;40 (16:20);18 (16:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;14;Madrid;27.6 (17:00);14.7 (07:00);21.2;76 (16:10);18 (15:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;14;Madrid;32.5 (17:40);17.8 (07:40);25.1;24 (01:20);11 (16:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;14;Madrid;35.5 (17:40);17.5 (07:40);26.5;46 (16:20);23 (15:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;14;Madrid;36.9 (17:10);19.7 (07:40);28.3;41 (23:59);28 (23:59);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;14;Madrid;31.5 (17:30);18.4 (06:20);24.9;31 (16:50);15 (01:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;14;Madrid;35.7 (18:00);21.2 (04:10);28.5;30 (14:00);11 (05:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;14;Madrid;35.6 (18:20);16.3 (06:50);25.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;14;Madrid;35.5 (16:10);21.4 (08:00);28.4;26 (00:50);12 (01:00);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;14;Madrid;34.9 (17:10);19.3 (07:50);27.1;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;14;Madrid;27.6 (18:00);15.0 (06:40);21.3;36 (16:40);18 (12:50);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;14;Madrid;34.0 (18:20);17.1 (05:50);25.6;24 (14:00);13 (14:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;14;Madrid;35.1 (17:50);19.0 (07:40);27;30 (14:10);14 (13:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;14;Madrid;32.4 (18:10);16.5 (07:10);24.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;14;Madrid;33.4 (17:30);19.5 (07:30);26.5;12 (17:40);2 (10:30);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;14;Madrid;34.2 (18:00);18.1 (06:40);26.2;38 (18:40);14 (18:00);0;0;0;0;0
Valdemorillo;28015;2017;8;14;Madrid;34.2 (18:00);18.1 (06:40);26.2;38 (18:40);14 (18:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;15;Madrid;24.9 (13:50);15.0 (23:59);19.9;37 (00:10);25 (00:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;15;Madrid;36.3 (17:00);20.1 (07:30);28.2;37 (00:50);21 (00:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;15;Madrid;31.4 (14:00);11.5 (07:40);21.4;27 (15:50);11 (15:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;15;Madrid;31.1 (14:40);12.8 (07:40);22;32 (15:00);15 (17:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;15;Madrid;27.2 (14:10);15.5 (07:00);21.4;27 (18:00);11 (02:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;15;Madrid;32.1 (15:50);17.9 (07:30);25;28 (16:20);9 (02:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;15;Madrid;34.7 (16:00);19.7 (07:50);27.2;55 (16:10);24 (16:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;15;Madrid;35.5 (15:50);21.3 (07:50);28.4;41 (00:10);28 (00:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;15;Madrid;30.8 (16:30);19.3 (07:50);25;33 (17:30);18 (18:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;15;Madrid;34.6 (15:00);22.1 (07:50);28.3;35 (18:40);17 (18:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;15;Madrid;33.6 (17:00);21.8 (08:00);27.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;15;Madrid;34.6 (15:50);22.5 (08:00);28.5;35 (19:40);14 (17:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;15;Madrid;35.6 (15:20);20.4 (07:30);28;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;15;Madrid;27.2 (14:30);15.9 (07:40);21.6;39 (20:50);26 (22:40);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;15;Madrid;33.0 (17:40);18.4 (07:30);25.7;36 (22:30);16 (22:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;15;Madrid;33.6 (14:50);20.0 (08:00);26.8;41 (19:30);18 (22:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;15;Madrid;31.6 (17:50);18.2 (07:50);24.9;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;15;Madrid;32.5 (17:40);20.3 (07:40);26.4;17 (17:50);3 (17:20);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;15;Madrid;32.9 (19:10);19.7 (08:10);26.3;39 (19:20);24 (19:20);0;0;0;0;0
Valdemorillo;28015;2017;8;15;Madrid;32.9 (19:10);19.7 (08:10);26.3;39 (19:20);24 (19:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;16;Madrid;23.9 (16:10);13.0 (06:30);18.4;31 (16:30);13 (05:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;16;Madrid;36.2 (17:40);16.2 (06:50);26.2;30 (18:40);12 (17:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;16;Madrid;30.5 (16:20);9.5 (07:50);20;27 (17:20);10 (17:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;16;Madrid;31.8 (16:10);11.5 (08:00);21.6;30 (14:20);14 (18:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;16;Madrid;28.0 (17:20);13.1 (08:00);20.6;31 (16:40);8 (16:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;16;Madrid;32.5 (18:10);16.7 (06:30);24.6;22 (15:10);9 (15:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;16;Madrid;35.3 (17:40);17.1 (08:00);26.2;37 (14:50);18 (14:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;16;Madrid;36.5 (18:10);16.3 (08:10);26.4;31 (14:20);21 (14:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;16;Madrid;31.8 (16:40);18.2 (07:10);25;22 (19:40);14 (19:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;16;Madrid;35.6 (16:30);16.7 (08:00);26.1;24 (16:00);9 (23:59);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;16;Madrid;35.5 (18:00);16.6 (07:40);26.1;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;16;Madrid;35.2 (16:10);20.7 (07:40);28;23 (23:30);10 (23:20);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;16;Madrid;35.1 (16:00);15.8 (08:20);25.4;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;16;Madrid;27.0 (16:40);12.4 (07:40);19.7;39 (16:30);24 (02:10);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;16;Madrid;33.8 (16:00);17.6 (07:50);25.7;30 (18:30);17 (18:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;16;Madrid;35.1 (17:10);19.0 (08:00);27;61 (16:30);18 (04:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;16;Madrid;32.4 (16:40);17.0 (07:50);24.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;16;Madrid;33.5 (16:50);18.1 (08:00);25.8;9 (14:30);2 (22:40);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;16;Madrid;34.7 (17:10);20.0 (08:10);27.4;28 (22:20);15 (19:10);0;0;0;0;0
Valdemorillo;28015;2017;8;16;Madrid;36.3 (17:10);22.1 (07:00);29.2;33 (17:20);17 (00:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;17;Madrid;27.3 (15:10);16.2 (05:50);21.8;28 (13:00);13 (13:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;17;Madrid;37.6 (19:10);16.5 (07:50);27;20 (18:00);10 (19:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;17;Madrid;34.0 (18:10);9.5 (07:30);21.8;21 (16:30);11 (15:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;17;Madrid;34.2 (17:20);12.5 (05:50);23.4;25 (17:00);12 (18:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;17;Madrid;31.1 (17:40);15.1 (06:20);23.1;26 (14:40);10 (15:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;17;Madrid;33.7 (19:00);19.9 (07:40);26.8;23 (15:20);11 (14:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;17;Madrid;36.3 (17:20);20.2 (07:40);28.3;35 (18:30);16 (02:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;17;Madrid;37.5 (18:40);19.6 (07:40);28.6;28 (01:50);14 (16:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;17;Madrid;32.9 (17:30);20.8 (07:00);26.9;28 (06:20);20 (06:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;17;Madrid;36.6 (18:00);22.0 (08:20);29.3;30 (02:20);16 (02:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;17;Madrid;36.4 (17:50);20.5 (01:30);28.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;17;Madrid;36.4 (16:30);22.8 (07:40);29.6;33 (02:10);14 (02:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;17;Madrid;36.5 (17:10);17.0 (08:10);26.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;17;Madrid;29.8 (16:40);17.4 (03:20);23.6;27 (15:10);15 (00:40);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;17;Madrid;35.3 (16:30);18.6 (06:40);26.9;24 (18:20);13 (10:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;17;Madrid;36.4 (17:50);22.0 (07:50);29.2;50 (16:20);13 (05:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;17;Madrid;33.7 (17:50);17.9 (08:00);25.8;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;17;Madrid;34.7 (17:40);18.6 (07:40);26.7;9 (11:30);2 (16:10);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;17;Madrid;35.7 (18:10);20.6 (06:40);28.2;26 (09:00);14 (16:20);0;0;0;0;0
Valdemorillo;28015;2017;8;17;Madrid;34.1 (18:10);20.6 (07:40);27.3;30 (16:00);18 (17:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;18;Madrid;25.7 (16:30);15.9 (07:50);20.8;36 (17:20);17 (13:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;18;Madrid;38.5 (17:50);21.1 (03:50);29.8;30 (18:00);12 (16:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;18;Madrid;31.1 (16:20);11.7 (07:40);21.4;34 (14:20);15 (13:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;18;Madrid;32.6 (16:20);13.7 (06:30);23.1;38 (13:50);19 (13:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;18;Madrid;29.2 (16:50);16.1 (07:50);22.7;31 (16:10);11 (16:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;18;Madrid;34.8 (18:10);18.9 (06:50);26.8;31 (19:30);13 (20:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;18;Madrid;37.3 (17:20);20.0 (08:00);28.6;50 (16:50);25 (20:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;18;Madrid;38.4 (17:40);19.1 (07:40);28.8;32 (16:40);17 (15:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;18;Madrid;33.5 (16:40);20.9 (08:00);27.2;36 (23:50);23 (23:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;18;Madrid;38.2 (17:00);19.3 (07:00);28.8;35 (23:30);18 (23:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;18;Madrid;37.3 (17:40);17.6 (07:50);27.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;18;Madrid;37.3 (16:10);23.7 (07:10);30.5;28 (23:59);13 (23:59);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;18;Madrid;37.2 (16:50);18.8 (08:10);28;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;18;Madrid;28.6 (18:00);16.1 (08:20);22.4;48 (13:50);26 (14:00);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;18;Madrid;33.7 (13:50);21.6 (06:40);27.7;37 (16:40);18 (16:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;18;Madrid;36.0 (15:00);20.0 (07:00);28;34 (17:40);18 (19:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;18;Madrid;33.7 (18:10);19.6 (07:50);26.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;18;Madrid;35.2 (15:50);21.0 (08:00);28.1;10 (12:00);2 (03:00);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;18;Madrid;36.3 (17:30);22.3 (07:30);29.3;40 (18:30);17 (15:40);0;0;0;0;0
Valdemorillo;28015;2017;8;18;Madrid;35.0 (18:10);20.9 (06:40);27.9;33 (20:20);18 (20:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;19;Madrid;25.1 (16:00);16.1 (06:50);20.6;31 (16:30);13 (16:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;19;Madrid;37.1 (17:50);19.9 (08:30);28.5;27 (23:30);10 (03:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;19;Madrid;31.8 (16:30);10.0 (07:30);20.9;24 (14:10);11 (14:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;19;Madrid;32.2 (17:50);12.1 (07:50);22.2;34 (23:59);15 (23:59);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;19;Madrid;29.7 (17:20);14.6 (08:00);22.2;27 (22:30);8 (22:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;19;Madrid;32.7 (18:20);20.2 (08:10);26.5;26 (06:20);12 (06:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;19;Madrid;35.7 (17:50);20.6 (08:00);28.2;35 (07:10);23 (07:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;19;Madrid;36.9 (17:00);21.3 (08:10);29.1;37 (02:30);21 (02:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;19;Madrid;32.2 (17:10);17.4 (07:40);24.8;33 (00:20);23 (00:40);0;0;0;0;0
