Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Pozuelo de Alarcón;28030-28028-28026;2017;8;1;Madrid;33.0 (16:30);20.0 (08:20);26.5;28 (18:50);13 (15:00);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;1;Madrid;33.2 (17:10);16.8 (07:50);25;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;1;Madrid;24.8 (14:50);13.6 (05:20);19.2;42 (15:40);24 (00:30);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;1;Madrid;31.1 (18:40);17.3 (07:50);24.2;32 (00:20);17 (00:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;1;Madrid;32.0 (18:00);17.6 (07:40);24.8;37 (15:30);15 (00:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;1;Madrid;28.6 (17:40);14.8 (07:30);21.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;1;Madrid;30.1 (17:40);16.3 (07:30);23.2;10 (15:50);2 (14:30);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;1;Madrid;31.1 (18:20);17.8 (07:50);24.4;37 (17:20);19 (14:30);0;0;0;0;0
Valdemorillo;28015;2017;8;1;Madrid;31.1 (18:20);17.8 (07:50);24.4;37 (17:20);19 (14:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;2;Madrid;25.9 (16:20);13.1 (05:00);19.5;31 (16:20);15 (20:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;2;Madrid;35.5 (16:50);15.4 (07:40);25.4;23 (17:20);11 (23:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;2;Madrid;31.2 (15:40);9.0 (07:30);20.1;21 (14:00);9 (13:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;2;Madrid;31.4 (16:20);10.9 (07:30);21.1;24 (16:40);12 (19:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;2;Madrid;28.7 (16:20);12.8 (07:50);20.8;30 (14:00);12 (14:00);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;8;2;Madrid;32.1 (15:30);17.0 (02:50);24.5;27 (15:50);12 (15:50);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;8;2;Madrid;34.6 (18:00);17.6 (07:50);26.1;52 (16:20);20 (18:10);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;8;2;Madrid;35.8 (17:10);16.0 (07:20);25.9;26 (18:10);18 (18:10);0;0;0;0;0
Alcala de Henares;28051-28031-28052;2017;8;2;Madrid;30.7 (16:50);18.0 (05:00);24.4;36 (12:00);14 (09:20);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;8;2;Madrid;35.1 (16:30);17.1 (07:10);26.1;25 (16:20);10 (09:20);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;8;2;Madrid;34.5 (17:20);15.9 (07:00);25.2;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;8;2;Madrid;35.2 (16:00);21.1 (07:50);28.2;27 (18:40);10 (19:20);0;0;0;0;
Pozuelo de Alarcón;28001-28004-28009;2017;8;2;Madrid;35.5 (16:50);17.0 (07:20);26.3;0;0;0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;8;2;Madrid;27.3 (17:20);13.6 (06:00);20.4;46 (12:10);22 (01:50);0;0;0;0;0
Tielmes;28049-28054-28053;2017;8;2;Madrid;33.0 (18:00);17.5 (06:40);25.3;30 (02:00);17 (02:50);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;8;2;Madrid;34.6 (16:20);17.3 (07:40);25.9;39 (15:10);15 (02:40);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;8;2;Madrid;31.3 (17:10);16.9 (07:30);24.1;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;2;Madrid;32.5 (16:50);17.3 (07:30);24.9;13 (11:00);3 (14:10);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;2;Madrid;33.6 (17:20);19.7 (07:10);26.6;27 (15:00);17 (15:50);0;0;0;0;0
Valdemorillo;28015;2017;8;2;Madrid;33.6 (17:20);19.7 (07:10);26.6;27 (15:00);17 (15:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;3;Madrid;27.0 (17:10);14.3 (05:20);20.7;29 (17:30);14 (09:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;3;Madrid;37.3 (18:20);18.1 (07:50);27.7;24 (17:00);10 (08:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;3;Madrid;32.8 (16:40);9.5 (07:20);21.1;26 (18:20);10 (18:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;3;Madrid;34.3 (17:50);11.7 (07:00);23;28 (18:40);15 (18:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;3;Madrid;30.7 (17:10);14.4 (06:20);22.6;28 (18:30);9 (04:10);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;8;3;Madrid;34.0 (18:30);17.6 (05:50);25.8;24 (19:00);12 (19:00);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;8;3;Madrid;36.3 (17:50);17.7 (07:30);27;42 (13:30);19 (23:20);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;8;3;Madrid;37.5 (18:30);17.6 (07:00);27.6;28 (17:30);18 (18:30);0;0;0;0;0
Alcala de Henares;28051-28031-28052;2017;8;3;Madrid;33.2 (18:00);19.1 (06:50);26.2;33 (11:50);14 (19:10);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;8;3;Madrid;37.3 (18:50);17.7 (08:10);27.5;30 (17:10);12 (16:10);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;8;3;Madrid;36.6 (18:10);15.1 (06:30);25.8;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;8;3;Madrid;37.3 (16:20);22.6 (05:30);29.9;26 (16:00);10 (16:50);0;0;0;0;
Pozuelo de Alarcón;28001-28004-28009;2017;8;3;Madrid;36.6 (16:20);18.3 (07:30);27.4;0;0;0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;8;3;Madrid;30.1 (17:10);14.5 (06:50);22.3;38 (20:40);25 (20:30);0;0;0;0;0
Tielmes;28049-28054-28053;2017;8;3;Madrid;35.6 (18:10);19.6 (07:30);27.6;37 (23:50);21 (23:59);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;8;3;Madrid;36.4 (15:50);20.2 (06:10);28.3;50 (14:50);17 (23:00);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;8;3;Madrid;33.6 (17:40);18.3 (06:50);25.9;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;3;Madrid;35.0 (17:50);18.3 (07:50);26.6;9 (12:50);3 (03:50);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;3;Madrid;35.8 (17:30);21.2 (06:10);28.5;33 (22:50);19 (22:50);0;0;0;0;0
Valdemorillo;28015;2017;8;3;Madrid;35.0 (17:50);18.3 (07:50);26.6;9 (12:50);3 (03:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;4;Madrid;27.5 (17:10);13.8 (06:30);20.7;30 (16:40);14 (05:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;4;Madrid;38.9 (19:00);19.1 (06:40);29;18 (17:20);9 (07:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;4;Madrid;33.5 (17:40);15.1 (07:30);24.3;29 (03:00);11 (04:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;4;Madrid;34.2 (17:40);19.1 (07:50);26.7;26 (16:40);13 (11:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;4;Madrid;30.1 (16:40);15.8 (07:20);23;25 (16:40);7 (03:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;4;Madrid;35.5 (18:30);19.3 (07:30);27.4;26 (15:20);10 (18:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;4;Madrid;37.9 (17:50);19.9 (07:40);28.9;45 (12:30);14 (21:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;4;Madrid;39.7 (19:00);19.2 (07:20);29.5;23 (12:40);10 (12:40);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;4;Madrid;34.5 (16:50);20.5 (06:40);27.5;23 (16:50);13 (20:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;4;Madrid;38.8 (17:00);21.5 (08:00);30.1;24 (18:50);11 (23:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;4;Madrid;38.4 (17:20);19.4 (07:50);28.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;4;Madrid;38.1 (16:30);23.7 (07:10);30.9;22 (00:30);8 (23:59);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;4;Madrid;38.1 (17:10);18.6 (07:50);28.3;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;4;Madrid;30.5 (18:20);15.5 (06:50);23;45 (03:10);34 (03:20);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;4;Madrid;36.3 (16:20);22.0 (07:20);29.1;40 (03:00);19 (00:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;4;Madrid;37.9 (18:20);20.4 (07:20);29.2;46 (02:50);21 (02:50);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;4;Madrid;35.6 (17:10);20.6 (07:30);28.1;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;4;Madrid;36.8 (17:10);22.5 (07:50);29.6;9 (17:30);2 (00:40);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;4;Madrid;37.6 (17:50);23.3 (07:40);30.4;31 (16:40);17 (16:40);0;0;0;0;0
Valdemorillo;28015;2017;8;4;Madrid;37.6 (17:50);23.3 (07:40);30.4;31 (16:40);17 (16:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;5;Madrid;28.8 (14:00);17.4 (03:50);23.1;34 (14:20);18 (13:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;5;Madrid;40.4 (17:40);20.1 (07:30);30.3;29 (15:00);14 (20:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;5;Madrid;33.7 (17:00);13.9 (07:40);23.8;28 (16:20);12 (16:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;5;Madrid;35.1 (15:30);16.5 (07:20);25.8;28 (19:00);14 (19:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;5;Madrid;30.7 (18:30);16.7 (07:50);23.7;27 (17:00);9 (22:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;5;Madrid;36.3 (18:10);20.6 (07:40);28.4;26 (17:10);10 (13:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;5;Madrid;39.0 (17:20);22.4 (07:30);30.7;59 (18:00);27 (18:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;5;Madrid;40.0 (17:40);21.5 (07:30);30.8;34 (17:10);23 (19:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;5;Madrid;35.3 (17:10);23.5 (07:40);29.4;55 (18:40);19 (18:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;5;Madrid;39.8 (16:30);21.3 (08:00);30.5;45 (17:00);20 (19:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;5;Madrid;38.7 (17:20);19.2 (07:50);29;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;5;Madrid;39.2 (16:30);25.1 (07:20);32.2;43 (16:00);17 (17:50);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;5;Madrid;39.5 (17:10);21.1 (06:50);30.3;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;5;Madrid;31.2 (15:50);16.7 (07:30);24;36 (15:50);25 (02:50);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;5;Madrid;37.2 (17:00);23.3 (07:30);30.3;34 (15:50);17 (02:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;5;Madrid;38.0 (18:30);24.3 (07:20);31.1;43 (15:30);20 (18:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;5;Madrid;35.0 (16:40);20.8 (07:40);27.9;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;5;Madrid;36.7 (16:40);22.0 (07:50);29.4;14 (20:00);3 (05:00);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;5;Madrid;38.2 (17:10);24.1 (07:30);31.2;42 (18:40);19 (15:30);0;0;0;0;0
Valdemorillo;28015;2017;8;5;Madrid;38.2 (17:10);24.1 (07:30);31.2;42 (18:40);19 (15:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;6;Madrid;27.2 (15:10);16.6 (07:30);21.9;32 (13:30);18 (21:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;6;Madrid;38.1 (17:50);18.7 (07:30);28.4;26 (17:30);12 (17:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;6;Madrid;32.5 (16:30);11.6 (07:30);22.1;24 (14:20);11 (15:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;6;Madrid;33.4 (18:50);14.0 (07:00);23.7;28 (15:00);13 (14:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;6;Madrid;29.3 (17:20);11.3 (07:00);20.3;38 (14:50);15 (14:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;6;Madrid;33.7 (18:00);20.1 (07:40);26.9;26 (14:20);11 (03:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;6;Madrid;36.5 (17:50);21.0 (07:50);28.8;46 (18:40);23 (20:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;6;Madrid;37.6 (17:30);21.6 (07:40);29.6;35 (14:00);23 (15:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;6;Madrid;32.8 (18:10);19.7 (07:30);26.3;35 (08:50);23 (08:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;6;Madrid;37.4 (18:40);21.2 (08:10);29.3;35 (18:00);17 (08:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;6;Madrid;36.3 (17:30);21.6 (07:50);28.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;6;Madrid;36.9 (16:10);22.1 (08:30);29.5;33 (02:10);17 (02:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;6;Madrid;37.6 (17:10);20.9 (06:20);29.2;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;6;Madrid;29.4 (19:00);10.8 (05:20);20.1;37 (15:00);26 (22:10);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;6;Madrid;34.7 (18:30);21.0 (04:00);27.9;31 (10:00);17 (10:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;6;Madrid;36.3 (17:30);21.3 (05:10);28.8;39 (08:50);17 (12:50);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;6;Madrid;32.9 (17:00);16.4 (07:40);24.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;6;Madrid;34.1 (17:40);18.1 (07:50);26.1;12 (17:50);2 (10:50);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;6;Madrid;35.1 (17:50);20.5 (07:20);27.8;33 (19:50);19 (19:50);0;0;0;0;0
Valdemorillo;28015;2017;8;6;Madrid;35.1 (17:50);20.5 (07:20);27.8;33 (19:50);19 (19:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;7;Madrid;26.9 (16:40);13.9 (23:59);20.4;51 (18:40);25 (08:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;7;Madrid;37.8 (16:20);21.3 (07:40);29.5;33 (19:30);18 (19:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;7;Madrid;32.2 (17:00);10.3 (07:30);21.3;39 (16:50);15 (23:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;7;Madrid;32.8 (18:20);12.5 (07:30);22.6;34 (14:40);17 (16:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;7;Madrid;29.3 (17:20);15.0 (07:50);22.1;33 (17:40);14 (18:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;7;Madrid;33.7 (17:30);18.5 (03:50);26.1;32 (15:10);11 (15:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;7;Madrid;36.6 (17:10);19.1 (07:40);27.8;68 (15:20);43 (18:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;7;Madrid;37.3 (17:30);20.5 (07:10);28.9;47 (16:50);30 (18:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;7;Madrid;31.6 (16:40);17.2 (07:30);24.4;47 (19:40);26 (18:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;7;Madrid;36.4 (17:20);20.0 (07:00);28.2;54 (19:20);27 (18:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;7;Madrid;35.3 (17:00);16.5 (06:40);25.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;7;Madrid;35.6 (15:30);22.5 (07:40);29;57 (17:40);24 (18:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;7;Madrid;37.4 (17:10);20.6 (08:00);29;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;7;Madrid;29.9 (16:50);15.9 (07:30);22.9;58 (19:30);37 (23:30);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;7;Madrid;34.1 (16:40);18.8 (07:30);26.4;46 (23:30);21 (23:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;7;Madrid;35.2 (16:50);20.1 (07:20);27.7;51 (17:30);27 (18:50);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;7;Madrid;31.8 (16:20);18.3 (07:20);25;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;7;Madrid;33.2 (16:20);17.9 (07:50);25.6;20 (20:30);3 (16:30);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;7;Madrid;34.5 (16:30);19.1 (07:50);26.8;51 (17:40);28 (17:40);0;0;0;0;0
Valdemorillo;28015;2017;8;7;Madrid;34.5 (16:30);19.1 (07:50);26.8;51 (17:40);28 (17:40);63.6;7.6;26.9;29.1;0
Puerto de Navacerrada;28048-28047-28023;2017;8;8;Madrid;17.4 (17:50);6.9 (06:50);12.1;35 (01:10);20 (01:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;8;Madrid;31.3 (18:30);14.1 (07:20);22.7;28 (01:20);15 (01:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;8;Madrid;24.5 (17:20);11.2 (23:59);17.8;40 (00:10);17 (00:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;8;Madrid;24.8 (18:00);13.5 (23:59);19.1;37 (03:10);18 (03:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;8;Madrid;21.0 (18:20);9.6 (08:30);15.3;35 (01:10);11 (04:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;8;Madrid;27.4 (19:10);15.4 (06:20);21.4;24 (13:50);12 (20:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;8;Madrid;30.1 (17:40);16.7 (07:50);23.4;42 (21:40);27 (00:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;8;Madrid;31.4 (16:50);17.2 (07:50);24.3;33 (00:20);23 (00:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;8;Madrid;26.0 (17:20);13.2 (07:30);19.6;36 (12:50);17 (14:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;8;Madrid;30.8 (16:50);15.8 (07:50);23.3;44 (01:00);19 (20:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;8;Madrid;30.5 (18:30);16.3 (08:00);23.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;8;Madrid;30.5 (15:50);17.8 (07:40);24.1;37 (00:50);17 (02:30);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;8;Madrid;30.5 (16:20);15.5 (08:10);23;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;8;Madrid;21.1 (18:40);8.4 (07:40);14.8;67 (02:00);43 (03:40);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;8;Madrid;26.4 (17:40);14.9 (07:20);20.6;62 (02:40);33 (02:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;8;Madrid;29.3 (17:00);15.1 (07:50);22.2;58 (01:30);28 (01:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;8;Madrid;25.6 (17:20);13.2 (07:10);19.4;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;8;Madrid;27.6 (18:50);15.8 (07:50);21.7;14 (02:30);3 (06:10);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;8;Madrid;28.9 (18:00);16.9 (08:00);22.9;37 (02:20);19 (02:20);0;0;0;0;0
Valdemorillo;28015;2017;8;8;Madrid;28.9 (18:00);16.9 (08:00);22.9;37 (02:20);19 (02:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;9;Madrid;16.8 (16:10);6.0 (23:20);11.4;39 (16:20);19 (23:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;9;Madrid;31.3 (16:40);13.2 (07:10);22.2;46 (20:20);23 (20:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;9;Madrid;23.0 (12:40);5.7 (07:40);14.3;33 (13:30);14 (13:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;8;9;Madrid;23.6 (15:50);6.7 (07:10);15.2;47 (17:20);23 (13:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;8;9;Madrid;19.5 (15:30);7.0 (23:59);13.3;45 (17:30);14 (23:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;8;9;Madrid;26.9 (17:20);14.4 (05:00);20.6;41 (20:50);18 (20:10);0.4;0;0.4;0;0
Madrid Aeropuerto;28055-28050-28033;2017;8;9;Madrid;29.7 (17:50);15.1 (06:40);22.4;48 (21:00);28 (18:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;8;9;Madrid;32.1 (16:30);15.0 (07:30);23.5;50 (21:50);28 (19:40);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;8;9;Madrid;26.0 (16:30);13.3 (23:59);19.7;50 (22:50);21 (22:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;8;9;Madrid;30.9 (17:00);15.6 (07:30);23.3;48 (20:30);24 (21:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;8;9;Madrid;28.8 (16:50);15.8 (08:00);22.3;0;0;0.2;0;0.2;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;8;9;Madrid;29.8 (16:40);17.9 (08:30);23.8;56 (22:00);24 (21:00);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;8;9;Madrid;30.3 (15:20);14.9 (08:10);22.6;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;8;9;Madrid;18.9 (17:00);7.2 (08:10);13;58 (18:00);33 (18:10);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;8;9;Madrid;25.1 (16:40);14.3 (07:00);19.7;41 (17:20);24 (13:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;8;9;Madrid;27.7 (17:00);15.3 (07:40);21.5;43 (14:40);21 (19:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;8;9;Madrid;24.0 (16:10);11.4 (07:30);17.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;8;9;Madrid;26.3 (17:00);13.4 (08:00);19.8;18 (20:00);3 (20:00);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;8;9;Madrid;26.5 (14:10);15.7 (07:30);21.1;47 (20:10);27 (21:10);0;0;0;0;0
Valdemorillo;28015;2017;8;9;Madrid;26.5 (14:10);15.7 (07:30);21.1;47 (20:10);27 (21:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;8;10;Madrid;17.0 (15:40);2.7 (07:50);9.9;35 (00:10);21 (01:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;8;10;Madrid;28.8 (18:40);11.6 (08:00);20.2;35 (10:30);16 (00:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;8;10;Madrid;24.1 (16:40);-0.3 (07:20);11.9;25 (17:10);9 (17:10);0;0;0;0;0
