Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Rascafría;28034-28035-28040;2017;2;10;Madrid;1.9 (16:50);-3.8 (05:10);-0.9;11 (15:10);6 (15:10);0.4;0;0;0.4;0
Buitrago del Lozoya;28003-28045-28044;2017;2;10;Madrid;1.5 (14:30);-4.6 (04:20);-1.5;16 (21:50);8 (22:00);7.1;0;0;0.4;6.7
Somosierra;28020-28021-28024;2017;2;10;Madrid;1.5 (02:40);-2.8 (10:50);-0.6;46 (02:40);22 (02:50);0.1;0;0;0.1;0
Madrid. El Goloso;28029-28036-28046;2017;2;10;Madrid;0;0;0;0;0;2;0;0;0;2
Madrid Aeropuerto;28055-28050-28033;2017;2;10;Madrid;4.1 (17:20);-2.5 (05:50);0.8;13 (22:50);6 (15:40);3;0;0;0;3
Alcala de Henares;28022-28027-28037;2017;2;10;Madrid;6.2 (16:40);-1.6 (06:00);2.3;17 (01:50);13 (01:50);3.9;0;0;0;3.9
Arganda del Rey;28051-28031-28052;2017;2;10;Madrid;5.7 (17:10);-2.7 (06:40);1.5;0;0;0;0;0;0;1
Colmenar Viejo;28039-28038-28032;2017;2;10;Madrid;8.0 (15:30);-1.5 (05:40);3.3;21 (21:40);13 (21:30);2.6;0;0.2;0;2.4
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;10;Madrid;2.4 (02:20);-0.8 (10:30);0.8;23 (23:00);14 (23:59);5.5;0;0.4;0.2;4.9
Pozuelo de Alarcón;28030-28028-28026;2017;2;10;Madrid;5.5 (15:00);-0.1 (06:20);2.7;0;0;3.7;0;0;0.1;3.6
Madrid. Retiro;28001-28004-28009;2017;2;10;Madrid;6.3 (15:30);-2.2 (05:40);2.1;0;0;4.2;0;0.2;0.2;3.8
Tielmes;28002-28003-28043;2017;2;10;Madrid;5.9 (16:50);2.7 (05:00);4.3;19 (19:00);9 (19:30);2.8;0;0.2;0.2;2.4
Puerto Alto del León;28049-28054-28053;2017;2;10;Madrid;7.7 (17:00);-2.4 (07:10);2.6;0;0;0.2;0;0;0;0.2
Alpedrete;28019-28014-28012;2017;2;10;Madrid;-1.6 (00:10);-4.2 (10:30);-2.9;6 (05:10);2 (01:50);0;0;0;0;
Torrelodones;28018-28010-28008;2017;2;10;Madrid;4.7 (15:00);0.2 (05:20);2.4;28 (20:20);13 (20:20);3.4;0;0;0;3.4
Rozas de Puerto Real;28017-28007;2017;2;10;Madrid;5.4 (15:30);1.2 (10:20);3.3;27 (21:40);11 (15:40);3;0;0.1;0;2.9
Robledo de Chavela;28016-28006;2017;2;10;Madrid;5.5 (15:30);0.6 (07:50);3.1;0;0;1.6;0;0;0;1.6
Valdemorillo;28015;2017;2;10;Madrid;0;0;0;22 (18:20);11 (11:10);0;0;0;0;
Puerto de Navacerrada;28048-28047-28023;2017;2;11;Madrid;-0.7 (14:30);-3.7 (05:00);-2.2;76 (02:10);39 (02:10);23.2;3.4;5.6;3.8;10.4
Aranjuez;28025-28041-28054;2017;2;11;Madrid;9.1 (22:20);4.6 (05:40);6.9;34 (22:10);21 (22:10);1.6;0.1;1.1;0.4;0
Rascafría;28034-28035-28040;2017;2;11;Madrid;2.2 (13:20);0.2 (00:00);1.2;21 (02:40);8 (02:50);10.4;0.4;1;6.2;2.8
Buitrago del Lozoya;28003-28045-28044;2017;2;11;Madrid;3.5 (23:59);-0.6 (00:10);1.4;15 (23:59);9 (23:59);8.2;0.2;4.2;0.8;3
Somosierra;28020-28021-28024;2017;2;11;Madrid;2.8 (15:20);-1.5 (01:10);0.6;55 (03:10);27 (03:10);11.2;0;0.4;7.6;3.2
Madrid. El Goloso;28029-28036-28046;2017;2;11;Madrid;6.1 (15:20);3.1 (03:30);4.6;20 (12:50);10 (15:20);5.6;1.4;2.4;0.4;1.4
Madrid Aeropuerto;28055-28050-28033;2017;2;11;Madrid;6.9 (17:50);4.2 (04:30);5.5;22 (14:30);15 (14:40);5.9;0.7;3.5;0;1.7
Alcala de Henares;28022-28027-28037;2017;2;11;Madrid;8.9 (15:20);4.0 (09:00);6.4;23 (19:50);15 (12:30);2.2;0;2;0;0.2
Arganda del Rey;28051-28031-28052;2017;2;11;Madrid;8.4 (22:00);4.9 (08:30);6.6;23 (13:50);15 (13:50);3.8;0.4;3.2;0.2;0
Colmenar Viejo;28039-28038-28032;2017;2;11;Madrid;3.8 (18:00);0.0 (02:00);1.9;36 (21:40);22 (22:20);5.1;1.7;1.7;0.1;1.6
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;11;Madrid;6.3 (16:30);3.8 (09:40);5.1;0;0;7.5;1.1;4.7;0.2;1.5
Pozuelo de Alarcón;28030-28028-28026;2017;2;11;Madrid;6.5 (17:00);4.1 (09:50);5.3;0;0;11.4;2.4;6.2;1;1.8
Madrid. Retiro;28001-28004-28009;2017;2;11;Madrid;0;0;0;0;0;0;0;0;0;
Tielmes;28002-28003-28043;2017;2;11;Madrid;9.5 (13:50);4.7 (09:20);7.1;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;2;11;Madrid;0.0 (23:20);-3.0 (02:00);-1.5;7 (23:50);2 (20:40);0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;11;Madrid;4.9 (23:50);1.1 (00:10);3;33 (04:20);17 (04:30);8.4;2.2;2.8;2.2;1.2
Torrelodones;28018-28010-28008;2017;2;11;Madrid;6.2 (15:00);2.2 (11:30);4.2;39 (23:59);17 (19:20);4.9;1.5;2;0.6;0.8
Rozas de Puerto Real;28017-28007;2017;2;11;Madrid;5.1 (23:30);2.2 (08:20);3.6;0;0;20.4;12;3.4;0.6;4.4
Robledo de Chavela;28016-28006;2017;2;11;Madrid;0;0;0;28 (10:30);14 (11:50);0;0;0;0;
Valdemorillo;28015;2017;2;11;Madrid;5.6 (23:59);2.8 (10:50);4.2;28 (09:50);16 (09:50);10.4;2.2;2.8;2.2;3.2
Puerto de Navacerrada;28048-28047-28023;2017;2;12;Madrid;1.0 (20:20);-1.7 (08:00);-0.4;109 (12:30);63 (13:50);89;4.6;16.6;29.6;38.2
Aranjuez;28025-28041-28054;2017;2;12;Madrid;13.4 (19:40);7.5 (08:10);10.4;57 (23:50);32 (19:20);0.5;0.1;0.2;0.1;0.1
Rascafría;28034-28035-28040;2017;2;12;Madrid;6.7 (20:00);0.4 (00:10);3.5;57 (20:40);21 (21:00);71.4;6.6;10.8;11.4;42.6
Buitrago del Lozoya;28003-28045-28044;2017;2;12;Madrid;6.4 (18:40);2.4 (02:10);4.4;39 (21:40);19 (21:00);42.5;2;9.7;10.6;20.2
Somosierra;28020-28021-28024;2017;2;12;Madrid;4.8 (19:40);0.4 (08:30);2.6;85 (19:40);40 (14:30);33.6;2.5;5.7;15;10.4
Madrid. El Goloso;28029-28036-28046;2017;2;12;Madrid;9.3 (20:10);4.6 (03:10);7;44 (20:10);22 (20:10);14.8;1;5;3;5.8
Madrid Aeropuerto;28055-28050-28033;2017;2;12;Madrid;11.8 (19:50);5.5 (02:10);8.7;58 (12:20);42 (20:30);10.3;0.7;4.8;4.2;0.6
Alcala de Henares;28022-28027-28037;2017;2;12;Madrid;13.0 (18:30);7.1 (03:10);10;64 (21:40);39 (21:40);4.8;0.4;2;2;0.4
Arganda del Rey;28051-28031-28052;2017;2;12;Madrid;13.1 (18:00);7.2 (08:40);10.2;62 (23:40);41 (23:59);7;0.4;3.4;3.2;0
Colmenar Viejo;28039-28038-28032;2017;2;12;Madrid;7.0 (20:00);3.1 (07:30);5;41 (21:30);27 (20:40);16.2;0.3;4.9;4.2;6.8
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;12;Madrid;11.2 (19:20);6.0 (03:00);8.6;0;0;12.2;0.9;5.2;4.5;1.6
Pozuelo de Alarcón;28030-28028-28026;2017;2;12;Madrid;10.1 (20:10);6.0 (00:00);8.1;0;0;18;1;6.2;4.6;6.2
Madrid. Retiro;28001-28004-28009;2017;2;12;Madrid;11.8 (19:10);6.8 (07:40);9.3;51 (23:20);22 (20:00);10.7;0.8;4.3;4.2;1.4
Tielmes;28002-28003-28043;2017;2;12;Madrid;12.7 (17:20);7.5 (07:30);10.1;0;0;0.4;0;0.4;0;0
Puerto Alto del León;28049-28054-28053;2017;2;12;Madrid;3.2 (20:40);-0.4 (08:00);1.4;28 (21:00);3 (20:50);0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;12;Madrid;8.3 (19:40);4.5 (07:40);6.4;45 (20:10);25 (10:00);38;1;7.2;9;20.8
Torrelodones;28018-28010-28008;2017;2;12;Madrid;8.7 (19:20);4.8 (07:30);6.8;42 (21:00);24 (21:00);17.9;0.3;5.1;4.7;7.8
Rozas de Puerto Real;28017-28007;2017;2;12;Madrid;7.8 (18:20);4.7 (07:10);6.3;0;0;47.6;4;8.6;9.4;25.6
Robledo de Chavela;28016-28006;2017;2;12;Madrid;0;0;0;29 (19:10);14 (08:40);0;0;0;0;
Valdemorillo;28015;2017;2;12;Madrid;8.0 (19:40);5.1 (07:00);6.5;35 (21:10);17 (21:10);22.2;0.8;7;5;9.4
Puerto de Navacerrada;28048-28047-28023;2017;2;13;Madrid;1.4 (15:40);-1.8 (23:50);-0.2;109 (02:20);52 (03:10);83.6;43.4;36.4;3.6;0.2
Aranjuez;28025-28041-28054;2017;2;13;Madrid;13.1 (17:00);2.8 (23:30);8;62 (00:20);31 (00:10);6.9;5.7;0.9;0.3;0
Rascafría;28034-28035-28040;2017;2;13;Madrid;7.5 (16:50);0.1 (23:59);3.8;47 (01:20);17 (01:10);50.2;40.8;8.6;0.6;0.2
Buitrago del Lozoya;28003-28045-28044;2017;2;13;Madrid;8.4 (13:30);-0.1 (23:59);4.1;41 (08:40);20 (08:30);33.5;26.8;5.6;0.9;0.2
Somosierra;28020-28021-28024;2017;2;13;Madrid;5.9 (15:40);0.8 (23:50);3.4;78 (01:50);37 (00:20);39;29.9;7.4;1.7;0
Madrid. El Goloso;28029-28036-28046;2017;2;13;Madrid;11.0 (16:40);4.3 (23:50);7.7;49 (04:50);29 (04:50);14.2;12.8;1.4;0;0
Madrid Aeropuerto;28055-28050-28033;2017;2;13;Madrid;12.7 (16:00);5.4 (23:59);9;80 (12:50);37 (00:20);9.6;9.2;0.4;0;0
Alcala de Henares;28022-28027-28037;2017;2;13;Madrid;12.5 (16:30);7.1 (23:59);9.8;60 (01:50);35 (02:20);3.2;3.2;0;0;0
Arganda del Rey;28051-28031-28052;2017;2;13;Madrid;12.5 (16:50);5.5 (23:59);9;65 (01:30);40 (01:20);7.4;5.6;1.8;0;0
Colmenar Viejo;28039-28038-28032;2017;2;13;Madrid;8.1 (15:50);2.4 (23:50);5.3;58 (05:00);36 (04:50);17.7;12.9;3.9;0.7;0.2
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;13;Madrid;12.5 (15:00);4.8 (23:50);8.7;0;0;12.3;11.3;1;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;2;13;Madrid;12.3 (17:10);4.5 (23:59);8.4;0;0;13.8;12.8;1;0;0
Madrid. Retiro;28001-28004-28009;2017;2;13;Madrid;12.2 (17:00);6.8 (23:40);9.5;50 (00:20);23 (04:40);10.7;9.8;0.9;0;0
Tielmes;28002-28003-28043;2017;2;13;Madrid;11.6 (02:40);4.8 (23:59);8.2;0;0;1;0.8;0;0.2;0
Puerto Alto del León;28049-28054-28053;2017;2;13;Madrid;4.4 (14:20);-0.9 (22:50);1.8;9 (00:50);3 (01:10);0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;13;Madrid;9.8 (14:40);2.7 (23:50);6.3;58 (03:10);30 (03:10);23.2;17.6;4.8;0.8;0
Torrelodones;28018-28010-28008;2017;2;13;Madrid;11.3 (15:20);3.1 (23:59);7.2;52 (03:10);26 (03:00);11.9;8;3.9;0;0
Rozas de Puerto Real;28017-28007;2017;2;13;Madrid;9.1 (16:10);3.2 (23:30);6.2;0;0;21.4;13;6.8;0.2;1.4
Robledo de Chavela;28016-28006;2017;2;13;Madrid;0;0;0;45 (17:00);23 (16:50);0;0;0;0;
Valdemorillo;28015;2017;2;13;Madrid;11.0 (16:30);4.1 (23:59);7.5;46 (16:00);23 (14:50);8.4;6;2.4;0;0
Puerto de Navacerrada;28048-28047-28023;2017;2;14;Madrid;1.1 (16:30);-3.1 (06:30);-1;52 (11:30);33 (12:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;2;14;Madrid;14.3 (15:10);0.9 (06:10);7.6;23 (07:50);16 (07:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;2;14;Madrid;8.8 (15:50);-2.5 (06:40);3.2;15 (16:00);6 (16:30);0.8;0;0.8;0;0
Buitrago del Lozoya;28003-28045-28044;2017;2;14;Madrid;6.6 (15:50);-1.3 (01:00);2.6;21 (16:10);9 (16:20);0.2;0.1;0.1;0;0
Somosierra;28020-28021-28024;2017;2;14;Madrid;4.0 (14:40);-1.0 (05:50);1.5;32 (14:10);18 (13:50);0.1;0;0;0.1;0
Madrid. El Goloso;28029-28036-28046;2017;2;14;Madrid;10.7 (15:40);0.7 (06:10);5.7;13 (15:40);6 (15:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;2;14;Madrid;11.6 (16:00);0.8 (07:10);6.2;0;0;0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;2;14;Madrid;12.7 (16:10);-0.1 (08:10);6.3;20 (13:50);13 (14:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;2;14;Madrid;12.8 (16:20);0.3 (07:00);6.6;15 (23:50);10 (14:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;2;14;Madrid;6.9 (15:20);0.4 (07:20);3.7;35 (14:50);10 (14:40);0.1;0;0;0;0.1
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;14;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;2;14;Madrid;12.4 (14:50);-0.3 (04:40);6;0;0;0.2;0.2;0;0;0
Madrid. Retiro;28001-28004-28009;2017;2;14;Madrid;12.0 (15:30);4.1 (06:10);8;18 (23:59);8 (23:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;2;14;Madrid;12.5 (16:20);-0.2 (08:40);6.1;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;2;14;Madrid;1.9 (15:30);-1.3 (08:20);0.3;5 (13:50);1 (12:20);0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;14;Madrid;10.4 (14:00);-0.4 (06:30);5;13 (15:20);6 (17:10);0.4;0;0.2;0;0.2
Torrelodones;28018-28010-28008;2017;2;14;Madrid;9.9 (14:40);0.4 (06:20);5.1;24 (14:40);9 (11:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;2;14;Madrid;8.6 (16:40);2.8 (05:50);5.7;0;0;0.2;0.2;0;0;0
Robledo de Chavela;28016-28006;2017;2;14;Madrid;0;0;0;17 (13:20);11 (12:00);0;0;0;0;
Valdemorillo;28015;2017;2;14;Madrid;9.0 (15:00);1.2 (05:00);5.1;15 (23:59);9 (13:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;2;15;Madrid;-3.3 (21:40);-6.7 (06:40);-5;57 (10:00);31 (10:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;2;15;Madrid;12.3 (15:30);-3.6 (02:30);4.4;31 (17:00);16 (13:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;2;15;Madrid;4.5 (12:30);0.0 (07:10);2.3;32 (09:30);12 (08:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;2;15;Madrid;3.9 (11:10);-0.1 (06:30);1.9;46 (11:10);23 (22:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;2;15;Madrid;-0.6 (18:40);-4.3 (08:10);-2.5;66 (23:30);10 (11:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;2;15;Madrid;8.6 (14:40);-0.4 (01:10);4.1;32 (14:00);15 (15:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;2;15;Madrid;11.1 (14:00);-1.0 (07:50);5.1;54 (15:20);39 (14:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;2;15;Madrid;10.2 (13:50);-2.6 (00:00);3.8;44 (14:00);27 (14:00);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;2;15;Madrid;11.7 (14:10);-1.2 (00:50);5.2;48 (13:20);30 (16:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;2;15;Madrid;6.6 (13:30);1.1 (00:00);3.8;40 (09:40);21 (13:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;15;Madrid;11.4 (14:30);-0.7 (01:30);5.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;2;15;Madrid;10.8 (14:20);-3.5 (00:10);3.7;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;2;15;Madrid;11.3 (15:00);2.2 (01:20);6.8;28 (15:40);13 (15:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;2;15;Madrid;10.9 (13:50);-3.1 (04:10);3.9;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;2;15;Madrid;-0.7 (17:30);-5.9 (07:20);-3.3;67 (09:20);50 (09:30);0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;15;Madrid;6.7 (17:40);0.6 (08:10);3.6;57 (20:50);32 (21:10);0;0;0;0;
Torrelodones;28018-28010-28008;2017;2;15;Madrid;0;0;0;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;2;15;Madrid;7.5 (14:40);-0.4 (00:30);3.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;2;15;Madrid;0;0;0;37 (22:20);17 (22:20);0;0;0;0;
Valdemorillo;28015;2017;2;15;Madrid;7.6 (14:20);1.0 (02:10);4.3;50 (20:30);30 (20:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;2;16;Madrid;7.1 (14:40);-0.6 (05:40);3.2;62 (00:40);37 (00:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;2;16;Madrid;13.4 (18:00);2.9 (23:30);8.1;26 (08:20);15 (01:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;2;16;Madrid;11.4 (15:40);-2.1 (23:59);4.6;15 (17:30);7 (17:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;2;16;Madrid;10.4 (14:10);-2.0 (23:50);4.2;16 (15:10);9 (13:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;2;16;Madrid;8.2 (14:30);0.8 (22:40);4.5;30 (01:00);15 (02:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;2;16;Madrid;11.4 (15:00);1.6 (06:20);6.5;15 (15:10);9 (12:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;2;16;Madrid;11.9 (16:40);2.6 (07:20);7.2;21 (12:20);16 (02:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;2;16;Madrid;12.2 (17:20);2.3 (23:59);7.2;23 (01:10);10 (06:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;2;16;Madrid;13.2 (17:10);3.4 (08:20);8.3;20 (13:30);12 (14:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;2;16;Madrid;8.9 (14:00);3.2 (08:20);6;30 (13:00);11 (09:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;16;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;2;16;Madrid;12.6 (16:10);1.0 (06:20);6.8;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;2;16;Madrid;11.5 (17:00);6.7 (06:40);9.1;17 (00:40);8 (00:10);0;0;0;0;0
Tielmes;28002-28003-28043;2017;2;16;Madrid;12.1 (16:40);3.3 (06:20);7.7;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;2;16;Madrid;5.3 (15:10);0.4 (07:00);2.9;0;0;0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;16;Madrid;12.8 (15:20);2.8 (23:59);7.8;20 (14:00);8 (15:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;2;16;Madrid;0;0;0;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;2;16;Madrid;9.8 (17:00);4.0 (22:50);6.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;2;16;Madrid;0;0;0;21 (16:40);12 (10:50);0;0;0;0;
Valdemorillo;28015;2017;2;16;Madrid;10.6 (16:00);4.9 (06:40);7.8;21 (11:20);11 (23:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;2;17;Madrid;8.3 (16:30);-0.3 (08:40);4;26 (00:20);17 (00:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;2;17;Madrid;16.3 (16:20);-1.2 (08:10);7.5;12 (13:50);7 (13:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;2;17;Madrid;13.4 (16:40);-4.8 (08:20);4.3;17 (15:50);6 (15:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;2;17;Madrid;13.0 (13:50);-4.3 (06:50);4.3;21 (14:30);9 (15:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;2;17;Madrid;11.8 (17:00);0.0 (06:20);5.9;16 (05:10);11 (05:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;2;17;Madrid;13.7 (17:10);-0.5 (06:50);6.6;13 (14:20);6 (14:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;2;17;Madrid;15.6 (17:00);-0.2 (08:10);7.7;0;0;0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;2;17;Madrid;16.1 (15:50);-1.1 (08:30);7.5;15 (02:50);12 (02:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;2;17;Madrid;15.7 (16:40);0.5 (08:20);8.1;12 (14:00);6 (00:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;2;17;Madrid;12.5 (16:20);2.6 (08:00);7.5;14 (11:20);9 (03:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;17;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;2;17;Madrid;16.2 (17:20);-1.4 (06:30);7.4;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;2;17;Madrid;14.3 (17:00);4.0 (07:50);9.2;19 (01:20);12 (01:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;2;17;Madrid;15.6 (15:40);-0.1 (08:10);7.8;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;2;17;Madrid;7.6 (15:30);0.0 (02:20);3.8;0;0;0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;17;Madrid;14.9 (15:30);0.5 (06:10);7.7;13 (13:40);6 (14:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;2;17;Madrid;15.2 (16:40);0.6 (04:40);7.9;18 (15:30);9 (15:40);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;2;17;Madrid;12.3 (15:50);1.6 (09:00);7;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;2;17;Madrid;0;0;0;16 (15:00);8 (14:20);0;0;0;0;
Valdemorillo;28015;2017;2;17;Madrid;14.3 (16:20);2.0 (08:30);8.2;17 (00:30);11 (00:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;2;18;Madrid;5.2 (12:30);-0.7 (06:50);2.2;38 (23:30);15 (23:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;2;18;Madrid;15.4 (16:20);0.7 (08:00);8;16 (06:10);11 (06:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;2;18;Madrid;12.0 (16:20);-2.7 (05:50);4.6;26 (13:50);10 (14:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;2;18;Madrid;12.3 (11:40);-2.1 (05:20);5.1;18 (13:50);10 (13:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;2;18;Madrid;9.6 (13:00);0.7 (03:00);5.2;21 (13:20);8 (09:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;2;18;Madrid;12.9 (16:00);0.2 (03:50);6.5;14 (15:00);5 (10:40);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;2;18;Madrid;14.2 (16:50);0.1 (08:00);7.1;24 (12:50);10 (06:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;2;18;Madrid;14.5 (17:20);-1.0 (07:50);6.8;18 (15:50);12 (15:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;2;18;Madrid;15.1 (17:00);0.9 (07:20);8;12 (15:10);8 (15:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;2;18;Madrid;10.6 (12:10);3.7 (07:10);7.2;14 (13:00);9 (12:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;2;18;Madrid;0;0;0;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;2;18;Madrid;15.6 (16:10);-0.9 (05:00);7.4;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;2;18;Madrid;13.6 (16:10);4.3 (06:10);9;12 (18:40);5 (03:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;2;18;Madrid;14.4 (14:00);-0.2 (07:10);7.1;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;2;18;Madrid;7.4 (15:40);-0.7 (23:00);3.4;0;0;0;0;0;0;
Alpedrete;28019-28014-28012;2017;2;18;Madrid;14.6 (15:20);2.3 (06:30);8.5;17 (22:20);9 (22:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;2;18;Madrid;14.8 (16:30);2.1 (08:10);8.5;16 (12:30);10 (02:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;2;18;Madrid;11.9 (14:30);3.5 (08:40);7.7;0;0;0.2;0;0;0;0.2
Robledo de Chavela;28016-28006;2017;2;18;Madrid;0;0;0;29 (01:50);20 (01:40);0;0;0;0;
Valdemorillo;28015;2017;2;18;Madrid;13.4 (16:10);2.7 (08:40);8;19 (18:30);10 (03:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;2;19;Madrid;5.7 (15:00);-0.8 (05:50);2.4;55 (04:20);34 (04:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;2;19;Madrid;15.6 (16:40);5.3 (03:20);10.5;27 (11:50);17 (12:40);0.2;0.2;0;0;0
Rascafría;28034-28035-28040;2017;2;19;Madrid;12.5 (16:30);-2.0 (23:59);5.3;24 (15:30);12 (15:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;2;19;Madrid;13.2 (14:20);-1.0 (23:59);6.1;25 (15:00);13 (14:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;2;19;Madrid;11.7 (16:00);0.7 (08:20);6.2;31 (05:40);12 (05:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;2;19;Madrid;13.3 (17:40);3.7 (02:10);8.5;30 (08:30);13 (14:10);0;0;0;0;0
