Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Rascafría;28034-28035-28040;2017;4;2;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;4;2;Madrid;12.5 (18:00);1.8 (07:00);7.1;37 (13:40);18 (12:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;2;Madrid;9.2 (17:20);-0.7 (07:20);4.2;37 (18:00);13 (19:10);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;4;2;Madrid;16.7 (17:50);2.1 (08:00);9.4;26 (20:30);12 (01:00);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;4;2;Madrid;18.2 (17:30);4.7 (06:40);11.5;37 (00:20);26 (00:10);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;4;2;Madrid;0;0;0;0;0;0;0;0;0;
Alcala de Henares;28051-28031-28052;2017;4;2;Madrid;19.6 (17:10);1.7 (08:10);10.7;25 (15:10);14 (22:50);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;4;2;Madrid;14.8 (18:10);2.9 (08:10);8.9;32 (22:20);18 (19:10);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;4;2;Madrid;18.7 (17:10);3.7 (08:40);11.2;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;4;2;Madrid;19.4 (18:00);1.7 (08:10);10.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;4;2;Madrid;19.1 (16:20);7.0 (08:10);13.1;35 (23:10);15 (21:10);0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;4;2;Madrid;17.8 (16:30);1.7 (08:10);9.7;0;0;0;0;0;0;0
Tielmes;28049-28054-28053;2017;4;2;Madrid;10.4 (17:20);-1.7 (07:40);4.3;48 (00:20);30 (07:40);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;4;2;Madrid;18.3 (16:10);4.2 (08:10);11.2;33 (18:00);18 (17:50);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;4;2;Madrid;18.5 (18:00);4.6 (08:30);11.5;37 (03:30);23 (05:20);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;2;Madrid;16.3 (17:20);2.4 (07:50);9.3;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;2;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;2;Madrid;17.5 (17:50);3.3 (08:30);10.4;44 (02:20);26 (02:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;3;Madrid;10.1 (18:10);-0.6 (08:20);4.8;31 (05:40);21 (06:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;3;Madrid;20.4 (18:00);-0.4 (08:00);10;28 (00:10);13 (00:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;3;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;4;3;Madrid;17.5 (17:10);-4.1 (08:20);6.7;22 (17:30);12 (17:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;3;Madrid;15.4 (17:00);-0.6 (06:10);7.4;22 (18:40);8 (17:10);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;4;3;Madrid;17.8 (18:50);2.1 (07:40);9.9;19 (11:20);8 (10:30);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;4;3;Madrid;19.7 (18:20);2.5 (08:20);11.1;26 (00:40);13 (01:10);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;4;3;Madrid;0;0;0;0;0;0;0;0;0;
Alcala de Henares;28051-28031-28052;2017;4;3;Madrid;20.5 (18:30);3.2 (07:40);11.9;19 (00:20);9 (13:40);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;4;3;Madrid;16.2 (17:30);1.9 (05:50);9.1;36 (12:30);17 (01:00);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;4;3;Madrid;18.8 (18:00);2.7 (08:30);10.7;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;4;3;Madrid;20.1 (17:10);2.8 (06:10);11.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;4;3;Madrid;19.4 (17:50);5.7 (08:10);12.5;31 (04:10);15 (04:10);0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;4;3;Madrid;18.9 (18:00);3.2 (08:10);11;0;0;0;0;0;0;0
Tielmes;28049-28054-28053;2017;4;3;Madrid;13.8 (17:20);1.2 (08:10);7.5;37 (16:10);23 (09:50);0;0;0;0;0
Puerto Alto del León;28019-28014-28012;2017;4;3;Madrid;19.9 (17:30);1.4 (07:50);10.6;18 (12:40);9 (23:20);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;4;3;Madrid;19.5 (18:10);2.7 (06:20);11.1;27 (01:10);13 (01:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;3;Madrid;17.8 (18:00);2.1 (06:50);9.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;3;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;3;Madrid;18.2 (17:50);2.7 (08:10);10.5;24 (00:40);13 (00:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;4;Madrid;11.5 (17:10);2.8 (08:00);7.1;33 (17:50);21 (04:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;4;Madrid;23.6 (16:50);-0.4 (07:10);11.6;29 (17:30);13 (16:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;4;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;4;4;Madrid;19.0 (16:20);0.7 (05:00);9.8;32 (12:30);17 (17:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;4;Madrid;15.5 (17:30);1.8 (08:00);8.6;31 (15:30);10 (17:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;4;4;Madrid;20.4 (17:50);3.9 (07:50);12.1;21 (11:20);10 (10:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;4;4;Madrid;21.9 (18:10);1.2 (08:10);11.5;35 (11:30);19 (11:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;4;4;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;4;4;Madrid;23.2 (17:10);1.2 (07:30);12.2;28 (14:50);15 (15:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;4;4;Madrid;18.8 (17:10);7.6 (02:40);13.2;31 (17:30);15 (20:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;4;4;Madrid;22.4 (17:40);2.6 (07:20);12.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;4;4;Madrid;23.2 (19:00);0.9 (06:00);12.1;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;4;4;Madrid;22.1 (17:00);7.1 (08:20);14.6;40 (23:00);14 (23:00);0;0;0;0;0
Tielmes;28002-28003-28043;2017;4;4;Madrid;21.9 (16:40);0.6 (08:10);11.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;4;4;Madrid;14.6 (17:20);3.4 (07:20);9;43 (14:50);28 (16:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;4;4;Madrid;22.7 (18:10);5.9 (04:10);14.3;26 (19:40);14 (21:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;4;4;Madrid;22.0 (17:20);5.5 (06:40);13.8;26 (11:20);15 (10:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;4;Madrid;19.5 (16:40);7.9 (07:10);13.7;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;4;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;4;Madrid;21.3 (19:00);7.0 (08:30);14.1;33 (21:20);20 (22:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;5;Madrid;9.1 (16:40);-2.5 (08:10);3.3;36 (18:50);23 (07:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;5;Madrid;20.5 (17:40);3.7 (07:40);12.1;48 (10:30);22 (12:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;5;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;4;5;Madrid;15.6 (17:30);3.4 (08:10);9.5;53 (08:10);29 (08:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;5;Madrid;13.4 (16:30);0.0 (05:00);6.7;52 (11:30);21 (11:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;4;5;Madrid;17.9 (17:00);4.4 (07:10);11.1;37 (11:30);19 (10:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;4;5;Madrid;18.6 (17:20);6.8 (07:50);12.7;48 (12:00);31 (12:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;4;5;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;4;5;Madrid;19.5 (17:20);6.8 (07:30);13.2;46 (14:20);26 (12:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;4;5;Madrid;16.2 (18:00);4.4 (08:00);10.3;37 (10:10);22 (22:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;4;5;Madrid;18.5 (17:50);6.4 (08:30);12.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;4;5;Madrid;19.7 (18:00);3.4 (08:10);11.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;4;5;Madrid;19.2 (17:20);8.4 (07:50);13.8;42 (11:50);18 (11:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;4;5;Madrid;18.7 (17:20);8.1 (08:10);13.4;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;4;5;Madrid;12.4 (17:20);-1.4 (08:20);5.5;48 (09:40);31 (04:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;4;5;Madrid;19.5 (16:50);6.1 (08:10);12.8;43 (07:30);22 (07:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;4;5;Madrid;19.1 (16:40);4.2 (07:10);11.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;5;Madrid;16.7 (17:50);7.2 (23:59);12;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;5;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;5;Madrid;18.8 (17:30);4.8 (08:30);11.8;33 (12:10);18 (12:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;6;Madrid;12.4 (13:00);0.4 (06:40);6.4;41 (07:00);26 (07:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;6;Madrid;22.9 (18:40);3.6 (08:00);13.2;29 (01:20);13 (01:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;6;Madrid;0;0;0;0;0;0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;4;6;Madrid;19.4 (17:10);-0.8 (07:30);9.3;30 (18:50);17 (18:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;6;Madrid;16.6 (17:40);-0.9 (07:40);7.9;32 (15:40);11 (09:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;4;6;Madrid;20.6 (19:00);3.5 (06:10);12.1;23 (15:50);10 (14:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;4;6;Madrid;21.8 (18:10);5.4 (07:50);13.6;37 (00:20);20 (00:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;4;6;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;4;6;Madrid;23.7 (19:00);5.8 (06:10);14.8;41 (00:50);21 (00:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;4;6;Madrid;19.0 (19:10);3.0 (06:30);11;28 (00:10);20 (00:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;4;6;Madrid;21.7 (18:10);6.0 (07:10);13.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;4;6;Madrid;23.0 (18:40);2.9 (08:10);13;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;4;6;Madrid;21.5 (17:30);8.0 (07:20);14.8;37 (01:40);15 (00:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;4;6;Madrid;21.7 (18:10);6.7 (08:10);14.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;4;6;Madrid;14.8 (18:30);-1.6 (06:50);6.6;35 (17:20);22 (17:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;4;6;Madrid;22.8 (18:40);2.8 (06:10);12.8;23 (19:00);10 (19:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;4;6;Madrid;22.0 (18:40);2.9 (04:50);12.5;29 (00:10);12 (12:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;6;Madrid;19.3 (18:20);3.4 (07:20);11.3;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;6;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;6;Madrid;21.0 (18:00);4.2 (08:10);12.6;25 (22:50);15 (22:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;7;Madrid;17.0 (15:20);5.0 (04:40);11;28 (05:00);19 (22:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;7;Madrid;24.3 (17:10);2.8 (08:20);13.5;29 (23:40);14 (23:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;7;Madrid;21.6 (17:40);-1.1 (07:40);10.3;21 (18:00);9 (16:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;4;7;Madrid;19.4 (17:20);-1.1 (08:10);9.1;23 (17:40);12 (17:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;7;Madrid;17.6 (16:20);4.1 (07:10);10.9;30 (11:40);16 (11:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;4;7;Madrid;21.0 (18:40);4.3 (06:50);12.7;18 (13:20);9 (17:40);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;4;7;Madrid;23.0 (18:00);4.9 (07:40);14;32 (21:50);14 (04:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;4;7;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;4;7;Madrid;24.8 (18:30);5.3 (07:50);15;23 (15:10);10 (15:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;4;7;Madrid;19.4 (17:20);6.7 (07:30);13;31 (11:00);12 (06:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;4;7;Madrid;23.1 (18:10);6.8 (08:40);15;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;4;7;Madrid;23.7 (18:00);5.4 (03:20);14.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;4;7;Madrid;23.2 (17:30);9.8 (08:10);16.5;27 (05:10);14 (07:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;4;7;Madrid;22.8 (17:10);6.7 (08:20);14.7;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;4;7;Madrid;14.9 (16:10);4.0 (07:10);9.4;33 (11:10);20 (10:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;4;7;Madrid;22.3 (16:40);4.3 (08:10);13.3;20 (09:50);11 (10:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;4;7;Madrid;22.6 (17:10);6.3 (04:50);14.5;23 (09:00);12 (11:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;7;Madrid;19.7 (17:20);6.0 (07:00);12.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;7;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;7;Madrid;21.4 (17:20);7.5 (07:30);14.4;22 (08:10);12 (08:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;8;Madrid;17.3 (14:30);4.0 (03:20);10.6;39 (01:20);26 (02:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;8;Madrid;24.9 (18:10);6.6 (07:50);15.7;35 (01:50);22 (01:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;8;Madrid;21.8 (16:10);-0.2 (07:50);10.8;22 (15:10);11 (15:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;4;8;Madrid;20.0 (17:20);-0.2 (07:50);9.9;25 (17:00);13 (17:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;8;Madrid;18.1 (17:40);3.1 (06:40);10.6;26 (16:50);13 (19:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;4;8;Madrid;21.4 (18:50);5.7 (06:00);13.5;19 (15:00);8 (17:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;4;8;Madrid;23.7 (18:00);4.4 (08:00);14.1;28 (22:00);15 (01:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;4;8;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;4;8;Madrid;25.0 (19:00);6.7 (08:10);15.8;20 (12:20);10 (15:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;4;8;Madrid;19.7 (17:50);7.6 (08:10);13.7;20 (01:20);11 (01:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;4;8;Madrid;23.5 (18:00);4.8 (08:30);14.2;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;4;8;Madrid;23.8 (18:00);3.6 (08:00);13.7;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;4;8;Madrid;23.3 (18:00);10.2 (08:20);16.7;17 (00:30);8 (05:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;4;8;Madrid;23.0 (16:00);5.4 (08:10);14.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;4;8;Madrid;15.7 (16:20);4.7 (07:20);10.2;26 (14:50);15 (06:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;4;8;Madrid;22.9 (18:10);5.5 (07:30);14.2;20 (15:40);8 (17:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;4;8;Madrid;23.0 (16:50);6.3 (05:20);14.7;21 (15:40);10 (15:30);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;8;Madrid;20.2 (18:00);6.2 (07:00);13.2;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;8;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;8;Madrid;21.9 (18:00);7.4 (07:00);14.6;19 (00:40);9 (07:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;9;Madrid;16.5 (13:40);4.4 (06:10);10.5;36 (02:40);25 (05:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;9;Madrid;24.8 (17:30);6.6 (05:40);15.7;33 (17:50);18 (11:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;9;Madrid;21.4 (15:50);0.6 (07:10);11;26 (14:20);12 (14:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;4;9;Madrid;19.9 (17:20);0.7 (08:00);10.3;26 (16:10);14 (16:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;9;Madrid;17.0 (16:00);4.5 (06:40);10.8;38 (15:20);19 (12:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;4;9;Madrid;21.6 (18:20);4.4 (07:40);13;20 (15:50);9 (15:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;4;9;Madrid;23.9 (18:00);4.8 (08:00);14.3;26 (14:20);14 (19:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;4;9;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;4;9;Madrid;25.5 (17:10);6.7 (08:00);16.1;27 (17:40);15 (17:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;4;9;Madrid;19.9 (18:00);8.2 (07:50);14;19 (18:20);10 (18:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;4;9;Madrid;23.0 (17:00);5.4 (08:10);14.2;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;4;9;Madrid;23.9 (18:30);3.5 (07:40);13.7;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;4;9;Madrid;24.1 (16:30);10.8 (08:10);17.5;26 (18:40);12 (18:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;4;9;Madrid;23.4 (16:20);5.6 (08:20);14.5;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;4;9;Madrid;15.8 (16:10);5.9 (06:40);10.9;35 (16:10);18 (15:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;4;9;Madrid;22.3 (16:30);5.5 (08:00);13.9;22 (16:10);12 (17:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;4;9;Madrid;23.3 (17:00);6.0 (07:40);14.6;26 (14:40);13 (17:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;4;9;Madrid;20.1 (17:50);6.4 (07:30);13.3;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;4;9;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;4;9;Madrid;22.2 (17:50);7.3 (07:20);14.8;23 (14:20);12 (15:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;4;10;Madrid;17.4 (14:40);5.2 (03:10);11.3;35 (02:10);25 (03:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;4;10;Madrid;26.8 (18:20);7.2 (07:30);17;29 (02:20);20 (02:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;4;10;Madrid;22.6 (17:30);0.4 (07:40);11.5;22 (13:20);9 (13:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;4;10;Madrid;22.8 (18:00);0.9 (07:20);11.8;23 (14:30);12 (13:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;4;10;Madrid;19.8 (18:20);4.8 (06:50);12.3;29 (12:30);15 (01:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;4;10;Madrid;23.2 (15:20);6.8 (05:30);15;26 (16:50);9 (18:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;4;10;Madrid;25.3 (17:00);5.2 (08:10);15.2;28 (17:40);16 (23:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;4;10;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;4;10;Madrid;26.6 (16:40);7.0 (07:50);16.8;19 (14:50);9 (01:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;4;10;Madrid;21.8 (17:50);8.1 (07:10);14.9;37 (11:10);16 (15:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;4;10;Madrid;25.0 (17:30);6.5 (08:10);15.8;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;4;10;Madrid;25.7 (17:00);4.5 (06:40);15.1;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;4;10;Madrid;25.5 (17:10);10.7 (08:40);18.1;19 (15:10);9 (14:30);0;0;0;0;0
