Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Buitrago del Lozoya;28003-28045-28044;2017;3;10;Madrid;24.6 (13:40);1.0 (06:10);12.8;20 (14:20);10 (15:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;10;Madrid;21.5 (14:50);7.4 (06:40);14.5;23 (14:50);7 (15:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;10;Madrid;24.8 (17:00);4.6 (06:40);14.7;19 (15:30);8 (15:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;10;Madrid;0;0;0;0;0;0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;10;Madrid;26.7 (16:50);4.3 (07:50);15.5;20 (15:30);12 (14:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;10;Madrid;26.5 (15:40);4.9 (06:40);15.7;18 (16:10);12 (17:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;10;Madrid;22.6 (15:50);12.4 (07:00);17.5;37 (15:00);16 (18:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;10;Madrid;26.4 (15:50);4.7 (07:30);15.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;10;Madrid;26.9 (16:40);3.2 (07:30);15;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;10;Madrid;26.3 (17:00);10.3 (07:50);18.3;22 (17:50);11 (17:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;10;Madrid;26.2 (14:20);4.2 (07:50);15.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;10;Madrid;20.1 (17:20);10.2 (23:59);15.2;24 (15:20);17 (22:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;10;Madrid;25.6 (16:10);7.9 (06:10);16.8;25 (17:00);13 (17:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;10;Madrid;26.2 (16:20);7.7 (07:40);17;31 (17:30);12 (17:20);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;10;Madrid;23.6 (15:40);9.1 (07:40);16.4;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;10;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;10;Madrid;24.9 (16:30);9.3 (07:20);17.1;24 (15:20);14 (15:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;11;Madrid;17.6 (13:10);2.6 (23:59);10.1;41 (23:20);23 (23:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;11;Madrid;25.0 (16:10);5.1 (07:10);15;32 (16:20);20 (16:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;11;Madrid;22.5 (12:40);3.6 (08:10);13;33 (14:50);13 (15:00);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;3;11;Madrid;20.6 (12:30);3.0 (06:00);11.8;40 (21:10);21 (21:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;11;Madrid;20.4 (13:30);6.4 (23:59);13.4;36 (22:00);12 (16:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;11;Madrid;22.4 (15:00);5.0 (07:50);13.7;26 (16:50);11 (16:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;11;Madrid;22.9 (15:00);4.0 (06:30);13.4;45 (17:20);23 (16:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;11;Madrid;23.5 (15:10);4.0 (06:10);13.8;28 (15:40);18 (15:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;11;Madrid;23.6 (14:20);4.6 (07:00);14.1;33 (17:20);23 (17:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;11;Madrid;20.1 (15:30);10.3 (23:59);15.2;32 (21:00);17 (15:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;11;Madrid;22.8 (14:10);5.4 (08:00);14.1;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;11;Madrid;23.6 (15:40);3.3 (06:40);13.5;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;11;Madrid;23.2 (14:10);10.4 (06:50);16.8;30 (16:40);15 (16:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;11;Madrid;24.4 (14:50);4.2 (08:00);14.3;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;11;Madrid;19.3 (13:50);4.4 (23:59);11.8;67 (23:20);45 (23:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;11;Madrid;23.9 (13:00);9.9 (07:30);16.9;51 (23:40);27 (23:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;11;Madrid;22.9 (15:30);8.3 (07:40);15.6;50 (20:40);26 (23:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;11;Madrid;18.6 (12:50);10.3 (22:50);14.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;11;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;11;Madrid;21.6 (16:00);10.3 (07:10);16;41 (20:30);24 (20:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;12;Madrid;6.1 (11:50);-4.0 (23:30);1;66 (18:00);32 (18:10);5.8;0;0;4.2;1.6
Aranjuez;28025-28041-28054;2017;3;12;Madrid;19.3 (13:40);3.5 (08:00);11.4;53 (16:10);31 (16:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;12;Madrid;12.2 (12:20);2.0 (23:59);7.1;57 (23:10);21 (23:10);4.4;0;0;3;1.4
Buitrago del Lozoya;28003-28045-28044;2017;3;12;Madrid;13.1 (10:40);1.2 (23:00);7.2;69 (21:30);34 (21:00);2.4;0;0;2.4;0
Somosierra;28020-28021-28024;2017;3;12;Madrid;9.4 (11:50);-1.5 (23:50);3.9;64 (20:30);22 (20:30);9.7;0;0;9.4;0.3
Madrid. El Goloso;28029-28036-28046;2017;3;12;Madrid;17.1 (13:20);5.1 (07:50);11.1;54 (15:10);28 (15:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;12;Madrid;18.3 (14:00);4.5 (07:20);11.4;71 (15:50);55 (15:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;12;Madrid;18.7 (14:20);7.1 (23:50);12.9;60 (15:50);39 (16:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;12;Madrid;19.4 (14:20);4.3 (07:10);11.8;57 (23:59);33 (23:59);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;12;Madrid;13.9 (13:00);3.2 (23:50);8.5;63 (23:50);29 (23:40);0.3;0;0;0.3;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;12;Madrid;18.8 (13:20);6.2 (07:50);12.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;12;Madrid;18.1 (13:20);4.7 (08:00);11.4;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;12;Madrid;18.8 (14:20);8.0 (23:59);13.4;64 (15:30);24 (23:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;12;Madrid;19.3 (14:40);3.9 (08:00);11.6;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;12;Madrid;8.1 (12:40);-2.2 (23:59);3;94 (18:30);54 (18:30);0.6;0;0;0.5;0.1
Alpedrete;28019-28014-28012;2017;3;12;Madrid;13.9 (12:10);4.6 (23:40);9.2;69 (18:30);38 (23:59);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;12;Madrid;16.2 (12:40);5.5 (20:40);10.9;65 (15:10);36 (15:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;12;Madrid;15.7 (12:30);4.6 (23:59);10.1;0;0;0.4;0;0;0;0.4
Robledo de Chavela;28016-28006;2017;3;12;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;12;Madrid;16.4 (12:30);5.3 (23:59);10.8;62 (18:50);37 (22:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;13;Madrid;-0.1 (16:40);-4.7 (03:00);-2.4;83 (06:10);38 (05:40);5.2;2.6;1.6;1;0
Aranjuez;28025-28041-28054;2017;3;13;Madrid;15.3 (16:10);7.4 (01:50);11.4;49 (15:20);23 (13:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;13;Madrid;10.5 (16:30);1.7 (00:40);6.1;59 (06:40);20 (06:40);0.2;0.2;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;3;13;Madrid;11.5 (14:10);1.2 (00:10);6.4;77 (01:30);39 (05:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;13;Madrid;7.3 (15:20);-1.9 (06:40);2.7;71 (06:50);18 (16:40);0.7;0;0.6;0.1;0
Madrid. El Goloso;28029-28036-28046;2017;3;13;Madrid;15.1 (16:50);5.9 (01:30);10.5;54 (12:20);24 (10:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;13;Madrid;15.6 (15:40);6.4 (01:20);11;74 (03:00);48 (05:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;13;Madrid;14.9 (16:40);6.1 (01:20);10.5;70 (12:30);50 (12:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;13;Madrid;15.3 (15:20);7.0 (01:30);11.2;65 (12:40);40 (11:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;13;Madrid;11.4 (15:50);3.3 (00:10);7.3;84 (06:20);44 (06:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;13;Madrid;15.3 (14:50);6.0 (00:40);10.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;13;Madrid;16.2 (16:50);6.0 (04:10);11.1;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;13;Madrid;15.4 (14:40);7.5 (01:00);11.4;59 (07:30);27 (13:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;13;Madrid;15.1 (15:40);6.4 (02:00);10.8;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;13;Madrid;5.1 (16:50);-3.1 (05:00);1;98 (07:10);61 (07:10);0.2;0;0;0.2;0
Alpedrete;28019-28014-28012;2017;3;13;Madrid;12.3 (17:00);3.7 (01:40);8;85 (01:20);44 (00:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;13;Madrid;14.6 (15:30);4.4 (01:40);9.5;66 (14:10);33 (05:20);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;13;Madrid;11.3 (15:40);3.5 (07:20);7.4;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;13;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;13;Madrid;13.3 (15:10);4.4 (06:10);8.9;86 (07:10);53 (07:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;14;Madrid;9.4 (15:40);-0.2 (00:00);4.6;86 (03:30);43 (03:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;14;Madrid;21.0 (14:30);7.3 (23:59);14.2;46 (13:30);27 (14:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;14;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;3;14;Madrid;17.6 (13:30);2.9 (23:30);10.3;36 (10:00);19 (09:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;14;Madrid;16.0 (17:40);2.6 (00:00);9.3;55 (04:50);19 (05:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;14;Madrid;18.7 (16:40);9.1 (07:10);13.9;48 (03:40);22 (03:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;14;Madrid;20.4 (17:40);10.1 (07:20);15.3;54 (03:40);33 (06:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;14;Madrid;21.3 (15:20);9.2 (07:00);15.2;45 (11:20);31 (05:40);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;14;Madrid;21.5 (17:20);8.0 (23:59);14.8;45 (08:00);27 (06:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;14;Madrid;16.4 (16:50);6.8 (06:50);11.6;68 (09:30);48 (09:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;14;Madrid;19.6 (16:40);9.4 (07:20);14.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;14;Madrid;20.3 (17:20);8.7 (23:59);14.5;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;14;Madrid;19.5 (17:00);10.1 (07:40);14.8;57 (02:50);24 (08:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;14;Madrid;20.1 (16:50);8.0 (23:59);14.1;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;14;Madrid;11.6 (17:00);0.6 (00:10);6.1;70 (04:20);31 (04:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;14;Madrid;18.0 (17:00);8.6 (06:30);13.3;53 (04:00);27 (04:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;14;Madrid;18.9 (15:40);8.8 (07:20);13.8;62 (04:10);26 (04:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;14;Madrid;15.6 (17:10);7.4 (23:59);11.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;14;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;14;Madrid;18.1 (16:30);9.2 (07:10);13.7;58 (06:30);33 (03:40);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;15;Madrid;12.7 (14:20);1.7 (23:59);7.2;53 (11:20);31 (10:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;15;Madrid;21.9 (16:40);2.8 (08:00);12.3;38 (15:10);20 (20:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;15;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;3;15;Madrid;18.7 (13:40);-0.8 (06:00);9;26 (15:20);13 (11:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;15;Madrid;16.2 (16:50);5.2 (04:40);10.7;40 (09:30);16 (08:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;15;Madrid;19.8 (17:20);4.9 (06:30);12.3;24 (14:50);12 (11:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;15;Madrid;21.7 (17:20);4.6 (05:50);13.2;39 (22:00);15 (12:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;15;Madrid;23.3 (16:50);4.8 (07:50);14;27 (09:50);18 (09:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;15;Madrid;22.4 (17:10);3.7 (04:30);13;33 (14:00);22 (14:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;15;Madrid;17.7 (16:50);7.2 (07:30);12.5;34 (04:10);21 (01:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;15;Madrid;20.6 (17:00);7.1 (06:10);13.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;15;Madrid;21.8 (17:30);4.4 (06:10);13.1;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;15;Madrid;21.0 (17:10);9.9 (07:20);15.4;30 (15:00);17 (09:10);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;15;Madrid;21.2 (14:50);2.5 (07:10);11.9;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;15;Madrid;13.4 (14:30);3.6 (23:59);8.5;45 (04:50);26 (04:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;15;Madrid;19.5 (17:10);7.7 (03:20);13.6;29 (14:40);15 (11:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;15;Madrid;20.5 (16:10);8.0 (23:50);14.3;32 (00:20);16 (16:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;15;Madrid;16.7 (17:00);4.8 (06:00);10.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;15;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;15;Madrid;19.3 (16:10);8.0 (06:50);13.6;28 (07:30);17 (00:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;16;Madrid;10.1 (13:50);1.3 (00:30);5.7;70 (06:30);41 (06:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;16;Madrid;19.8 (16:40);1.3 (06:00);10.5;42 (16:50);25 (14:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;16;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;3;16;Madrid;15.9 (13:40);-0.8 (06:30);7.5;33 (11:00);19 (11:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;16;Madrid;14.0 (16:10);3.0 (08:00);8.5;49 (15:10);20 (15:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;16;Madrid;18.6 (15:40);4.1 (07:20);11.4;38 (16:50);16 (16:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;16;Madrid;19.6 (15:20);2.7 (07:50);11.2;46 (15:20);31 (16:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;16;Madrid;0;0;0;0;0;0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;16;Madrid;20.8 (15:20);3.0 (07:20);11.9;40 (15:50);27 (15:30);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;16;Madrid;15.8 (16:20);5.4 (04:10);10.6;46 (12:00);20 (17:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;16;Madrid;18.9 (15:50);3.4 (08:00);11.1;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;16;Madrid;19.8 (15:10);1.5 (06:30);10.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;16;Madrid;19.8 (14:30);7.4 (06:00);13.6;35 (14:50);18 (17:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;16;Madrid;19.4 (14:30);2.2 (08:10);10.8;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;16;Madrid;11.0 (15:20);1.1 (05:00);6.1;53 (11:30);27 (11:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;16;Madrid;17.6 (16:40);3.3 (06:30);10.5;32 (16:20);18 (18:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;16;Madrid;19.4 (15:40);3.4 (07:10);11.4;40 (16:00);19 (15:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;16;Madrid;15.7 (16:10);2.9 (08:00);9.3;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;16;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;16;Madrid;18.0 (16:00);4.1 (05:50);11;32 (11:00);17 (16:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;17;Madrid;12.3 (15:00);0.6 (04:30);6.5;58 (02:00);33 (02:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;17;Madrid;21.2 (16:20);-0.9 (07:00);10.2;36 (12:00);19 (11:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;17;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;3;17;Madrid;17.7 (14:50);-2.5 (06:30);7.6;19 (11:40);10 (14:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;17;Madrid;15.3 (16:40);2.2 (07:40);8.8;31 (10:10);19 (10:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;17;Madrid;18.3 (16:20);2.2 (05:30);10.2;22 (14:50);10 (11:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;17;Madrid;20.2 (17:40);1.4 (06:00);10.8;24 (16:20);14 (01:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;17;Madrid;21.7 (18:00);1.2 (06:30);11.5;19 (14:30);12 (10:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;17;Madrid;21.5 (17:30);1.3 (06:50);11.4;30 (12:20);18 (12:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;17;Madrid;16.6 (17:20);6.0 (07:10);11.3;28 (14:20);14 (16:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;17;Madrid;19.3 (15:50);1.8 (07:00);10.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;17;Madrid;20.9 (18:00);-0.4 (07:20);10.2;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;17;Madrid;19.9 (17:20);7.5 (05:50);13.7;26 (12:40);10 (00:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;17;Madrid;20.1 (16:50);2.3 (07:40);11.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;17;Madrid;12.4 (15:20);1.3 (03:30);6.8;44 (11:30);27 (10:50);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;17;Madrid;18.6 (15:10);2.9 (06:40);10.8;26 (16:00);13 (15:30);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;17;Madrid;19.4 (16:00);2.7 (07:20);11;28 (13:00);14 (13:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;17;Madrid;16.1 (17:00);2.9 (05:30);9.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;17;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;17;Madrid;18.3 (16:40);4.0 (05:40);11.1;27 (11:20);14 (12:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;18;Madrid;14.9 (13:20);3.5 (05:10);9.2;32 (00:40);15 (06:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;18;Madrid;22.6 (17:00);0.1 (08:00);11.4;19 (16:10);9 (09:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;18;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;3;18;Madrid;20.3 (14:20);-1.7 (06:00);9.3;19 (15:40);9 (11:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;18;Madrid;19.1 (16:30);3.7 (06:20);11.4;26 (13:00);13 (13:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;18;Madrid;20.3 (17:30);1.8 (07:40);11;16 (14:40);9 (15:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;18;Madrid;22.1 (17:40);1.4 (07:40);11.8;28 (22:10);12 (20:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;18;Madrid;23.1 (17:40);0.0 (06:00);11.6;18 (14:00);11 (09:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;18;Madrid;22.7 (16:50);1.1 (07:30);11.9;13 (15:20);9 (19:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;18;Madrid;19.1 (16:10);5.6 (05:40);12.4;27 (22:20);13 (12:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;18;Madrid;21.1 (17:00);1.7 (07:50);11.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;18;Madrid;23.0 (16:40);-0.4 (06:30);11.3;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;18;Madrid;21.3 (17:10);7.3 (07:50);14.3;17 (16:10);10 (06:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;18;Madrid;21.4 (15:50);1.4 (07:30);11.4;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;18;Madrid;15.3 (16:40);2.4 (05:50);8.9;33 (14:20);19 (01:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;18;Madrid;22.8 (17:20);2.8 (07:00);12.8;21 (15:40);12 (13:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;18;Madrid;22.8 (16:30);3.3 (06:20);13;29 (14:30);12 (12:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;18;Madrid;18.8 (16:40);3.4 (07:30);11.1;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;18;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;18;Madrid;21.3 (16:10);4.3 (06:00);12.8;18 (13:00);9 (14:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;19;Madrid;14.3 (15:50);6.8 (08:00);10.6;31 (15:50);16 (19:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;19;Madrid;24.6 (17:20);-0.1 (07:20);12.3;17 (14:30);9 (04:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;19;Madrid;0;0;0;0;0;0;0;0;0;
Buitrago del Lozoya;28003-28045-28044;2017;3;19;Madrid;20.5 (15:00);-0.1 (04:20);10.2;27 (13:30);13 (13:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;19;Madrid;18.0 (15:40);5.1 (07:20);11.5;33 (13:40);9 (12:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;19;Madrid;22.2 (17:20);2.9 (07:30);12.6;17 (14:40);8 (14:40);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;19;Madrid;23.7 (16:30);2.3 (07:40);13;30 (14:20);15 (17:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;19;Madrid;24.8 (17:00);0.2 (07:20);12.5;18 (09:00);12 (23:59);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;19;Madrid;24.8 (17:30);1.0 (06:20);12.9;18 (15:50);9 (15:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;19;Madrid;20.6 (16:30);9.0 (07:30);14.8;21 (16:20);10 (13:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;19;Madrid;23.5 (17:10);2.9 (07:40);13.2;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;19;Madrid;24.4 (16:20);0.9 (07:40);12.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;19;Madrid;23.4 (16:30);8.1 (06:40);15.8;18 (17:00);7 (15:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;19;Madrid;23.1 (15:00);1.3 (07:40);12.2;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;19;Madrid;16.8 (15:40);6.9 (08:30);11.8;38 (14:20);23 (13:50);0;0;0;0;0
