Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Puerto Alto del León;28049-28054-28053;2017;3;1;Madrid;10.2 (16:50);0.1 (08:40);5.1;0;0;0;0;0;0;
Alpedrete;28019-28014-28012;2017;3;1;Madrid;15.9 (16:40);3.6 (08:10);9.7;37 (01:40);21 (02:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;1;Madrid;16.0 (16:50);5.3 (07:40);10.7;42 (03:30);23 (03:30);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;1;Madrid;12.3 (15:00);2.9 (07:20);7.6;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;1;Madrid;14.7 (16:30);4.3 (08:40);9.5;36 (00:20);15 (06:30);0;0;0;0;0
Valdemorillo;28015;2017;3;1;Madrid;14.7 (16:50);3.4 (07:50);9;35 (05:00);20 (04:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;2;Madrid;10.1 (14:10);0.6 (01:10);5.4;45 (21:30);30 (21:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;2;Madrid;19.3 (16:10);2.0 (07:40);10.6;17 (10:00);12 (09:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;2;Madrid;15.4 (15:40);-1.1 (07:20);7.1;20 (16:40);9 (16:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;3;2;Madrid;13.1 (14:20);-0.1 (05:40);6.5;22 (14:20);12 (15:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;2;Madrid;12.1 (15:20);1.5 (06:40);6.8;32 (23:50);18 (23:50);0;0;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;3;2;Madrid;14.7 (17:10);2.6 (05:40);8.6;19 (15:10);9 (15:10);0;0;0;0;0
Madrid. El Goloso;28055-28050-28033;2017;3;2;Madrid;16.3 (16:30);2.5 (06:20);9.4;32 (15:10);14 (17:10);0;0;0;0;0
Madrid Aeropuerto;28022-28027-28037;2017;3;2;Madrid;17.5 (17:20);1.3 (06:40);9.4;24 (15:10);14 (15:00);0;0;0;0;0
Alcala de Henares;28051-28031-28052;2017;3;2;Madrid;17.8 (16:30);2.7 (06:20);10.2;18 (16:50);13 (16:50);0;0;0;0;0
Arganda del Rey;28039-28038-28032;2017;3;2;Madrid;12.8 (16:10);4.3 (06:10);8.6;26 (10:30);13 (14:40);0;0;0;0;0
Colmenar Viejo;28011-28013-28005;2017;3;2;Madrid;16.1 (17:10);2.3 (07:50);9.2;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;3;2;Madrid;17.2 (17:10);1.2 (07:50);9.2;0;0;0;0;0;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;3;2;Madrid;16.3 (17:20);5.8 (08:10);11;18 (17:20);8 (17:00);0;0;0;0;0
Madrid. Retiro;28002-28003-28043;2017;3;2;Madrid;17.0 (16:40);2.9 (05:10);10;0;0;0;0;0;0;0
Tielmes;28049-28054-28053;2017;3;2;Madrid;8.9 (15:00);1.3 (03:10);5.1;0;0;0;0;0;0;
Puerto Alto del León;28019-28014-28012;2017;3;2;Madrid;15.8 (14:20);3.3 (07:20);9.6;18 (15:00);8 (15:30);0;0;0;0;0
Alpedrete;28018-28010-28008;2017;3;2;Madrid;15.6 (16:20);3.3 (08:20);9.5;24 (15:30);12 (11:20);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;2;Madrid;14.4 (16:10);3.4 (08:10);8.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;2;Madrid;14.9 (17:40);2.8 (07:40);8.8;19 (16:00);10 (11:50);0;0;0;0;0
Valdemorillo;28015;2017;3;2;Madrid;15.4 (17:00);4.6 (06:50);10;18 (16:30);10 (11:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;3;Madrid;2.7 (00:00);-6.0 (23:40);-1.6;77 (13:50);47 (11:10);8.6;0;0;5.8;2.8
Aranjuez;28025-28041-28054;2017;3;3;Madrid;14.1 (12:10);4.5 (23:10);9.3;59 (09:20);24 (16:40);3;0;0;2.9;0.1
Rascafría;28034-28035-28040;2017;3;3;Madrid;9.0 (11:00);-0.7 (23:40);4.2;44 (13:20);19 (16:30);0.6;0;0;0.2;0.4
Buitrago del Lozoya;28003-28045-28044;2017;3;3;Madrid;8.8 (10:10);0.2 (23:20);4.5;40 (23:20);20 (23:30);0.8;0;0;0.8;0
Somosierra;28020-28021-28024;2017;3;3;Madrid;6.2 (00:40);-2.5 (23:40);1.8;78 (13:10);37 (14:20);3.7;0;0;3.7;0
San Sebastián de Los Reyes;28029-28036-28046;2017;3;3;Madrid;11.2 (12:00);2.0 (23:59);6.6;31 (12:00);14 (11:40);2.2;0;0;1.8;0.4
Madrid. El Goloso;28055-28050-28033;2017;3;3;Madrid;12.8 (12:20);2.6 (07:50);7.7;67 (14:00);41 (17:00);1.9;0;0;1.8;0.1
Madrid Aeropuerto;28022-28027-28037;2017;3;3;Madrid;13.8 (11:00);3.3 (05:00);8.6;52 (16:30);32 (16:00);4;0;0;3;1
Alcala de Henares;28051-28031-28052;2017;3;3;Madrid;12.9 (11:20);2.2 (06:40);7.5;57 (16:40);30 (16:50);3.4;0;0;2.4;1
Arganda del Rey;28039-28038-28032;2017;3;3;Madrid;8.4 (10:30);0.1 (21:50);4.2;46 (19:30);24 (19:30);2.7;0;0;2.7;0
Colmenar Viejo;28011-28013-28005;2017;3;3;Madrid;11.3 (12:00);2.7 (22:10);7;0;0;2.6;0;0;2.1;0.5
Madrid. Ciudad Universitaria;28030-28028-28026;2017;3;3;Madrid;11.3 (11:30);1.4 (06:10);6.4;0;0;4;0;0;2;2
Pozuelo de Alarcón;28001-28004-28009;2017;3;3;Madrid;12.2 (12:10);4.1 (21:40);8.1;50 (16:30);21 (16:40);1.6;0;0;1.2;0.4
Madrid. Retiro;28002-28003-28043;2017;3;3;Madrid;13.8 (11:40);1.7 (08:10);7.8;0;0;2.2;0;0;2.2;0
Tielmes;28049-28054-28053;2017;3;3;Madrid;4.1 (00:20);-3.8 (23:10);0.1;84 (19:50);60 (19:50);0;0;0;0;
Puerto Alto del León;28019-28014-28012;2017;3;3;Madrid;9.7 (10:00);1.9 (16:50);5.8;36 (16:40);20 (17:10);3;0;0;3;0
Alpedrete;28018-28010-28008;2017;3;3;Madrid;9.7 (12:00);2.2 (21:20);5.9;46 (21:50);21 (22:00);2.7;0;0;2.7;0
Rozas de Puerto Real;28017-28007;2017;3;3;Madrid;10.9 (02:20);0.8 (23:40);5.8;0;0;6.6;0;0;4.2;2.4
Robledo de Chavela;28016-28006;2017;3;3;Madrid;8.7 (14:40);2.2 (17:00);5.4;40 (16:40);22 (12:30);8.6;0;0;7.8;0.8
Valdemorillo;28015;2017;3;3;Madrid;8.8 (12:50);2.0 (21:40);5.4;37 (17:10);23 (17:10);3.4;0;0;3.2;0.2
Puerto de Navacerrada;28048-28047-28023;2017;3;4;Madrid;-1.8 (16:00);-8.0 (07:40);-4.9;63 (01:40);23 (00:40);3.4;1.4;1.8;0.2;0
Aranjuez;28025-28041-28054;2017;3;4;Madrid;10.7 (17:00);1.1 (23:50);5.9;44 (00:30);23 (06:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;4;Madrid;5.7 (15:50);-2.0 (07:40);1.8;48 (05:30);22 (05:00);9.4;0;0;9.4;0
Buitrago del Lozoya;28003-28045-28044;2017;3;4;Madrid;6.2 (14:50);-1.5 (07:10);2.3;40 (02:50);18 (02:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;4;Madrid;3.6 (15:40);-4.2 (07:40);-0.3;42 (00:30);14 (04:20);9.9;0;0;9.9;0
Madrid. El Goloso;28029-28036-28046;2017;3;4;Madrid;8.7 (14:40);-0.6 (07:50);4;27 (06:50);12 (03:40);0.2;0;0.2;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;4;Madrid;9.2 (14:50);0.8 (08:00);5;67 (12:40);32 (04:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;4;Madrid;10.6 (17:10);0.9 (07:50);5.8;47 (03:50);31 (03:50);0.2;0;0.2;0;0
Arganda del Rey;28051-28031-28052;2017;3;4;Madrid;10.2 (17:00);1.7 (08:00);5.9;49 (01:30);32 (04:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;4;Madrid;6.4 (16:10);-2.1 (08:00);2.2;52 (04:30);24 (04:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;4;Madrid;9.2 (16:10);0.0 (07:30);4.6;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;4;Madrid;10.7 (16:00);0.1 (07:50);5.4;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;4;Madrid;9.6 (16:50);1.2 (07:10);5.4;45 (03:30);19 (03:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;4;Madrid;10.1 (15:50);2.0 (07:40);6.1;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;4;Madrid;0.4 (16:50);-6.3 (07:30);-3;62 (01:20);40 (01:00);0;0;0;0;
Alpedrete;28019-28014-28012;2017;3;4;Madrid;9.3 (16:30);0.1 (07:20);4.7;35 (01:50);19 (02:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;4;Madrid;9.0 (17:40);-1.1 (08:00);3.9;44 (01:20);23 (01:20);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;4;Madrid;7.3 (16:40);-1.0 (07:10);3.2;0;0;0.2;0.2;0;0;0
Robledo de Chavela;28016-28006;2017;3;4;Madrid;8.1 (16:50);-1.2 (07:30);3.5;25 (02:40);14 (01:30);0;0;0;0;0
Valdemorillo;28015;2017;3;4;Madrid;8.0 (16:20);-1.6 (07:20);3.2;31 (01:00);16 (01:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;5;Madrid;4.3 (15:50);-3.5 (00:00);0.4;67 (07:20);26 (06:10);13.4;1.2;9.6;2.4;0.2
Aranjuez;28025-28041-28054;2017;3;5;Madrid;14.9 (16:50);1.1 (00:30);8;41 (17:10);24 (18:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;5;Madrid;10.7 (14:50);2.0 (00:00);6.3;56 (22:40);26 (22:50);9.6;0.6;5.4;2.8;0.8
Buitrago del Lozoya;28003-28045-28044;2017;3;5;Madrid;9.2 (21:10);0.3 (00:00);4.7;18 (07:20);9 (06:30);2.6;0;1.7;0.9;0
Somosierra;28020-28021-28024;2017;3;5;Madrid;7.4 (15:10);-0.1 (00:10);3.7;41 (21:20);13 (18:20);12.3;1.2;4.4;6.3;0.4
Madrid. El Goloso;28029-28036-28046;2017;3;5;Madrid;11.6 (17:00);2.7 (00:10);7.2;23 (17:50);11 (17:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;5;Madrid;13.3 (15:20);4.4 (02:40);8.9;46 (12:20);30 (20:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;5;Madrid;12.1 (17:40);4.8 (00:30);8.5;30 (06:00);17 (08:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;5;Madrid;12.3 (16:40);2.9 (01:30);7.6;33 (17:20);21 (18:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;5;Madrid;9.1 (23:30);1.3 (04:30);5.2;43 (23:59);23 (23:50);0.4;0;0.4;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;5;Madrid;11.9 (16:30);3.5 (00:10);7.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;5;Madrid;12.5 (14:00);3.2 (00:00);7.9;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;5;Madrid;12.6 (16:40);5.2 (02:20);8.9;30 (17:30);10 (02:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;5;Madrid;12.2 (17:10);1.4 (02:00);6.8;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;5;Madrid;7.2 (16:10);-2.3 (00:10);2.4;73 (20:40);48 (20:30);3.2;0.6;2.4;0.2;0
Alpedrete;28019-28014-28012;2017;3;5;Madrid;12.1 (19:20);2.7 (00:00);7.4;25 (21:50);10 (21:50);4.2;0;4;0.2;0
Torrelodones;28018-28010-28008;2017;3;5;Madrid;12.1 (17:00);1.1 (00:10);6.6;36 (22:00);18 (22:00);0.5;0;0.5;0;0
Rozas de Puerto Real;28017-28007;2017;3;5;Madrid;9.2 (23:30);2.6 (02:30);5.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;5;Madrid;11.5 (16:00);1.1 (00:10);6.3;30 (16:30);16 (22:50);0;0;0;0;0
Valdemorillo;28015;2017;3;5;Madrid;11.8 (16:10);2.5 (00:10);7.2;28 (16:20);16 (16:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;6;Madrid;4.6 (17:20);1.5 (03:50);3;65 (15:00);27 (06:50);0.2;0;0.2;0;0
Aranjuez;28025-28041-28054;2017;3;6;Madrid;19.1 (16:50);8.2 (23:59);13.7;41 (14:20);22 (14:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;6;Madrid;13.2 (15:00);6.9 (06:50);10;69 (02:10);32 (01:00);0.8;0.6;0.2;0;0
Buitrago del Lozoya;28003-28045-28044;2017;3;6;Madrid;14.0 (15:10);7.7 (00:00);10.8;44 (11:00);21 (11:00);0.1;0;0.1;0;0
Somosierra;28020-28021-28024;2017;3;6;Madrid;11.5 (16:50);4.5 (05:20);8;42 (01:20);15 (01:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;6;Madrid;18.0 (15:40);8.9 (00:00);13.4;36 (14:20);15 (04:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;6;Madrid;19.4 (16:20);9.6 (08:00);14.5;54 (00:10);28 (13:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;6;Madrid;19.6 (15:40);8.3 (23:59);14;33 (13:50);21 (10:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;6;Madrid;19.8 (16:40);8.6 (23:59);14.2;38 (14:50);25 (15:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;6;Madrid;15.6 (15:10);6.4 (02:50);11;37 (00:10);22 (00:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;6;Madrid;18.8 (14:40);8.6 (06:00);13.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;6;Madrid;18.9 (15:40);9.1 (05:50);14;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;6;Madrid;19.0 (15:50);9.8 (06:00);14.4;55 (16:30);17 (15:10);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;6;Madrid;18.5 (14:20);9.3 (23:59);13.9;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;6;Madrid;9.4 (16:10);3.2 (04:30);6.3;87 (06:40);57 (06:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;6;Madrid;15.8 (17:20);9.3 (07:00);12.6;40 (13:30);21 (15:40);0.2;0.2;0;0;0
Torrelodones;28018-28010-28008;2017;3;6;Madrid;16.9 (15:40);7.9 (00:00);12.4;43 (13:50);19 (13:20);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;6;Madrid;15.0 (18:10);7.3 (08:20);11.2;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;6;Madrid;17.2 (14:30);8.1 (03:10);12.7;46 (05:00);23 (11:00);0;0;0;0;0
Valdemorillo;28015;2017;3;6;Madrid;16.9 (14:10);8.6 (01:00);12.8;54 (05:10);32 (05:30);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;7;Madrid;5.6 (15:10);-0.3 (08:50);2.6;60 (01:40);28 (07:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;7;Madrid;20.6 (16:50);5.6 (07:50);13.1;32 (15:40);18 (15:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;7;Madrid;13.7 (14:40);4.8 (23:59);9.3;53 (00:40);16 (00:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;3;7;Madrid;14.7 (14:40);6.6 (06:10);10.6;38 (05:00);22 (21:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;7;Madrid;12.2 (15:00);2.9 (08:00);7.5;39 (14:50);11 (00:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;7;Madrid;18.3 (14:10);8.6 (06:50);13.4;32 (00:30);17 (01:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;7;Madrid;19.6 (14:10);8.3 (08:20);14;41 (00:50);30 (01:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;7;Madrid;20.5 (15:40);3.8 (07:50);12.1;27 (20:20);18 (20:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;7;Madrid;20.6 (15:40);5.1 (07:10);12.9;30 (15:20);20 (16:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;7;Madrid;17.6 (15:20);6.3 (07:40);12;40 (03:30);20 (03:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;7;Madrid;20.1 (15:40);8.2 (07:20);14.2;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;7;Madrid;19.5 (16:00);7.5 (23:59);13.5;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;7;Madrid;19.6 (16:10);9.3 (07:30);14.5;38 (18:10);15 (00:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;7;Madrid;20.0 (14:30);3.4 (08:00);11.7;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;7;Madrid;9.9 (16:20);1.3 (08:20);5.6;71 (05:40);47 (07:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;7;Madrid;16.5 (15:40);7.5 (06:30);12;40 (22:00);26 (05:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;7;Madrid;17.5 (15:20);7.8 (06:50);12.7;49 (16:00);24 (15:30);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;7;Madrid;17.2 (15:50);5.8 (04:30);11.5;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;7;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;7;Madrid;18.0 (16:30);8.8 (07:10);13.4;48 (02:20);26 (01:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;8;Madrid;15.9 (15:30);2.7 (01:00);9.3;29 (07:20);21 (23:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;8;Madrid;23.6 (17:10);3.5 (07:50);13.6;21 (09:10);15 (09:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;8;Madrid;22.3 (15:30);0.1 (07:30);11.2;16 (14:50);8 (14:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;3;8;Madrid;21.8 (14:20);2.5 (06:00);12.1;17 (16:10);11 (16:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;8;Madrid;18.3 (17:00);4.2 (06:20);11.2;20 (16:00);8 (02:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;8;Madrid;21.3 (17:10);3.6 (06:00);12.4;13 (17:00);9 (23:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;8;Madrid;21.9 (16:00);3.4 (07:40);12.6;32 (12:40);12 (16:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;8;Madrid;23.5 (17:00);3.6 (06:10);13.5;21 (01:00);13 (00:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;8;Madrid;22.7 (17:00);3.2 (08:10);13;14 (16:10);8 (15:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;8;Madrid;19.1 (16:50);8.0 (03:20);13.6;26 (14:00);11 (16:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;8;Madrid;22.2 (16:50);3.6 (07:00);12.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;8;Madrid;23.3 (17:10);2.2 (05:40);12.7;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;8;Madrid;22.0 (17:20);8.3 (07:40);15.2;12 (14:00);5 (09:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;8;Madrid;22.5 (14:40);4.2 (07:40);13.3;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;8;Madrid;18.1 (15:00);3.3 (03:50);10.7;41 (00:10);31 (00:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;8;Madrid;23.6 (15:20);5.2 (06:10);14.4;18 (00:30);10 (00:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;8;Madrid;22.5 (16:00);5.4 (07:30);14;21 (03:40);13 (05:00);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;8;Madrid;20.2 (15:50);6.3 (03:50);13.3;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;8;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;8;Madrid;21.4 (16:00);7.1 (04:00);14.2;17 (16:50);10 (17:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;9;Madrid;17.7 (15:30);7.2 (02:30);12.5;30 (10:40);19 (01:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;9;Madrid;27.0 (16:00);2.2 (07:30);14.6;16 (01:30);10 (01:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;9;Madrid;24.0 (15:50);0.9 (07:40);12.4;20 (14:00);9 (13:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;3;9;Madrid;22.4 (14:40);1.2 (06:30);11.8;21 (14:40);12 (14:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;3;9;Madrid;21.9 (16:00);7.8 (04:10);14.8;22 (16:20);7 (12:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;3;9;Madrid;24.2 (16:50);4.3 (06:20);14.3;18 (17:10);8 (17:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;3;9;Madrid;25.1 (16:10);3.3 (07:20);14.2;30 (17:10);14 (17:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;3;9;Madrid;26.2 (16:40);3.8 (07:50);15;18 (09:40);12 (09:40);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;3;9;Madrid;26.2 (16:00);4.4 (06:40);15.3;13 (17:50);9 (17:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;3;9;Madrid;22.1 (16:00);11.1 (07:00);16.6;28 (13:40);15 (16:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;3;9;Madrid;25.4 (16:40);4.1 (08:00);14.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;3;9;Madrid;26.3 (15:50);3.0 (06:20);14.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;3;9;Madrid;25.3 (17:10);9.4 (07:50);17.3;18 (18:10);8 (18:10);0;0;0;0;0
Tielmes;28002-28003-28043;2017;3;9;Madrid;25.6 (14:30);4.1 (07:20);14.9;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;3;9;Madrid;18.4 (15:30);10.4 (01:20);14.4;25 (15:30);14 (14:40);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;3;9;Madrid;24.7 (15:20);6.6 (07:20);15.7;21 (17:00);9 (16:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;3;9;Madrid;24.9 (15:30);6.6 (06:50);15.7;27 (17:00);12 (17:20);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;3;9;Madrid;23.0 (15:30);8.1 (06:40);15.6;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;3;9;Madrid;0;0;0;0;0;0;0;0;0;
Valdemorillo;28015;2017;3;9;Madrid;24.0 (16:00);8.4 (07:20);16.2;20 (16:50);11 (17:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;3;10;Madrid;18.1 (15:10);9.4 (02:30);13.8;28 (14:30);18 (19:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;3;10;Madrid;27.4 (16:50);1.7 (07:50);14.5;17 (00:40);11 (00:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;3;10;Madrid;25.2 (16:10);0.8 (07:40);13;25 (14:40);9 (12:20);0;0;0;0;0
