Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Buitrago del Lozoya;28003-28045-28044;2017;6;2;Madrid;26.0 (12:40);12.6 (06:50);19.3;33 (14:00);16 (16:40);2.8;0;0;0;2.8
Somosierra;28020-28021-28024;2017;6;2;Madrid;22.2 (15:10);12.1 (06:30);17.2;30 (13:50);14 (23:40);3.6;1.2;0;1.6;0.8
San Sebastián de Los Reyes;28029-28036-28046;2017;6;2;Madrid;30.7 (16:00);15.8 (06:40);23.3;37 (19:20);21 (19:30);0.4;0;0;0;0.4
Madrid. El Goloso;28055-28050-28033;2017;6;2;Madrid;33.5 (18:10);18.2 (23:30);25.9;48 (14:20);36 (16:40);2.9;0;0;0;2.9
Madrid Aeropuerto;28022-28027-28037;2017;6;2;Madrid;0;0;0;0;0;0;0;0;0;
Alcala de Henares;28051-28031-28052;2017;6;2;Madrid;33.5 (15:20);18.4 (07:30);25.9;50 (16:20);34 (16:20);0.6;0;0;0;0.6
Arganda del Rey;28039-28038-28032;2017;6;2;Madrid;28.7 (16:40);16.1 (23:10);22.4;46 (19:20);26 (19:30);0.8;0;0;0;0.8
Colmenar Viejo;28011-28013-28005;2017;6;2;Madrid;34.0 (16:00);18.6 (05:10);26.3;0;0;0;0;0;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;6;2;Madrid;31.9 (15:20);14.9 (07:10);23.4;0;0;0.6;0;0;0;0.6
Pozuelo de Alarcón;28001-28004-28009;2017;6;2;Madrid;33.0 (15:30);19.9 (07:30);26.4;50 (22:00);20 (21:40);0.4;0;0;0;0.4
Madrid. Retiro;28002-28003-28043;2017;6;2;Madrid;33.9 (15:20);17.8 (07:10);25.9;0;0;0.6;0;0;0;0.6
Tielmes;28049-28054-28053;2017;6;2;Madrid;23.5 (16:20);12.1 (23:59);17.8;48 (16:40);27 (21:10);0.5;0.1;0;0;0.4
Puerto Alto del León;28019-28014-28012;2017;6;2;Madrid;31.0 (15:00);15.3 (07:00);23.2;36 (17:20);22 (17:40);3.4;1.6;0;0;1.8
Alpedrete;28018-28010-28008;2017;6;2;Madrid;32.6 (16:00);17.4 (23:59);25;49 (19:20);20 (19:20);1;0;0;0;1
Rozas de Puerto Real;28017-28007;2017;6;2;Madrid;29.1 (16:50);16.3 (07:00);22.7;0;0;0.4;0;0;0;0.4
Robledo de Chavela;28016-28006;2017;6;2;Madrid;31.6 (17:30);17.7 (06:50);24.7;37 (22:20);19 (22:30);0;0;0;0;0
Valdemorillo;28015;2017;6;2;Madrid;31.3 (16:20);17.1 (06:50);24.2;34 (22:50);18 (16:20);2.6;0;0;0;2.6
Puerto de Navacerrada;28048-28047-28023;2017;6;3;Madrid;16.6 (11:50);8.5 (06:20);12.6;36 (04:50);25 (05:00);3.8;3.8;0;0;0
Aranjuez;28025-28041-28054;2017;6;3;Madrid;31.0 (16:40);16.4 (08:30);23.7;34 (16:40);17 (17:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;6;3;Madrid;23.9 (18:30);10.5 (07:40);17.2;39 (13:10);15 (13:10);3.4;3.2;0.2;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;3;Madrid;24.1 (18:40);12.5 (07:20);18.3;33 (17:00);19 (17:20);5;3.7;0.2;1.1;0
Somosierra;28020-28021-28024;2017;6;3;Madrid;20.5 (17:20);10.5 (07:10);15.5;32 (00:10);17 (00:10);3.4;3.4;0;0;0
San Sebastián de Los Reyes;28029-28036-28046;2017;6;3;Madrid;27.1 (18:10);15.6 (07:40);21.4;27 (23:40);12 (00:20);1.8;1.4;0.4;0;0
Madrid. El Goloso;28055-28050-28033;2017;6;3;Madrid;29.6 (19:00);16.4 (08:30);23;37 (15:20);26 (15:40);0.5;0;0.5;0;0
Madrid Aeropuerto;28022-28027-28037;2017;6;3;Madrid;0;0;0;0;0;0;0;0;0;
Alcala de Henares;28051-28031-28052;2017;6;3;Madrid;29.9 (18:30);17.5 (06:40);23.7;39 (08:10);23 (08:10);5.4;0;5.4;0;0
Arganda del Rey;28039-28038-28032;2017;6;3;Madrid;24.8 (19:20);13.9 (06:50);19.3;40 (23:40);28 (23:40);5.1;5.1;0;0;0
Colmenar Viejo;28011-28013-28005;2017;6;3;Madrid;30.1 (18:20);16.6 (07:00);23.4;0;0;0.7;0.2;0.5;0;0
Madrid. Ciudad Universitaria;28030-28028-28026;2017;6;3;Madrid;29.0 (17:40);17.1 (07:50);23.1;0;0;1.2;1;0.2;0;0
Pozuelo de Alarcón;28001-28004-28009;2017;6;3;Madrid;28.6 (14:00);17.7 (07:00);23.2;40 (23:00);15 (23:10);0.2;0;0.2;0;0
Madrid. Retiro;28002-28003-28043;2017;6;3;Madrid;30.5 (15:40);17.1 (07:00);23.8;0;0;0;0;0;0;0
Tielmes;28049-28054-28053;2017;6;3;Madrid;20.6 (18:30);10.5 (06:50);15.6;44 (14:40);28 (14:30);2.8;2.8;0;0;0
Puerto Alto del León;28019-28014-28012;2017;6;3;Madrid;26.9 (18:50);14.4 (07:40);20.6;37 (00:20);21 (00:20);8.6;4.4;0;4.2;0
Alpedrete;28018-28010-28008;2017;6;3;Madrid;27.1 (18:40);15.1 (08:00);21.1;42 (01:40);22 (01:40);5;4;0.1;0.9;0
Rozas de Puerto Real;28017-28007;2017;6;3;Madrid;24.8 (16:20);13.1 (06:40);18.9;0;0;0.8;0.8;0;0;0
Robledo de Chavela;28016-28006;2017;6;3;Madrid;26.6 (17:20);14.2 (07:40);20.4;37 (14:00);17 (14:00);11;2.5;0;8.5;0
Valdemorillo;28015;2017;6;3;Madrid;27.1 (17:50);15.3 (07:40);21.2;31 (00:10);18 (00:10);3.2;2.8;0;0.4;0
Puerto de Navacerrada;28048-28047-28023;2017;6;4;Madrid;15.5 (11:30);4.4 (23:59);10;48 (19:00);26 (20:10);0.4;0;0;0.2;0.2
Aranjuez;28025-28041-28054;2017;6;4;Madrid;29.3 (14:40);15.9 (23:59);22.6;39 (15:30);18 (15:30);12.1;0;0;12.1;0
Rascafría;28034-28035-28040;2017;6;4;Madrid;20.7 (11:40);8.0 (23:59);14.4;39 (13:10);15 (12:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;4;Madrid;0;0;0;0;0;0;0;0;0;0
Somosierra;28020-28021-28024;2017;6;4;Madrid;17.6 (11:40);6.8 (23:59);12.2;35 (20:40);13 (20:00);0.2;0;0;0.2;0
Madrid. El Goloso;28029-28036-28046;2017;6;4;Madrid;25.2 (13:50);14.6 (23:59);19.9;38 (16:40);21 (16:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;6;4;Madrid;27.8 (14:10);15.3 (23:59);21.5;58 (15:00);44 (15:00);0.6;0;0;0.5;0.1
Alcala de Henares;28022-28027-28037;2017;6;4;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;6;4;Madrid;27.7 (13:50);16.2 (23:59);22;53 (15:20);26 (15:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;6;4;Madrid;22.8 (13:30);11.8 (23:50);17.3;44 (21:50);27 (00:30);0.2;0;0;0.2;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;6;4;Madrid;27.6 (14:00);15.7 (23:59);21.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;6;4;Madrid;26.2 (14:00);15.8 (23:59);21;0;0;0.8;0;0;0.8;0
Madrid. Retiro;28001-28004-28009;2017;6;4;Madrid;27.8 (13:30);16.7 (23:59);22.3;42 (15:30);19 (14:50);0;0;0;0;0
Tielmes;28002-28003-28043;2017;6;4;Madrid;29.6 (15:10);15.8 (23:59);22.7;0;0;0.8;0;0;0.8;0
Puerto Alto del León;28049-28054-28053;2017;6;4;Madrid;15.0 (12:20);5.7 (23:40);10.3;87 (15:10);39 (18:40);1;0;0;0.9;0.1
Alpedrete;28019-28014-28012;2017;6;4;Madrid;23.8 (11:40);12.8 (13:30);18.3;45 (20:10);23 (00:10);5.8;0;0;5.8;0
Torrelodones;28018-28010-28008;2017;6;4;Madrid;0;0;0;0;0;0;0;0;0;
Rozas de Puerto Real;28017-28007;2017;6;4;Madrid;23.6 (13:40);13.6 (20:30);18.6;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;6;4;Madrid;24.5 (13:00);14.2 (23:59);19.3;50 (18:40);21 (18:40);0;0;0;0;0
Valdemorillo;28015;2017;6;4;Madrid;24.5 (13:20);13.9 (23:59);19.2;46 (19:10);29 (19:10);7;0;0;7;0
Puerto de Navacerrada;28048-28047-28023;2017;6;5;Madrid;14.8 (18:20);2.1 (06:20);8.5;39 (23:50);23 (05:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;6;5;Madrid;27.7 (18:30);10.3 (07:00);19;29 (19:20);12 (22:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;6;5;Madrid;21.6 (18:00);3.6 (05:30);12.6;31 (18:10);13 (18:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;5;Madrid;22.9 (18:20);5.4 (06:50);14.1;34 (18:30);16 (16:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;6;5;Madrid;18.8 (18:00);4.5 (05:40);11.6;33 (16:50);11 (03:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;6;5;Madrid;24.9 (18:20);9.4 (05:50);17.1;26 (18:40);11 (20:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;6;5;Madrid;27.6 (18:20);10.6 (07:30);19.1;41 (18:20);25 (19:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;6;5;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;6;5;Madrid;27.8 (18:50);9.8 (06:40);18.8;35 (18:00);20 (18:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;6;5;Madrid;23.2 (18:20);6.7 (07:00);15;32 (10:30);15 (18:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;6;5;Madrid;28.4 (18:00);10.2 (07:50);19.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;6;5;Madrid;27.1 (17:30);7.3 (07:10);17.2;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;6;5;Madrid;26.8 (17:20);12.5 (06:20);19.6;31 (18:30);14 (00:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;6;5;Madrid;26.9 (17:50);9.4 (07:10);18.1;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;6;5;Madrid;18.4 (19:00);3.4 (07:40);10.9;51 (23:59);34 (23:59);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;6;5;Madrid;23.7 (17:20);8.7 (06:00);16.2;32 (16:10);17 (17:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;6;5;Madrid;0;0;0;0;0;0;0;0;0;
Rozas de Puerto Real;28017-28007;2017;6;5;Madrid;23.5 (16:40);9.1 (07:10);16.3;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;6;5;Madrid;25.7 (18:40);10.2 (04:40);18;41 (03:00);22 (03:00);0;0;0;0;0
Valdemorillo;28015;2017;6;5;Madrid;25.6 (17:00);9.0 (07:00);17.3;35 (15:50);19 (15:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;6;6;Madrid;16.1 (17:30);5.1 (06:40);10.6;40 (04:30);21 (05:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;6;6;Madrid;30.1 (18:40);11.6 (06:50);20.9;32 (15:40);12 (16:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;6;6;Madrid;23.3 (17:50);9.4 (23:59);16.3;26 (02:50);12 (12:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;6;Madrid;23.5 (18:40);11.0 (23:59);17.3;33 (12:20);16 (07:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;6;6;Madrid;20.6 (18:50);8.1 (06:20);14.4;53 (09:40);9 (14:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;6;6;Madrid;26.6 (19:20);14.2 (06:40);20.4;22 (12:40);10 (04:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;6;6;Madrid;29.3 (19:40);14.9 (06:10);22.1;39 (03:10);27 (03:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;6;6;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;6;6;Madrid;30.2 (18:50);13.7 (07:10);22;30 (18:20);17 (18:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;6;6;Madrid;24.9 (18:40);11.2 (07:00);18;29 (05:30);14 (20:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;6;6;Madrid;29.7 (18:00);14.7 (06:40);22.2;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;6;6;Madrid;28.9 (18:40);15.2 (07:20);22;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;6;6;Madrid;29.0 (16:00);15.8 (07:30);22.4;35 (03:30);15 (02:00);0;0;0;0;0
Tielmes;28002-28003-28043;2017;6;6;Madrid;29.0 (16:50);11.5 (07:30);20.3;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;6;6;Madrid;20.0 (18:00);6.6 (07:30);13.3;61 (02:20);42 (06:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;6;6;Madrid;25.5 (18:50);13.7 (06:30);19.6;39 (06:50);21 (16:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;6;6;Madrid;0;0;0;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;6;6;Madrid;26.0 (18:40);9.5 (07:00);17.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;6;6;Madrid;26.6 (20:20);14.9 (05:40);20.8;50 (03:50);25 (03:40);0;0;0;0;0
Valdemorillo;28015;2017;6;6;Madrid;27.4 (18:20);14.9 (07:20);21.1;38 (02:00);21 (02:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;6;7;Madrid;22.3 (16:10);9.8 (06:40);16;29 (15:40);16 (15:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;6;7;Madrid;33.4 (18:00);12.2 (07:20);22.8;27 (19:40);17 (23:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;6;7;Madrid;28.5 (17:40);5.2 (06:30);16.8;16 (15:20);7 (15:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;7;Madrid;27.8 (18:20);6.2 (05:00);17;19 (17:30);8 (16:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;6;7;Madrid;24.8 (16:40);8.8 (06:10);16.8;20 (14:00);10 (12:00);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;6;7;Madrid;29.5 (19:10);13.1 (06:00);21.3;21 (13:50);8 (16:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;6;7;Madrid;32.4 (18:30);12.9 (06:30);22.7;0;0;0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;6;7;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;6;7;Madrid;33.8 (19:00);12.5 (07:00);23.1;29 (23:59);17 (23:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;6;7;Madrid;27.9 (18:20);13.6 (07:00);20.8;31 (12:40);10 (13:10);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;6;7;Madrid;32.7 (16:40);13.0 (05:40);22.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;6;7;Madrid;32.2 (18:10);11.0 (05:50);21.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;6;7;Madrid;32.1 (16:50);16.9 (07:40);24.5;23 (23:50);11 (01:40);0;0;0;0;0
Tielmes;28002-28003-28043;2017;6;7;Madrid;32.4 (16:20);13.2 (06:50);22.8;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;6;7;Madrid;23.8 (16:40);9.1 (03:20);16.4;24 (13:20);16 (03:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;6;7;Madrid;31.4 (18:10);13.0 (07:00);22.2;20 (16:40);9 (16:50);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;6;7;Madrid;31.7 (19:30);13.4 (04:00);22.6;23 (16:10);10 (15:40);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;6;7;Madrid;29.3 (19:00);11.5 (06:50);20.4;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;6;7;Madrid;30.5 (19:00);13.3 (07:20);21.9;35 (03:20);20 (03:30);0;0;0;0;0
Valdemorillo;28015;2017;6;7;Madrid;31.0 (18:30);13.8 (07:10);22.4;30 (15:00);15 (00:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;6;8;Madrid;23.2 (15:00);12.5 (05:00);17.9;44 (18:10);25 (18:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;6;8;Madrid;34.7 (18:50);17.8 (07:20);26.3;38 (02:10);23 (02:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;6;8;Madrid;29.2 (14:30);8.1 (06:10);18.7;30 (17:50);11 (14:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;8;Madrid;28.9 (17:50);9.5 (06:50);19.2;31 (17:20);15 (16:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;6;8;Madrid;24.3 (18:00);12.5 (02:20);18.4;40 (17:40);18 (14:20);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;6;8;Madrid;30.5 (18:20);16.7 (07:00);23.6;23 (18:30);10 (15:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;6;8;Madrid;33.7 (18:10);16.2 (07:20);25;45 (16:50);22 (17:20);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;6;8;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;6;8;Madrid;34.3 (16:40);17.3 (06:50);25.8;31 (00:10);19 (00:10);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;6;8;Madrid;28.4 (18:00);16.5 (07:00);22.4;33 (15:50);15 (18:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;6;8;Madrid;33.6 (17:00);19.0 (07:40);26.3;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;6;8;Madrid;32.8 (17:50);14.3 (06:20);23.5;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;6;8;Madrid;33.1 (16:30);20.0 (07:00);26.5;27 (01:10);12 (01:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;6;8;Madrid;33.5 (17:00);17.5 (07:20);25.5;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;6;8;Madrid;24.0 (16:30);12.9 (06:00);18.4;39 (17:20);20 (09:10);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;6;8;Madrid;31.0 (17:40);15.0 (06:50);23;26 (17:50);13 (18:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;6;8;Madrid;32.3 (16:40);16.8 (03:50);24.5;34 (18:00);17 (18:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;6;8;Madrid;29.2 (17:10);14.8 (07:00);22;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;6;8;Madrid;30.8 (17:20);17.2 (01:10);24;28 (17:40);15 (17:40);0;0;0;0;0
Valdemorillo;28015;2017;6;8;Madrid;30.9 (16:30);16.3 (06:50);23.6;31 (18:30);16 (18:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;6;9;Madrid;23.6 (17:30);11.9 (06:20);17.8;30 (16:40);15 (16:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;6;9;Madrid;33.9 (17:40);17.8 (07:30);25.9;27 (18:50);17 (00:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;6;9;Madrid;27.5 (14:20);10.2 (07:00);18.8;15 (20:10);6 (20:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;9;Madrid;29.0 (16:30);11.4 (07:10);20.2;20 (15:00);10 (15:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;6;9;Madrid;25.4 (16:30);12.3 (06:50);18.8;22 (14:30);11 (15:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;6;9;Madrid;30.6 (17:30);16.5 (05:20);23.6;29 (15:30);9 (18:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;6;9;Madrid;33.3 (16:40);18.8 (07:30);26;55 (15:20);21 (01:10);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;6;9;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;6;9;Madrid;34.2 (17:40);19.3 (07:50);26.8;32 (18:20);20 (18:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;6;9;Madrid;29.1 (17:10);17.0 (06:40);23.1;31 (18:10);15 (16:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;6;9;Madrid;34.0 (16:20);18.9 (07:50);26.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;6;9;Madrid;32.7 (17:00);15.9 (07:10);24.3;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;6;9;Madrid;33.3 (16:10);20.8 (08:30);27;32 (18:20);12 (16:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;6;9;Madrid;33.8 (16:50);18.2 (07:50);26;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;6;9;Madrid;24.6 (17:00);11.5 (07:00);18.1;31 (01:50);22 (22:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;6;9;Madrid;31.3 (16:30);17.4 (07:10);24.3;28 (03:00);13 (02:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;6;9;Madrid;32.8 (16:40);17.5 (07:20);25.1;41 (16:30);15 (15:40);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;6;9;Madrid;28.0 (16:50);15.8 (07:20);21.9;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;6;9;Madrid;30.5 (16:10);17.4 (07:10);23.9;32 (14:10);17 (03:10);0;0;0;0;0
Valdemorillo;28015;2017;6;9;Madrid;31.5 (17:00);18.9 (07:10);25.2;35 (15:10);17 (15:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;6;10;Madrid;25.7 (16:30);13.6 (05:10);19.7;32 (15:10);17 (19:20);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;6;10;Madrid;36.4 (18:20);17.3 (04:50);26.9;21 (20:10);13 (20:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;6;10;Madrid;31.2 (17:00);8.8 (06:40);20;15 (14:20);7 (13:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;6;10;Madrid;31.1 (18:00);10.2 (07:10);20.7;26 (13:10);10 (15:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;6;10;Madrid;27.3 (17:40);13.2 (06:40);20.2;26 (14:50);15 (15:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;6;10;Madrid;32.4 (19:10);16.6 (06:40);24.5;21 (14:30);9 (23:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;6;10;Madrid;35.2 (18:10);17.1 (06:10);26.2;37 (15:50);15 (15:20);0;0;0;0;0
