Estación;cp;Año;Mes;Dia;Provincia;Temperatura máxima (ºC);Temperatura mínima (ºC);Temperatura media (ºC);Racha (km/h);Velocidad máxima (km/h);Precipitación 00-24h (mm);Precipitación 00-06h (mm);Precipitación 06-12h (mm);Precipitación 12-18h (mm);Precipitación 18-24h (mm)
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;10;Madrid;28.5 (17:20);7.2 (08:20);17.8;21 (17:40);11 (02:40);0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;10;Madrid;28.8 (17:10);6.4 (06:20);17.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;10;10;Madrid;27.0 (15:20);13.6 (08:30);20.3;27 (03:10);14 (02:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;10;Madrid;27.9 (16:20);7.2 (08:30);17.5;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;10;Madrid;20.7 (16:50);12.0 (05:00);16.4;22 (16:10);10 (20:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;10;Madrid;27.7 (15:40);9.4 (08:00);18.6;19 (17:00);9 (14:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;10;Madrid;27.9 (16:50);10.3 (06:40);19.1;24 (15:40);12 (11:40);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;10;Madrid;26.8 (17:00);11.5 (06:10);19.1;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;10;Madrid;27.4 (16:50);10.3 (08:20);18.8;0;0;0;0;0;0;0
Valdemorillo;28015;2017;10;10;Madrid;27.6 (16:40);11.7 (08:00);19.7;24 (16:10);12 (17:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;11;Madrid;18.8 (16:10);10.4 (08:50);14.6;33 (14:00);18 (14:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;11;Madrid;29.8 (16:50);7.8 (08:40);18.8;22 (11:30);15 (11:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;11;Madrid;25.7 (15:10);2.5 (07:10);14.1;27 (14:10);8 (14:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;11;Madrid;25.4 (15:40);3.0 (07:30);14.2;39 (16:30);17 (16:30);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;11;Madrid;22.7 (15:30);9.2 (06:20);16;28 (16:10);12 (16:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;11;Madrid;25.4 (16:30);8.4 (07:00);16.9;19 (17:30);8 (17:40);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;11;Madrid;28.0 (17:00);7.4 (07:50);17.7;33 (17:00);14 (17:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;11;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;10;11;Madrid;29.1 (17:00);6.6 (08:00);17.9;20 (16:40);12 (17:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;11;Madrid;24.6 (16:00);13.2 (07:50);18.9;35 (16:50);13 (16:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;11;Madrid;28.3 (16:20);8.0 (07:50);18.1;22 (16:50);10 (18:00);0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;11;Madrid;28.2 (16:50);6.7 (05:30);17.5;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;10;11;Madrid;26.6 (17:20);12.9 (08:10);19.8;21 (17:00);9 (17:20);0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;11;Madrid;27.9 (16:20);7.3 (08:40);17.6;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;11;Madrid;20.9 (15:30);10.9 (02:40);15.9;27 (14:40);10 (15:50);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;11;Madrid;26.6 (17:20);10.9 (06:30);18.8;24 (16:00);11 (15:20);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;11;Madrid;27.5 (15:40);10.9 (07:40);19.2;32 (16:10);13 (16:10);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;11;Madrid;25.6 (16:20);12.0 (09:10);18.8;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;11;Madrid;26.6 (15:30);11.0 (08:40);18.8;0;0;0;0;0;0;0
Valdemorillo;28015;2017;10;11;Madrid;26.8 (15:50);11.8 (08:00);19.3;29 (16:00);16 (16:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;12;Madrid;20.4 (14:30);10.6 (06:00);15.5;31 (06:00);19 (06:50);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;12;Madrid;31.8 (17:40);7.9 (08:00);19.8;18 (09:30);12 (09:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;12;Madrid;27.6 (16:00);3.7 (07:20);15.7;27 (16:40);10 (16:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;12;Madrid;25.9 (15:30);4.2 (07:00);15;24 (18:00);13 (17:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;12;Madrid;23.3 (15:50);9.5 (07:40);16.4;26 (16:20);10 (18:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;12;Madrid;26.3 (17:40);10.0 (06:20);18.1;16 (16:30);8 (16:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;12;Madrid;29.5 (17:30);8.8 (08:20);19.2;21 (13:00);11 (00:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;12;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;10;12;Madrid;31.1 (16:30);8.7 (08:00);19.9;16 (16:50);8 (16:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;12;Madrid;25.5 (17:10);14.7 (05:00);20.1;40 (12:00);11 (12:50);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;12;Madrid;29.0 (17:00);8.9 (09:00);18.9;14 (17:40);9 (21:10);0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;12;Madrid;29.8 (17:30);7.5 (08:30);18.6;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;10;12;Madrid;27.4 (17:00);13.8 (08:40);20.6;18 (23:50);10 (23:59);0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;12;Madrid;28.8 (16:40);8.0 (08:20);18.4;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;12;Madrid;21.0 (17:00);11.5 (00:10);16.3;24 (13:40);13 (16:50);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;12;Madrid;28.6 (16:20);11.2 (06:40);19.9;17 (16:30);6 (17:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;12;Madrid;28.8 (17:00);12.6 (04:20);20.7;21 (16:00);11 (12:50);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;12;Madrid;27.6 (16:50);12.4 (07:50);20;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;12;Madrid;28.0 (16:50);12.1 (08:50);20.1;0;0;0;0;0;0;0
Valdemorillo;28015;2017;10;12;Madrid;28.1 (17:20);13.4 (06:10);20.8;19 (00:10);11 (00:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;13;Madrid;20.0 (14:30);11.9 (09:10);15.9;38 (12:20);20 (10:40);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;13;Madrid;31.1 (16:20);12.7 (08:10);21.9;21 (16:40);13 (05:40);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;13;Madrid;27.4 (15:50);5.2 (07:40);16.3;14 (17:50);7 (17:30);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;13;Madrid;25.5 (15:20);6.3 (07:50);15.9;26 (15:30);13 (17:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;13;Madrid;22.9 (17:00);11.6 (08:50);17.3;28 (13:20);13 (13:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;13;Madrid;26.5 (17:40);11.2 (06:30);18.8;22 (16:40);11 (14:20);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;13;Madrid;29.0 (16:10);10.3 (08:40);19.7;52 (15:40);17 (15:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;13;Madrid;0;0;0;0;0;0;0;0;0;
Arganda del Rey;28051-28031-28052;2017;10;13;Madrid;30.2 (16:30);9.7 (08:40);20;28 (16:00);21 (16:00);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;13;Madrid;25.6 (17:20);15.5 (07:10);20.6;24 (16:20);14 (15:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;13;Madrid;29.5 (16:30);10.6 (08:00);20.1;25 (16:20);10 (19:10);0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;13;Madrid;29.0 (17:00);9.5 (08:30);19.3;0;0;0;0;0;0;0
Madrid. Retiro;28001-28004-28009;2017;10;13;Madrid;28.0 (15:10);15.7 (06:10);21.8;24 (16:20);11 (16:30);0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;13;Madrid;29.3 (14:40);10.5 (08:10);19.9;0;0;0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;13;Madrid;20.7 (16:20);13.9 (23:59);17.3;29 (15:10);16 (14:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;13;Madrid;28.1 (17:40);12.2 (08:50);20.2;20 (15:00);8 (15:00);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;13;Madrid;28.3 (17:00);12.8 (08:40);20.5;27 (15:40);12 (16:40);0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;13;Madrid;26.5 (16:30);12.9 (08:30);19.7;0;0;0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;13;Madrid;27.9 (17:20);13.0 (08:40);20.4;0;0;0;0;0;0;0
Valdemorillo;28015;2017;10;13;Madrid;27.8 (16:40);14.4 (08:00);21.1;26 (16:00);14 (16:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;14;Madrid;26.5 (13:50);14.3 (06:00);20.4;48 (02:00);28 (23:59);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;14;Madrid;36.8 (17:40);19.8 (07:50);28.3;37 (03:00);23 (01:00);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;14;Madrid;31.6 (15:40);8.8 (07:00);20.2;36 (15:00);18 (14:00);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;14;Madrid;31.5 (17:20);11.3 (07:10);21.4;40 (16:20);18 (16:20);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;14;Madrid;27.6 (17:00);14.7 (07:00);21.2;76 (16:10);18 (15:50);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;14;Madrid;32.5 (17:40);17.8 (07:40);25.1;24 (01:20);11 (16:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;14;Madrid;35.5 (17:40);17.5 (07:40);26.5;46 (16:20);23 (15:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;14;Madrid;36.9 (17:10);19.7 (07:40);28.3;41 (23:59);28 (23:59);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;10;14;Madrid;31.5 (17:30);18.4 (06:20);24.9;31 (16:50);15 (01:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;14;Madrid;35.7 (18:00);21.2 (04:10);28.5;30 (14:00);11 (05:20);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;14;Madrid;35.6 (18:20);16.3 (06:50);25.9;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;14;Madrid;35.5 (16:10);21.4 (08:00);28.4;26 (00:50);12 (01:00);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;10;14;Madrid;34.9 (17:10);19.3 (07:50);27.1;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;14;Madrid;27.6 (18:00);15.0 (06:40);21.3;36 (16:40);18 (12:50);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;14;Madrid;34.0 (18:20);17.1 (05:50);25.6;24 (14:00);13 (14:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;14;Madrid;35.1 (17:50);19.0 (07:40);27;30 (14:10);14 (13:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;14;Madrid;32.4 (18:10);16.5 (07:10);24.5;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;14;Madrid;33.4 (17:30);19.5 (07:30);26.5;12 (17:40);2 (10:30);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;14;Madrid;34.2 (18:00);18.1 (06:40);26.2;38 (18:40);14 (18:00);0;0;0;0;0
Valdemorillo;28015;2017;10;14;Madrid;34.2 (18:00);18.1 (06:40);26.2;38 (18:40);14 (18:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;15;Madrid;24.9 (13:50);15.0 (23:59);19.9;37 (00:10);25 (00:10);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;15;Madrid;36.3 (17:00);20.1 (07:30);28.2;37 (00:50);21 (00:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;15;Madrid;31.4 (14:00);11.5 (07:40);21.4;27 (15:50);11 (15:50);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;15;Madrid;31.1 (14:40);12.8 (07:40);22;32 (15:00);15 (17:40);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;15;Madrid;27.2 (14:10);15.5 (07:00);21.4;27 (18:00);11 (02:30);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;15;Madrid;32.1 (15:50);17.9 (07:30);25;28 (16:20);9 (02:30);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;15;Madrid;34.7 (16:00);19.7 (07:50);27.2;55 (16:10);24 (16:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;15;Madrid;35.5 (15:50);21.3 (07:50);28.4;41 (00:10);28 (00:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;10;15;Madrid;30.8 (16:30);19.3 (07:50);25;33 (17:30);18 (18:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;15;Madrid;34.6 (15:00);22.1 (07:50);28.3;35 (18:40);17 (18:40);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;15;Madrid;33.6 (17:00);21.8 (08:00);27.7;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;15;Madrid;34.6 (15:50);22.5 (08:00);28.5;35 (19:40);14 (17:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;10;15;Madrid;35.6 (15:20);20.4 (07:30);28;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;15;Madrid;27.2 (14:30);15.9 (07:40);21.6;39 (20:50);26 (22:40);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;15;Madrid;33.0 (17:40);18.4 (07:30);25.7;36 (22:30);16 (22:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;15;Madrid;33.6 (14:50);20.0 (08:00);26.8;41 (19:30);18 (22:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;15;Madrid;31.6 (17:50);18.2 (07:50);24.9;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;15;Madrid;32.5 (17:40);20.3 (07:40);26.4;17 (17:50);3 (17:20);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;15;Madrid;32.9 (19:10);19.7 (08:10);26.3;39 (19:20);24 (19:20);0;0;0;0;0
Valdemorillo;28015;2017;10;15;Madrid;32.9 (19:10);19.7 (08:10);26.3;39 (19:20);24 (19:20);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;16;Madrid;23.9 (16:10);13.0 (06:30);18.4;31 (16:30);13 (05:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;16;Madrid;36.2 (17:40);16.2 (06:50);26.2;30 (18:40);12 (17:10);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;16;Madrid;30.5 (16:20);9.5 (07:50);20;27 (17:20);10 (17:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;16;Madrid;31.8 (16:10);11.5 (08:00);21.6;30 (14:20);14 (18:00);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;16;Madrid;28.0 (17:20);13.1 (08:00);20.6;31 (16:40);8 (16:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;16;Madrid;32.5 (18:10);16.7 (06:30);24.6;22 (15:10);9 (15:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;16;Madrid;35.3 (17:40);17.1 (08:00);26.2;37 (14:50);18 (14:50);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;16;Madrid;36.5 (18:10);16.3 (08:10);26.4;31 (14:20);21 (14:10);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;10;16;Madrid;31.8 (16:40);18.2 (07:10);25;22 (19:40);14 (19:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;16;Madrid;35.6 (16:30);16.7 (08:00);26.1;24 (16:00);9 (23:59);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;16;Madrid;35.5 (18:00);16.6 (07:40);26.1;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;16;Madrid;35.2 (16:10);20.7 (07:40);28;23 (23:30);10 (23:20);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;10;16;Madrid;35.1 (16:00);15.8 (08:20);25.4;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;16;Madrid;27.0 (16:40);12.4 (07:40);19.7;39 (16:30);24 (02:10);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;16;Madrid;33.8 (16:00);17.6 (07:50);25.7;30 (18:30);17 (18:30);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;16;Madrid;35.1 (17:10);19.0 (08:00);27;61 (16:30);18 (04:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;16;Madrid;32.4 (16:40);17.0 (07:50);24.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;16;Madrid;33.5 (16:50);18.1 (08:00);25.8;9 (14:30);2 (22:40);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;16;Madrid;34.7 (17:10);20.0 (08:10);27.4;28 (22:20);15 (19:10);0;0;0;0;0
Valdemorillo;28015;2017;10;16;Madrid;36.3 (17:10);22.1 (07:00);29.2;33 (17:20);17 (00:50);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;17;Madrid;27.3 (15:10);16.2 (05:50);21.8;28 (13:00);13 (13:00);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;17;Madrid;37.6 (19:10);16.5 (07:50);27;20 (18:00);10 (19:30);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;17;Madrid;34.0 (18:10);9.5 (07:30);21.8;21 (16:30);11 (15:20);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;17;Madrid;34.2 (17:20);12.5 (05:50);23.4;25 (17:00);12 (18:10);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;17;Madrid;31.1 (17:40);15.1 (06:20);23.1;26 (14:40);10 (15:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;17;Madrid;33.7 (19:00);19.9 (07:40);26.8;23 (15:20);11 (14:50);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;17;Madrid;36.3 (17:20);20.2 (07:40);28.3;35 (18:30);16 (02:40);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;17;Madrid;37.5 (18:40);19.6 (07:40);28.6;28 (01:50);14 (16:20);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;10;17;Madrid;32.9 (17:30);20.8 (07:00);26.9;28 (06:20);20 (06:20);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;17;Madrid;36.6 (18:00);22.0 (08:20);29.3;30 (02:20);16 (02:00);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;17;Madrid;36.4 (17:50);20.5 (01:30);28.5;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;17;Madrid;36.4 (16:30);22.8 (07:40);29.6;33 (02:10);14 (02:10);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;10;17;Madrid;36.5 (17:10);17.0 (08:10);26.8;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;17;Madrid;29.8 (16:40);17.4 (03:20);23.6;27 (15:10);15 (00:40);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;17;Madrid;35.3 (16:30);18.6 (06:40);26.9;24 (18:20);13 (10:00);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;17;Madrid;36.4 (17:50);22.0 (07:50);29.2;50 (16:20);13 (05:10);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;17;Madrid;33.7 (17:50);17.9 (08:00);25.8;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;17;Madrid;34.7 (17:40);18.6 (07:40);26.7;9 (11:30);2 (16:10);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;17;Madrid;35.7 (18:10);20.6 (06:40);28.2;26 (09:00);14 (16:20);0;0;0;0;0
Valdemorillo;28015;2017;10;17;Madrid;34.1 (18:10);20.6 (07:40);27.3;30 (16:00);18 (17:00);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;18;Madrid;25.7 (16:30);15.9 (07:50);20.8;36 (17:20);17 (13:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;18;Madrid;38.5 (17:50);21.1 (03:50);29.8;30 (18:00);12 (16:20);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;18;Madrid;31.1 (16:20);11.7 (07:40);21.4;34 (14:20);15 (13:40);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;18;Madrid;32.6 (16:20);13.7 (06:30);23.1;38 (13:50);19 (13:50);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;18;Madrid;29.2 (16:50);16.1 (07:50);22.7;31 (16:10);11 (16:10);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;18;Madrid;34.8 (18:10);18.9 (06:50);26.8;31 (19:30);13 (20:00);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;18;Madrid;37.3 (17:20);20.0 (08:00);28.6;50 (16:50);25 (20:30);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;18;Madrid;38.4 (17:40);19.1 (07:40);28.8;32 (16:40);17 (15:50);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;10;18;Madrid;33.5 (16:40);20.9 (08:00);27.2;36 (23:50);23 (23:50);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;18;Madrid;38.2 (17:00);19.3 (07:00);28.8;35 (23:30);18 (23:30);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;18;Madrid;37.3 (17:40);17.6 (07:50);27.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;18;Madrid;37.3 (16:10);23.7 (07:10);30.5;28 (23:59);13 (23:59);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;10;18;Madrid;37.2 (16:50);18.8 (08:10);28;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;18;Madrid;28.6 (18:00);16.1 (08:20);22.4;48 (13:50);26 (14:00);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;18;Madrid;33.7 (13:50);21.6 (06:40);27.7;37 (16:40);18 (16:20);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;18;Madrid;36.0 (15:00);20.0 (07:00);28;34 (17:40);18 (19:40);0;0;0;0;0
Torrelodones;28018-28010-28008;2017;10;18;Madrid;33.7 (18:10);19.6 (07:50);26.7;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;18;Madrid;35.2 (15:50);21.0 (08:00);28.1;10 (12:00);2 (03:00);0;0;0;0;0
Robledo de Chavela;28016-28006;2017;10;18;Madrid;36.3 (17:30);22.3 (07:30);29.3;40 (18:30);17 (15:40);0;0;0;0;0
Valdemorillo;28015;2017;10;18;Madrid;35.0 (18:10);20.9 (06:40);27.9;33 (20:20);18 (20:10);0;0;0;0;0
Puerto de Navacerrada;28048-28047-28023;2017;10;19;Madrid;25.1 (16:00);16.1 (06:50);20.6;31 (16:30);13 (16:30);0;0;0;0;0
Aranjuez;28025-28041-28054;2017;10;19;Madrid;37.1 (17:50);19.9 (08:30);28.5;27 (23:30);10 (03:50);0;0;0;0;0
Rascafría;28034-28035-28040;2017;10;19;Madrid;31.8 (16:30);10.0 (07:30);20.9;24 (14:10);11 (14:10);0;0;0;0;0
Buitrago del Lozoya;28003-28045-28044;2017;10;19;Madrid;32.2 (17:50);12.1 (07:50);22.2;34 (23:59);15 (23:59);0;0;0;0;0
Somosierra;28020-28021-28024;2017;10;19;Madrid;29.7 (17:20);14.6 (08:00);22.2;27 (22:30);8 (22:40);0;0;0;0;0
Madrid. El Goloso;28029-28036-28046;2017;10;19;Madrid;32.7 (18:20);20.2 (08:10);26.5;26 (06:20);12 (06:10);0;0;0;0;0
Madrid Aeropuerto;28055-28050-28033;2017;10;19;Madrid;35.7 (17:50);20.6 (08:00);28.2;35 (07:10);23 (07:00);0;0;0;0;0
Alcala de Henares;28022-28027-28037;2017;10;19;Madrid;36.9 (17:00);21.3 (08:10);29.1;37 (02:30);21 (02:30);0;0;0;0;0
Arganda del Rey;28051-28031-28052;2017;10;19;Madrid;32.2 (17:10);17.4 (07:40);24.8;33 (00:20);23 (00:40);0;0;0;0;0
Colmenar Viejo;28039-28038-28032;2017;10;19;Madrid;35.9 (16:20);20.8 (07:40);28.4;36 (02:20);21 (23:59);0;0;0;0;0
Madrid. Ciudad Universitaria;28011-28013-28005;2017;10;19;Madrid;35.4 (19:00);21.4 (08:00);28.4;0;0;0;0;0;0;0
Pozuelo de Alarcón;28030-28028-28026;2017;10;19;Madrid;35.3 (16:30);21.6 (08:30);28.4;38 (08:50);18 (08:50);0;0;0;0;
Madrid. Retiro;28001-28004-28009;2017;10;19;Madrid;35.8 (15:50);20.9 (08:40);28.3;0;0;0;0;0;0;0
Tielmes;28002-28003-28043;2017;10;19;Madrid;28.5 (18:40);14.2 (06:50);21.3;39 (17:20);21 (18:50);0;0;0;0;0
Puerto Alto del León;28049-28054-28053;2017;10;19;Madrid;34.3 (17:40);19.3 (07:30);26.8;30 (18:40);17 (00:50);0;0;0;0;0
Alpedrete;28019-28014-28012;2017;10;19;Madrid;35.2 (17:30);20.7 (04:50);28;0;0;0;0;0;0;
Torrelodones;28018-28010-28008;2017;10;19;Madrid;33.1 (17:50);18.7 (06:50);25.9;0;0;0;0;0;0;0
Rozas de Puerto Real;28017-28007;2017;10;19;Madrid;34.1 (17:30);18.4 (06:40);26.2;0;0;0;0;0;0;0
